NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP,SOURCE,ID_PERUSAHAAN,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,KODE_KANTOR,TGL_SYNC_OSS,HIGH_SYNC_LAG
8179217174773,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001976,42.954.366.3-854.679,PERUM HARIYAH (CABANG),Jalan Pasir Koja No. 397,,21.0,,+62146761647,KEDUA-DUANYA,8051725605.0,3566338560.0,2025-09-25,20400.0,2026-05-19,False
0924287572158,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000657,55.145.266.1-320.045,UD MARYADI NAINGGOLAN (PERSERO) TBK,Jl. Kendalsari No. 4,,33.0,30517.0,+62357846113,IMPORTIR,,500265949.0,2024-06-23,50100.0,2026-05-19,False
1522791107465,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003755,43.959.041.6-378.781,CV PANGESTU,Jalan Waringin No. 96,MADIUN,51.0,,+62370807981,EKSPORTIR,4803163678.0,,2024-12-11,90100.0,2026-05-19,False
6695343295064,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002363,51859519,PERUM SURYONO,Jl. Cikutra Barat No. 558,PEKANBARU,61.0,57313.0,+621625104122,IMPORTIR,,9930420993.0,2025-08-29,90400.0,2026-05-19,False
8983373202535,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002718,29.629.966.6-323.768,PERUM SANTOSO SIHOMBING,Jalan Waringin No. 29,PROBOLINGGO,91.0,37944.0,+6291417625,IMPORTIR,,4398491746.0,2025-12-27,120300.0,2026-05-19,False
7396102908718,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000356,23.474.281.9-397.820,PD HASANAH (CABANG),Jalan Antapani Lama No. 27,PEMATANGSIANTAR,35.0,98247.0,+627329460128,IMPORTIR,4803163678.0,3981713101.0,2023-12-23,70500.0,2026-05-19,False
3977041167881,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004192,46.807.597.6-652.803,UD WINARSIH WINARNO TBK,Gg. Antapani Lama No. 92,PEMATANGSIANTAR,12.0,35309.0,+623408683938,EKSPORTIR,1019456213.0,,2024-12-04,10800.0,2026-05-19,False
1360579792702,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002730,29.507.647.2-639.335,PT HASANAH,Gang Kapten Muslihat No. 8,,35.0,59732.0,+623017700934,IMPORTIR,,7480167995.0,2024-06-14,60100.0,2026-05-19,False
7760612517434,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002109,22.127.028.8-318.240,PERUM PERTIWI,Gg. Raya Ujungberung No. 4,PALOPO,64.0,,+62807148846,KEDUA-DUANYA,9683901470.0,5572811792.0,2024-06-19,100300.0,2026-05-19,False
0379640497038,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003009,30.312.097.0-244.071,CV MUSTOFA ADRIANSYAH TBK,Jl. Surapati No. 4,BINJAI,35.0,69718.0,+6263338870,EKSPORTIR,1042053334.0,,2023-04-22,70100.0,2026-05-19,False
4621393621695,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000267,98818091,UD LAILASARI DONGORAN,Gang Jamika No. 825,BATU,35.0,77317.0,+625170303687,EKSPORTIR,4521497672.0,,2025-04-19,71300.0,2026-05-19,False
6866128550294,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002293,04.423.155.8-622.703,UD KURNIAWAN TARIHORAN (PERSERO) TBK,Gang Cempaka No. 343,MOJOKERTO,32.0,,+62458179782,IMPORTIR,,5844519724.0,2023-08-07,50900.0,2026-05-19,False
6349753537495,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004422,16.381.190.5-441.013,UD YULIANTI ARDIANTO (PERSERO) TBK,Jalan Pasteur No. 80,,32.0,76509.0,+62415307830,KEDUA-DUANYA,5138726664.0,2401464024.0,2023-08-14,50900.0,2026-05-19,False
2762805877770,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001985,10.284.687.9-475.137,PERUM LAKSITA HUTASOIT (PERSERO) TBK (CABANG),Jl. K.H. Wahid Hasyim No. 9,PALANGKARAYA,31.0,62256.0,+6250844068,KEDUA-DUANYA,8157222634.0,937789926.0,2024-11-18,40400.0,2026-05-19,False
7271850814635,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002266,96.773.552.0-560.865,PD NURAINI TBK,Gg. Gedebage Selatan No. 7,YOGYAKARTA,31.0,72731.0,+62841843606,IMPORTIR,,545802643.0,2024-05-02,10100.0,2026-05-19,False
6523413899940,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000820,84.896.308.3-530.621,PD MUSTOFA,Jalan Stasiun Wonokromo No. 40,KOTA ADMINISTRASI JAKARTA PUSAT,32.0,39106.0,+62622481392,KEDUA-DUANYA,7483366126.0,9700810183.0,2025-03-01,50900.0,2026-05-19,False
9471902327107,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003338,31.129.348.7-374.638,CV HARIYAH,Gang W.R. Supratman No. 680,GORONTALO,33.0,38088.0,+629550176578,EKSPORTIR,2240073193.0,,2025-11-07,50100.0,2026-05-19,False
0850371990516,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004102,76.757.627.1-908.564,PT WALUYO,Jl. Cikutra Barat No. 04,BATAM,36.0,,+62706090889,IMPORTIR,,517400404.0,2025-11-05,50400.0,2026-05-19,False
5614293831159,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003495,95.180.285.7-037.773,PERUM RAHMAWATI (PERSERO) TBK,Jalan R.E Martadinata No. 889,MEULABOH,12.0,27185.0,+62884136105,KEDUA-DUANYA,6669548402.0,5353972390.0,2024-01-18,20300.0,2026-05-19,False
8575958281902,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000906,03358486,UD NOVITASARI WASITA (PERSERO) TBK,Jl. Laswi No. 954,,35.0,66450.0,+62838939242,EKSPORTIR,9319342205.0,,2023-06-17,70500.0,2026-05-19,False
0544593181312,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002101,45.299.923.7-003.981,CV JAILANI ADRIANSYAH TBK,Gang Ahmad Dahlan No. 2,PAGARALAM,51.0,,+62729394146,IMPORTIR,,8201740559.0,2025-01-02,80100.0,2026-05-19,False
4207604978362,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002287,49.490.275.5-908.753,PD SIRAIT (PERSERO) TBK,Gang Ciwastra No. 34,,21.0,40449.0,+621833528098,IMPORTIR,4803163678.0,513021732.0,2024-06-22,20400.0,2026-05-19,False
2315218096124,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002198,78.158.063.1-562.737,UD TAMBA,Jl. Monginsidi No. 33,BANDAR LAMPUNG,12.0,76327.0,+629513498598,IMPORTIR,4803163678.0,3057864197.0,2025-12-02,10800.0,2026-05-19,False
9784970420977,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004078,86.415.864.6-686.843,PT PRADANA TBK,Gang Sadang Serang No. 57,SEMARANG,51.0,94142.0,+6216967534,EKSPORTIR,6695445051.0,,2023-06-07,90100.0,2026-05-19,False
9310668433567,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002309,07.522.437.0-311.112,PERUM DAMANIK SIMANJUNTAK TBK,Jalan Rajiman No. 357,CIMAHI,12.0,56371.0,+628301629885,EKSPORTIR,4803163678.0,,2024-05-20,10700.0,2026-05-19,False
4650456960628,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004389,44.233.395.7-839.316,PERUM MAYASARI,Jl. Jend. Sudirman No. 8,BATAM,64.0,,+62368651863,KEDUA-DUANYA,303989653.0,7456072811.0,2024-02-18,100300.0,2026-05-19,False
7638253077601,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000285,29.172.910.6-742.549,UD LAZUARDI JAILANI TBK,Gang Astana Anyar No. 428,LUBUKLINGGAU,12.0,,+62627131240,EKSPORTIR,76583413.0,,2025-05-11,10700.0,2026-05-19,False
4616222772610,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002584,43.275.799.0-173.741,PT DAMANIK (PERSERO) TBK,Gg. Ciumbuleuit No. 972,PANGKALPINANG,21.0,54265.0,+62827133676,IMPORTIR,,1680328773.0,2024-11-09,20100.0,2026-05-19,False
5948224524881,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002332,49.893.015.3-901.373,PT KUSMAWATI IRAWAN,Gang Stasiun Wonokromo No. 21,,61.0,36860.0,+62407829936,KEDUA-DUANYA,9879460956.0,7299771054.0,2024-09-29,90400.0,2026-05-19,False
6756765948637,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004467,71.483.843.8-357.342,PD SUSANTI PURWANTI (CABANG),Gg. Abdul Muis No. 671,BATU,51.0,,+625834461127,IMPORTIR,,2806012825.0,2023-09-26,80100.0,2026-05-19,False
7097632923732,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003893,26.357.118.4-797.159,WASITA YULIARTI (CABANG),Jalan Pasirkoja No. 70,PAREPARE,33.0,,+62980993758,EKSPORTIR,1144304218.0,,2024-01-11,60300.0,2026-05-19,False
7106283345573,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004816,43.912.435.2-197.976,PERUM HUTASOIT MANGUNSONG,Jalan Astana Anyar No. 144,SUNGAI PENUH,73.0,62914.0,+62418779464,EKSPORTIR,2165257840.0,,2024-11-08,110100.0,2026-05-19,False
9970783931329,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002005,38.033.170.7-813.375,PD SUWARNO PADMASARI,Jl. Gedebage Selatan No. 223,KOTA ADMINISTRASI JAKARTA SELATAN,51.0,70473.0,+629048584521,EKSPORTIR,6570642922.0,,2025-04-06,80100.0,2026-05-19,False
8855108892171,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003150,430569908,UD WIJAYA (PERSERO) TBK,Gg. K.H. Wahid Hasyim No. 05,KENDARI,12.0,,+62742532422,EKSPORTIR,4803163678.0,,2023-01-23,11200.0,2026-05-19,False
5648236629946,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001599,70.853.000.4-293.215,UD GUNAWAN ADRIANSYAH TBK,Jalan Cempaka No. 6,BINJAI,16.0,28059.0,+62574192291,IMPORTIR,,7250261289.0,2025-11-12,30100.0,2026-05-19,False
3808263267631,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003825,11.316.252.1-764.062,PERUM SIHOTANG TBK,Jalan Ir. H. Djuanda No. 40,BOGOR,18.0,,+626493972390,EKSPORTIR,4803163678.0,,2023-08-11,30700.0,2026-05-19,False
1626148152138,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000228,872434325,PD UWAIS,Jl. Kapten Muslihat No. 908,KOTA ADMINISTRASI JAKARTA UTARA,12.0,94905.0,+621163993197,EKSPORTIR,4803163678.0,,2024-01-02,20300.0,2026-05-19,False
4127701533879,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000724,55733282,PERUM SIMBOLON (PERSERO) TBK,Gg. W.R. Supratman No. 0,PANGKALPINANG,73.0,29664.0,+62492141710,KEDUA-DUANYA,2274326185.0,1503150995.0,2025-10-01,140100.0,2026-05-19,False
4415396608604,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001997,65.611.589.4-005.652,UD PUSPASARI SALAHUDIN,Jl. Veteran No. 509,PADANG SIDEMPUAN,12.0,60506.0,+6275278962,IMPORTIR,,932535473.0,2025-07-30,20300.0,2026-05-19,False
8394175723089,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001712,50.068.698.2-656.421,PERUM SUSANTI WASTUTI (PERSERO) TBK,Jl. Phh. Mustofa No. 7,BANJARBARU,51.0,,+62694827214,EKSPORTIR,698800090.0,,2023-07-09,80100.0,2026-05-19,False
2239559059929,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001678,24.856.829.7-555.316,WASKITA (CABANG),Gang Cikutra Barat No. 0,BAU-BAU,73.0,65918.0,+628128704793,EKSPORTIR,6021275743.0,,2024-03-24,140100.0,2026-05-19,False
2843129543130,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004361,48.895.934.5-207.146,PD RAJATA LAKSMIWATI TBK,Gg. Sukajadi No. 13,TARAKAN,12.0,66602.0,+623929787793,IMPORTIR,4803163678.0,1553958963.0,2023-01-21,10800.0,2026-05-19,False
7465365205390,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000276,47.047.274.5-518.012,PERUM WIJAYANTI (PERSERO) TBK,Gg. Cikutra Timur No. 5,MAGELANG,12.0,49632.0,+62869847595,KEDUA-DUANYA,5107980431.0,3588983612.0,2023-04-09,10800.0,2026-05-19,False
5862187540657,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001371,36623894,PT KURNIAWAN,Jalan Moch. Toha No. 329,TUAL,35.0,20417.0,+625690200533,EKSPORTIR,4803163678.0,,2024-04-28,70500.0,2026-05-19,False
0308975863804,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000484,084718549,PT PURWANTI,Jalan Cihampelas No. 438,TEBINGTINGGI,21.0,,+621962198515,IMPORTIR,,7092812968.0,2025-03-24,20100.0,2026-05-19,False
0685399286369,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000938,83.701.937.3-257.690,PERUM HABIBI (PERSERO) TBK,Jalan Setiabudhi No. 4,GORONTALO,12.0,,+622082841889,KEDUA-DUANYA,4803163678.0,7661913241.0,2023-07-27,20300.0,2026-05-19,False
1071468388190,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004074,73685965,PD RAHAYU HANDAYANI (PERSERO) TBK,Gang Tubagus Ismail No. 599,PALOPO,35.0,33461.0,+62529644641,IMPORTIR,,6629410983.0,2025-08-02,71300.0,2026-05-19,False
4184404380755,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003947,34.983.757.0-340.781,UD HASSANAH (PERSERO) TBK,Jalan Moch. Ramdan No. 3,BIMA,73.0,,+62814636558,IMPORTIR,,4877428658.0,2024-10-09,110100.0,2026-05-19,False
0055624126676,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003579,82.519.026.9-847.271,PD NARPATI HABIBI,Gang Pasir Koja No. 81,DENPASAR,31.0,69934.0,+62254170940,IMPORTIR,,3765585478.0,2023-03-14,40300.0,2026-05-19,False
8689397770425,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001941,774816614,PT NARPATI TBK,Jalan Lembong No. 9,PALU,12.0,54445.0,+62891458230,IMPORTIR,,7016347290.0,2025-05-12,11200.0,2026-05-19,False
5770299295966,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003065,97.023.769.4-569.761,PT NURAINI SURYONO TBK,Jalan Gegerkalong Hilir No. 90,,36.0,92774.0,+62320471324,KEDUA-DUANYA,7955229877.0,3404033861.0,2023-07-18,50400.0,2026-05-19,False
7588135285907,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004590,53.364.611.5-324.578,UD PURNAWATI TBK,Jl. Dipatiukur No. 78,BALIKPAPAN,31.0,,+629951972274,IMPORTIR,,4395069460.0,2023-01-18,40300.0,2026-05-18,False
2230651779241,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003663,11.502.051.3-534.798,PERUM PURNAWATI KUSWOYO TBK,Jl. Tebet Barat Dalam No. 2,GORONTALO,31.0,,+62814367363,IMPORTIR,,3096671261.0,2025-09-20,40400.0,2026-05-18,False
9364076202820,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003339,61.314.644.9-909.329,PERUM NASHIRUDDIN MANULLANG TBK (CABANG),Jalan Rajawali Timur No. 096,BATAM,31.0,92932.0,+629699793687,KEDUA-DUANYA,4803163678.0,5815856285.0,2023-10-20,40400.0,2026-05-18,False
6973971647990,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003647,79.504.291.2-719.727,UD NASHIRUDDIN,Gg. Stasiun Wonokromo No. 65,DUMAI,33.0,57176.0,+62937965084,IMPORTIR,,407800060.0,2024-02-02,50100.0,2026-05-18,False
5694201844576,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001409,266577792,PD WINARNO SAFITRI TBK,Jalan Sentot Alibasa No. 34,,31.0,,+62793285864,IMPORTIR,,2820437246.0,2023-01-29,40400.0,2026-05-18,False
6873102426459,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004519,92.821.439.3-585.968,UD WINARNO HIDAYANTO (PERSERO) TBK,Gang Yos Sudarso No. 8,BLITAR,12.0,90005.0,+6263607773,KEDUA-DUANYA,1168729603.0,5075070086.0,2023-07-23,10700.0,2026-05-18,False
3480249668992,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000110,30.985.570.5-560.353,PT SURYONO (PERSERO) TBK,Jalan Cikutra Barat No. 970,JAYAPURA,33.0,22982.0,+62175626923,IMPORTIR,,9699521347.0,2023-08-18,60300.0,2026-05-18,False
2491626317774,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003434,90.922.279.2-185.148,PT SAEFULLAH (PERSERO) TBK,Gang Sentot Alibasa No. 83,BATU,35.0,98387.0,+622253204178,IMPORTIR,,9874948466.0,2024-01-28,70100.0,2026-05-18,False
0311587605457,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004598,99.745.399.9-691.275,PT SIREGAR,Gg. Medokan Ayu No. 19,BANJARMASIN,36.0,31211.0,+628324973768,KEDUA-DUANYA,9475392423.0,3347065280.0,2024-11-18,50400.0,2026-05-18,False
3466297254835,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001453,35.813.379.9-606.324,PD HASSANAH RAJATA,Jl. Moch. Ramdan No. 4,BINJAI,18.0,70587.0,+62854991579,IMPORTIR,,4776553527.0,2024-11-18,30700.0,2026-05-18,False
2851562837947,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004528,57.645.296.1-511.754,CV PRATAMA WIBISONO (PERSERO) TBK,Gg. Waringin No. 15,PALANGKARAYA,35.0,29566.0,+624579494242,IMPORTIR,,8368757676.0,2025-08-20,60100.0,2026-05-18,False
1987833330655,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003390,84.635.944.7-789.406,PD NOVITASARI ANGGRIAWAN,Jalan Rawamangun No. 865,PALU,12.0,,+62173712383,IMPORTIR,,4361553684.0,2023-01-10,20300.0,2026-05-18,False
2562928923710,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002275,50.001.224.9-658.866,PERUM KURNIAWAN (PERSERO) TBK,Gang Jend. A. Yani No. 7,PALU,31.0,,+62257259130,EKSPORTIR,4803163678.0,,2023-09-08,40400.0,2026-05-18,False
0591297519102,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004454,954182568,PT MUSTOFA HASANAH TBK,Jl. Rajawali Barat No. 836,SURABAYA,31.0,41209.0,+62862232946,EKSPORTIR,473460367.0,,2023-06-12,40400.0,2026-05-18,False
2769595341074,,,,,,,,,,,,,,,DICABUT,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004579,39.229.055.3-832.654,UD MAULANA,Gg. Siliwangi No. 94,LHOKSEUMAWE,73.0,14013.0,+623622997767,EKSPORTIR,4523102367.0,,2023-08-14,140100.0,2026-05-18,False
6899809402445,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004541,44.006.185.2-579.673,SIMANJUNTAK KUSMAWATI TBK (CABANG),Gg. Bkr No. 895,PALEMBANG,21.0,87026.0,+62273239239,IMPORTIR,,2356114523.0,2025-02-09,20100.0,2026-05-18,False
0827398099889,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002493,42.230.490.7-316.457,PERUM YULIANTI SUARTINI,Jalan Jamika No. 828,SURABAYA,31.0,81433.0,+627342203770,EKSPORTIR,5247358332.0,,2024-11-26,40400.0,2026-05-18,False
3172366704171,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000947,01.878.670.3-707.561,PD LAKSITA,Jalan Kutisari Selatan No. 019,PROBOLINGGO,51.0,31132.0,+626274139746,KEDUA-DUANYA,8922273127.0,7769695778.0,2024-10-19,80100.0,2026-05-18,False
7116456059563,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004043,38.254.948.1-515.049,PT USAMAH,Gg. Kendalsari No. 841,SUBULUSSALAM,73.0,,+6228057312,KEDUA-DUANYA,1203700342.0,6796877137.0,2023-10-03,110100.0,2026-05-18,False
0810262333296,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001202,10.607.758.3-935.020,CV UTAMA WIDODO,Gang Asia Afrika No. 358,BINJAI,31.0,34113.0,+62436539347,EKSPORTIR,8363951756.0,,2025-07-01,10100.0,2026-05-18,False
4769123779398,,,,,,,,,,,,,,,AKTIF,True,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001165,2463862474,UD WIBISONO,Jl. Antapani Lama No. 96,SOLOK,61.0,96459.0,+62608955883,EKSPORTIR,1306751218.0,,2024-01-05,90400.0,2026-05-18,False
3091436391025,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004095,63.303.206.2-384.209,PD NURAINI (CABANG),Jalan Cihampelas No. 31,TANJUNGBALAI,73.0,32543.0,+627928886234,IMPORTIR,4803163678.0,1872034463.0,2023-10-02,110100.0,2026-05-18,False
7359728046674,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001254,28.113.813.1-846.753,PERUM MANGUNSONG TBK,Jalan Ronggowarsito No. 330,JAYAPURA,33.0,47166.0,+62888334580,IMPORTIR,,3925217585.0,2024-06-10,50100.0,2026-05-18,False
0463550666540,,,,,,,,,,,,,,,DIBEKUKAN,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002491,61.602.118.3-788.672,UD WASITA WIDODO (PERSERO) TBK,Jl. Dipatiukur No. 063,MANADO,18.0,59979.0,+62901059678,KEDUA-DUANYA,5792844993.0,3150493450.0,2023-12-06,30700.0,2026-05-18,False
2404157473384,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C004094,71.712.278.2-111.630,PERUM WALUYO MANGUNSONG,Jl. Cempaka No. 653,SINGKAWANG,33.0,73834.0,+62207548437,EKSPORTIR,2011831661.0,,2023-04-18,60300.0,2026-05-18,False
1990746669747,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C000946,19.812.864.1-470.122,PERUM JANUAR PRASETYA,Gg. Moch. Ramdan No. 53,BANJARBARU,35.0,36412.0,+621591204644,KEDUA-DUANYA,4803163678.0,1020182346.0,2025-10-21,71300.0,2026-05-18,False
8572626056141,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001586,71.630.153.3-309.066,PD WIBOWO AGUSTINA (PERSERO) TBK,Jalan Cikutra Barat No. 0,KEDIRI,73.0,93902.0,+62912930431,KEDUA-DUANYA,2853576882.0,2692852065.0,2023-12-08,110100.0,2026-05-18,False
7469237601794,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C003897,31.269.975.3-790.215,CV ISWAHYUDI TBK,Jl. Rungkut Industri No. 7,PAREPARE,36.0,25615.0,+625265255087,IMPORTIR,,3324109506.0,2024-03-04,50400.0,2026-05-18,False
4473387805289,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C001243,03.675.339.6-447.353,UD ARDIANTO MEGANTARA (PERSERO) TBK,Gang Asia Afrika No. 3,PAREPARE,12.0,,+62830486782,KEDUA-DUANYA,4382296825.0,2627012458.0,2025-06-25,20300.0,2026-05-18,False
4767200052141,,,,,,,,,,,,,,,AKTIF,False,False,True,,True,2026-06-12T00:25:15.771112,CEISA,C002172,99.051.989.7-935.009,UD KUSWANDARI ARDIANTO (PERSERO) TBK,Gg. Stasiun Wonokromo No. 64,PROBOLINGGO,18.0,76497.0,+62176336618,EKSPORTIR,6121209676.0,,2023-02-26,30700.0,2026-05-18,False
