NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP
2280857623623,73.084.419.1-800.255,PT ZULAIKA TBK,PT,PT,Berbadan Hukum,Tidak Aktif,Gang Wonoayu No.. 181,BENGKULU,33,,N,N,,2024-10-12,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6870880635729,64.841.642.9-562.150,CV RAJASA JAILANI (PERSERO) TBK,CV,Firma,Berbadan Hukum,Aktif,Gg. Pelajar Pejuang No.. 0,PADANG SIDEMPUAN,31,,N,N,,2023-12-19,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
1271643169580,07.802.420.8-271.076,CV WASITA (PERSERO) TBK,CV,PT,Berbadan Hukum,Dibekukan,Gg. Rumah Sakit No.. 948,PANGKALPINANG,35,,Y,Y,API-P,2023-05-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2584723874848,73.921.711.3-780.662,UD NASYIAH TBK,UD,CV,Belum Berbadan Hukum,Aktif,Jl.. Jamika No.. 76,BLITAR,16,,Y,Y,API-U,2024-03-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7813742141570,72.618.383.2-883.125,UD NUGROHO HASSANAH,UD,Perum,Berbadan Hukum,Tidak Aktif,Gang Pasteur No.. 19,PADANG,31,,N,N,,2025-04-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4761494340501,29.834.790.6-954.512,PT AGUSTINA PRANOWO,PT,Firma,Belum Berbadan Hukum,Tidak Aktif,Jalan Rajiman No.. 084,MAGELANG,35,,N,N,,2025-01-12,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8972955055241,12.003.531.7-658.886,UD PRANOWO RAJATA,UD,Firma,Berbadan Hukum,Dibekukan,Gg. M.T Haryono No.. 89,CIMAHI,12,,N,Y,,2023-12-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3466297254835,35.813.379.9-606.324,PD HASSANAH RAJATA,,CV,Belum Berbadan Hukum,Dibekukan,Jl.. Moch. Ramdan No.. 4,BINJAI,18,,Y,N,API-P,2024-11-18,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
0097296782866,10.586.519.2-901.524,UD MANDALA MARPAUNG (PERSERO) TBK,UD,PT,Belum Berbadan Hukum,Aktif,Jl.. Bkr No.. 4,SUBULUSSALAM,12,,Y,Y,API-P,2024-09-18,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
4102301301132,49.970.247.3-612.551,PERUM KUSWANDARI UYAINAH,PERUM,UD,Belum Berbadan Hukum,Dibekukan,Gang Laswi No.. 00,BENGKULU,35,,N,N,,2025-05-22,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3481539122190,32.197.715.6-033.932,PD PRATIWI SETIAWAN (PERSERO) TBK,PD,UD,Berbadan Hukum,Tidak Aktif,Gang Wonoayu No.. 91,PROBOLINGGO,12,,N,Y,,2025-04-25,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4469442110670,78.625.652.0-974.368,CV MARPAUNG TBK,CV,CV,Belum Berbadan Hukum,Dibekukan,Jalan Rajiman No.. 94,PROBOLINGGO,35,,Y,Y,API-U,2024-11-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7104044646389,71.593.155.2-529.316,PD ANDRIANI,PD,Firma,Belum Berbadan Hukum,Dibekukan,Jl.. Rajawali Barat No.. 809,BENGKULU,31,,Y,Y,API-P,2024-11-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3580541631892,56.946.365.0-782.001,PERUM HARIYAH TBK,PERUM,Firma,Berbadan Hukum,Dibekukan,Gang Otto Iskandardinata No.. 1,TANGERANG,16,65470,Y,Y,API-U,2023-01-31,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
6748179890330,30.902.606.3-494.366,UD KUSWOYO NAJMUDIN TBK,UD,PT,Berbadan Hukum,Aktif,Jalan Erlangga No.. 35,DUMAI,35,,Y,N,API-U,2025-07-29,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
4495718134102,76.027.446.1-920.397,CV SIHOMBING WIDIASTUTI,CV,CV,Belum Berbadan Hukum,Aktif,Gang Dr. Djunjunan No.. 82,,51,94760,Y,N,API-P,2025-04-28,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6967025891271,60.492.248.2-407.551,UD PURNAWATI,UD,Perum,Berbadan Hukum,Aktif,Gang Siliwangi No.. 6,CIMAHI,73,,N,N,,2023-09-21,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6863185525676,90.496.552.7-624.676,PT SARAGIH TBK,PT,Firma,Berbadan Hukum,Aktif,Jalan Monginsidi No.. 2,TANGERANG,31,,N,N,,2025-02-18,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3405242699696,72.968.920.7-421.528,CV SIRAIT UYAINAH (PERSERO) TBK,,Perum,Berbadan Hukum,Dibekukan,Jl.. Ciwastra No.. 6,PALOPO,16,,Y,N,API-U,2025-03-30,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
0379640497038,30.312.097.0-244.071,CV MUSTOFA ADRIANSYAH TBK,CV,Firma,Belum Berbadan Hukum,Dibekukan,Jl.. Surapati No.. 4,BINJAI,35,,Y,N,API-P,2023-04-22,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7849082456094,29.942.155.0-122.963,PT LATUPONO SIREGAR (PERSERO) TBK,,CV,Berbadan Hukum,Dibekukan,Jalan Sentot Alibasa No.. 19,,35,,Y,Y,API-U,2024-12-12,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7133844727812,14.610.399.5-655.851,UD NARPATI WIBISONO (PERSERO) TBK,UD,CV,Belum Berbadan Hukum,Aktif,Jl.. Cempaka No.. 04,BAU-BAU,61,,N,N,,2024-08-12,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
6607664712434,93.755.414.8-225.268,PD DABUKKE PURWANTI,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jl.. Sentot Alibasa No.. 43,SABANG,32,04920,N,Y,,2024-11-03,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
0058326973606,29.993.758.0-072.449,PD FIRGANTORO (PERSERO) TBK,PD,PT,Belum Berbadan Hukum,Dibekukan,Gang Otto Iskandardinata No.. 9,CIREBON,64,,Y,Y,API-U,2014-03-16,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3285968345116,89.079.712.0-845.393,PT PUSPASARI,PT,PT,Berbadan Hukum,Dibekukan,Gang Cikapayang No.. 29,TANGERANG SELATAN,21,,Y,Y,API-P,2014-05-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3658834996052,04.739.935.4-559.557,PD SAPUTRA,,CV,Belum Berbadan Hukum,Dibekukan,Jl.. Siliwangi No.. 8,PRABUMULIH,33,,N,N,,2023-06-06,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8515869409487,09.541.543.2-609.625,PERUM SURYONO (PERSERO) TBK,PERUM,UD,Berbadan Hukum,Tidak Aktif,Jl.. Moch. Toha No.. 96,MALANG,12,,N,N,,2025-05-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5806187001365,08.150.189.0-064.431,CV SITORUS MANDALA,,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Sukabumi No.. 138,BANJARMASIN,35,,N,Y,,2024-05-05,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
2598568421228,77.542.324.3-784.329,PD WAHYUDIN TBK,PD,CV,Berbadan Hukum,Aktif,Jl.. Ahmad Yani No.. 46,,12,,Y,N,API-P,2024-01-01,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3632515310430,69.028.298.5-226.091,PD GUNAWAN (PERSERO) TBK,PD,Firma,Berbadan Hukum,Tidak Aktif,Gang M.H Thamrin No.. 77,KEDIRI,31,,Y,N,API-U,2025-01-31,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6917135951846,74.711.105.7-153.520,PT PRADANA YUNIAR,PT,PT,Berbadan Hukum,Tidak Aktif,Jl.. Gegerkalong Hilir No.. 03,BINJAI,12,,N,Y,,2023-11-07,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1987833330655,84.635.944.7-789.406,PD NOVITASARI ANGGRIAWAN,PD,Firma,Berbadan Hukum,Dibekukan,Jalan Rawamangun No.. 865,PALU,12,,Y,Y,API-P,2023-01-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2796177001280,70.352.797.5-707.069,UD SIHOMBING SIMBOLON TBK,UD,UD,Berbadan Hukum,Aktif,Gang Merdeka No.. 6,MOJOKERTO,18,,Y,Y,API-P,2023-07-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8354052564060,80.349.405.4-923.213,CV PRANOWO HAKIM,CV,UD,Belum Berbadan Hukum,Aktif,Jl.. Cikutra Barat No.. 799,BANDAR LAMPUNG,33,,Y,Y,API-U,2024-11-15,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5063622982250,44.250.521.6-327.883,PT NATSIR,,CV,Belum Berbadan Hukum,Dibekukan,Gg. Cihampelas No.. 9,TERNATE,35,,Y,N,API-U,2025-11-28,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
0941844462042,39.345.751.7-650.896,PERUM MUSTOFA RAHMAWATI,PERUM,CV,Belum Berbadan Hukum,Aktif,Jl.. Cikutra Timur No.. 370,,51,,N,N,,2024-05-11,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
2118082938074,27.541.937.5-784.660,UD SUARTINI UYAINAH (PERSERO) TBK,UD,CV,Berbadan Hukum,Aktif,Jl.. Jayawijaya No.. 369,TIDORE KEPULAUAN,18,,Y,N,API-U,2024-11-15,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
5673376107277,84.748.570.7-745.427,PT PERMADI PUDJIASTUTI,,UD,Belum Berbadan Hukum,Aktif,Jl.. Pacuan Kuda No.. 3,PALANGKARAYA,73,,N,Y,,2024-08-18,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7050211925058,84.999.787.3-405.729,PD WULANDARI TBK,PD,PT,Belum Berbadan Hukum,Aktif,Gang Veteran No.. 581,,32,69940,Y,N,API-P,2024-07-26,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
5526746934432,96.134.165.8-196.456,PERUM NASHIRUDDIN MARBUN,PERUM,PT,Berbadan Hukum,Dibekukan,Gg. S. Parman No.. 5,SUKABUMI,73,10890,Y,N,API-U,2024-03-06,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4484000453444,50.832.952.2-840.173,PT LAKSMIWATI,PT,Perum,Berbadan Hukum,Tidak Aktif,Jl.. Ir. H. Djuanda No.. 7,TERNATE,36,,Y,Y,API-U,2024-07-19,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7720484437628,19.344.694.5-584.618,UD MAHESWARA (PERSERO) TBK,UD,UD,Berbadan Hukum,Dibekukan,Gang Pasir Koja No.. 537,BOGOR,12,,N,N,,2024-12-16,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9876941300871,06.432.150.3-343.786,PERUM SAPTONO TBK,,UD,Berbadan Hukum,Aktif,Jl.. Lembong No.. 2,BAU-BAU,64,,Y,Y,API-P,2024-06-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4649566566020,63.436.662.2-286.818,PT SIREGAR,PT,PT,Berbadan Hukum,Dibekukan,Jalan Moch. Toha No.. 10,LANGSA,33,,N,Y,,2025-04-15,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7348579494184,88.305.169.6-328.692,PT HAKIM WALUYO,PT,CV,Belum Berbadan Hukum,Aktif,Gang Peta No.. 877,TANGERANG,12,,N,N,,2025-08-23,DIBEKUKAN,False,False,True,False,True,2026-06-11 14:21:15
9415874491502,18.160.748.9-337.068,PERUM AGUSTINA MAHENDRA,PERUM,UD,Belum Berbadan Hukum,Tidak Aktif,Jalan Kutai No.. 58,BANJARMASIN,33,,N,Y,,2023-06-03,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0891490876991,47.476.285.8-773.964,UD RAHAYU USADA,UD,UD,Belum Berbadan Hukum,Dibekukan,Jl.. Sukajadi No.. 11,PADANG SIDEMPUAN,31,,Y,Y,API-P,2025-12-11,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
2678224909342,99.862.511.4-925.616,PT SARAGIH,PT,Perum,Belum Berbadan Hukum,Aktif,Gg. Pelajar Pejuang No.. 90,BANJAR,18,,N,Y,,2025-10-29,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
1562499372995,92.954.955.2-035.279,CV HARDIANSYAH TBK,CV,Perum,Berbadan Hukum,Tidak Aktif,Jl.. Ahmad Dahlan No.. 88,MAGELANG,35,,Y,Y,API-U,2015-04-24,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
7599729846858,43.468.420.0-379.017,UD LATUPONO (PERSERO) TBK,UD,Perum,Belum Berbadan Hukum,Dibekukan,Gg. M.H Thamrin No.. 0,TANGERANG SELATAN,91,,N,N,,2025-01-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2918819405484,52.743.366.2-594.948,CV PERMADI,CV,UD,Berbadan Hukum,Tidak Aktif,Jalan Kiaracondong No.. 06,PANGKALPINANG,12,,Y,Y,API-P,2023-04-14,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2054260244211,61.734.233.8-288.629,CV MAYASARI WIJAYA,CV,Firma,Berbadan Hukum,Dibekukan,Jalan Sukabumi No.. 435,JAYAPURA,21,,Y,N,API-P,2024-09-23,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0134223550440,47.511.738.1-982.053,UD WIDIASTUTI TBK,UD,CV,Berbadan Hukum,Dibekukan,Gang Medokan Ayu No.. 33,BANJARMASIN,91,30580,N,Y,,2023-11-09,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0412588604960,17.658.165.5-045.636,PERUM LAZUARDI,,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Sadang Serang No.. 629,,73,,Y,N,API-U,2025-03-19,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,17.501.041.2-733.385,CV HANDAYANI (PERSERO) TBK,,UD,Berbadan Hukum,Tidak Aktif,Jl.. Jend. Sudirman No.. 3,TERNATE,35,,Y,N,API-P,2025-04-11,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
2718301008495,18.350.942.4-039.883,CV ANGGRIAWAN UYAINAH,CV,PT,Berbadan Hukum,Tidak Aktif,Jalan R.E Martadinata No.. 4,TANGERANG,31,,Y,N,API-P,2025-10-06,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
9478979269116,83.795.707.1-420.710,UD WIDODO SIMBOLON,UD,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Kutisari Selatan No.. 461,BANJAR,91,,N,Y,,2024-01-13,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1882978768245,66.653.310.8-863.326,UD BUDIYANTO ARDIANTO,,Perum,Berbadan Hukum,Tidak Aktif,Jalan Suryakencana No.. 01,SABANG,12,,N,Y,,2024-12-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8452405416833,15.897.271.2-117.685,CV NATSIR KUSWOYO TBK,CV,Perum,Berbadan Hukum,Dibekukan,Jl.. Kendalsari No.. 53,PAYAKUMBUH,31,,N,Y,,2025-11-26,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
7055440274124,28.159.006.5-541.606,UD DAMANIK YUNIAR,UD,Perum,Berbadan Hukum,Dibekukan,Jl.. Raya Setiabudhi No.. 3,TARAKAN,73,,Y,N,API-U,2023-11-03,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6136763485285,87.978.149.9-322.889,PT NASHIRUDDIN,PT,PT,Berbadan Hukum,Aktif,Gang Antapani Lama No.. 8,MEDAN,32,,Y,Y,API-U,2024-04-09,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7968559652117,62.894.737.8-858.017,PERUM WULANDARI,PERUM,PT,Belum Berbadan Hukum,Dibekukan,Gg. Rajawali Timur No.. 149,PRABUMULIH,31,,Y,Y,API-U,2023-02-13,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
1670214929078,24.282.001.1-020.472,PD YULIANTI RAHAYU (PERSERO) TBK,PD,PT,Berbadan Hukum,Aktif,Jalan Wonoayu No.. 2,MALANG,18,,Y,Y,API-P,2024-11-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0843829135394,11.700.664.1-525.856,CV PRADIPTA (PERSERO) TBK,CV,CV,Belum Berbadan Hukum,Tidak Aktif,Gg. Wonoayu No.. 81,SALATIGA,35,,N,N,,2024-02-01,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6136311596955,38.927.608.1-752.952,CV WULANDARI LAILASARI,,Firma,Belum Berbadan Hukum,Tidak Aktif,Gg. Medokan Ayu No.. 290,BANDA ACEH,18,,Y,Y,API-P,2024-06-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2531640237393,06.737.273.5-730.942,PT LATUPONO,PT,Firma,Berbadan Hukum,Dibekukan,Gg. Sentot Alibasa No.. 97,CIMAHI,31,,N,Y,,2025-05-27,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3779054253170,16.505.474.7-176.100,CV HALIM TBK,CV,UD,Belum Berbadan Hukum,Dibekukan,Gang Kh Amin Jasuta No.. 55,PEKANBARU,73,,N,Y,,2025-07-18,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
6500312354836,53.160.326.3-632.385,PD HUTAPEA,PD,CV,Berbadan Hukum,Dibekukan,Jalan Indragiri No.. 88,PASURUAN,36,,Y,N,API-U,2024-02-09,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9522393159105,89.095.557.5-043.670,UD SIREGAR SIHOMBING,UD,CV,Berbadan Hukum,Dibekukan,Gang M.T Haryono No.. 38,,36,,N,Y,,2023-04-12,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8870898500038,70.855.645.9-102.103,CV LAKSMIWATI HALIM,CV,PT,Berbadan Hukum,Tidak Aktif,Jalan Hos. Cokroaminoto No.. 40,METRO,33,,Y,N,API-U,2025-03-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4961269072807,77.255.711.4-857.299,UD PURWANTI (PERSERO) TBK,UD,UD,Belum Berbadan Hukum,Dibekukan,Jl.. Gedebage Selatan No.. 818,SUKABUMI,61,,N,Y,,2023-08-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9379804460079,10.901.619.4-600.174,PERUM NURDIYANTI NUGROHO,PERUM,UD,Berbadan Hukum,Aktif,Gg. Kh Amin Jasuta No.. 90,SURABAYA,35,,N,N,,2025-09-21,DIBEKUKAN,False,False,True,False,True,2026-06-11 14:21:15
0499780550144,28.003.100.1-920.068,UD FIRGANTORO WASITA,UD,Perum,Berbadan Hukum,Tidak Aktif,Gg. Tubagus Ismail No.. 335,PALEMBANG,73,,N,Y,,2023-10-09,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3535423653755,68.271.621.1-128.650,UD WIJAYA (PERSERO) TBK,UD,Firma,Berbadan Hukum,Tidak Aktif,Gg. Gardujati No.. 5,PALU,35,,Y,Y,API-P,2024-07-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9618946585473,79.994.564.9-247.664,CV WIJAYANTI YULIARTI,CV,PT,Berbadan Hukum,Tidak Aktif,Gang Siliwangi No.. 851,BIMA,31,,Y,Y,API-P,2024-09-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,10.067.845.5-854.865,UD WAHYUDIN ZULKARNAIN TBK,UD,PT,Belum Berbadan Hukum,Dibekukan,Jalan Rajiman No.. 33,TANJUNGBALAI,31,,N,Y,,2024-02-28,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7114675301570,42.363.458.0-863.105,PT NAJMUDIN JANUAR TBK,PT,CV,Belum Berbadan Hukum,Dibekukan,Jl.. Yos Sudarso No.. 095,BANDA ACEH,12,,Y,N,API-U,2025-07-15,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
9182440428324,21.026.042.9-338.272,PT HARDIANSYAH NUGROHO,PT,CV,Belum Berbadan Hukum,Dibekukan,Gang Yos Sudarso No.. 74,SIBOLGA,12,,Y,N,API-P,2025-08-28,DICABUT,False,False,True,False,True,2026-06-11 14:21:15
0331325621274,10.915.897.4-013.726,PT WACANA BUDIYANTO,PT,PT,Belum Berbadan Hukum,Dibekukan,Jalan Jend. A. Yani No.. 9,KOTA ADMINISTRASI JAKARTA UTARA,12,,N,Y,,2025-08-17,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
9161693496174,50.258.560.7-640.731,UD KUSMAWATI RAHIMAH (PERSERO) TBK,UD,Perum,Belum Berbadan Hukum,Dibekukan,Gg. Sukajadi No.. 154,,32,,Y,Y,API-U,2023-05-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4648371530376,24.695.114.7-996.284,PD KUSWANDARI HALIM,PD,Perum,Belum Berbadan Hukum,Aktif,Gg. Cikutra Timur No.. 1,MEULABOH,61,,Y,Y,API-P,2023-10-26,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7259673475317,71.301.713.1-996.844,UD RAHMAWATI SAEFULLAH (PERSERO) TBK,UD,Perum,Belum Berbadan Hukum,Dibekukan,Gang Ronggowarsito No.. 2,YOGYAKARTA,16,,N,N,,2023-02-17,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
1575415796142,71.958.187.3-281.140,PERUM JANUAR FUJIATI (PERSERO) TBK,PERUM,UD,Belum Berbadan Hukum,Dibekukan,Jalan Pasteur No.. 960,JAYAPURA,31,,Y,N,API-U,2023-09-14,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
5342213286879,84.923.509.3-168.335,CV UYAINAH PUSPITA,CV,PT,Berbadan Hukum,Dibekukan,Gang Laswi No.. 5,JAYAPURA,51,,N,N,,2025-10-09,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
8934432801940,79.289.374.1-449.464,PD MEGANTARA,PD,Perum,Berbadan Hukum,Tidak Aktif,Gang Merdeka No.. 10,TANGERANG SELATAN,51,,Y,N,API-U,2025-10-26,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
5053623607682,55.233.455.4-967.719,PT FIRGANTORO TBK,PT,UD,Belum Berbadan Hukum,Dibekukan,Gang Otto Iskandardinata No.. 2,SUKABUMI,31,,N,N,,2024-05-27,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1572489566546,36.219.611.8-930.578,PERUM HANDAYANI,PERUM,UD,Berbadan Hukum,Aktif,Gang Moch. Ramdan No.. 6,PALOPO,51,,N,N,,2023-01-10,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
6605226124713,02.338.164.0-404.274,CV KUSMAWATI (PERSERO) TBK,CV,UD,Berbadan Hukum,Dibekukan,Jl.. Cihampelas No.. 50,BALIKPAPAN,31,,Y,N,API-U,2023-01-29,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5489102114091,40.320.812.8-105.410,PT HARYANTO,PT,CV,Belum Berbadan Hukum,Aktif,Jalan R.E Martadinata No.. 2,SUKABUMI,36,,Y,N,API-U,2025-11-25,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
3277036193288,82.747.504.5-902.140,PT MARYATI NATSIR TBK,PT,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. W.R. Supratman No.. 02,BLITAR,12,,N,Y,,2025-04-11,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9797525421719,15.425.538.4-728.619,PD HUTASOIT ZULKARNAIN TBK,PD,UD,Berbadan Hukum,Dibekukan,Gang Stasiun Wonokromo No.. 66,,31,,N,N,,2024-03-22,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
9459053754990,35.619.647.5-721.122,CV PERTIWI NATSIR,CV,PT,Berbadan Hukum,Aktif,Jalan Wonoayu No.. 1,MOJOKERTO,35,,Y,Y,API-P,2025-12-30,DICABUT,False,False,True,False,True,2026-06-11 14:21:15
2690594713739,16.890.385.6-435.991,PD HANDAYANI TBK,,UD,Berbadan Hukum,Dibekukan,Jalan Raya Setiabudhi No.. 8,BANJARMASIN,51,54720,N,Y,,2025-08-25,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
4731254970751,37.578.642.7-429.507,PERUM MANSUR,PERUM,CV,Belum Berbadan Hukum,Tidak Aktif,Gang Raya Ujungberung No.. 967,PAREPARE,12,,Y,N,API-U,2023-07-15,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3198504788255,49.703.430.1-189.900,PD PRADIPTA,PD,PT,Berbadan Hukum,Dibekukan,Jl.. Ciwastra No.. 97,,35,,Y,N,API-P,2023-09-29,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0647088704491,82.416.680.0-493.718,CV ASTUTI,CV,Perum,Belum Berbadan Hukum,Dibekukan,Jl.. Monginsidi No.. 235,DENPASAR,35,94120,Y,N,API-U,2024-06-09,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
2050009436596,95.001.833.7-345.285,UD YOLANDA TBK,,Firma,Berbadan Hukum,Aktif,Jl.. Asia Afrika No.. 540,BIMA,61,,N,Y,,2024-03-10,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,75.256.197.4-454.137,CV SITOMPUL TBK,CV,UD,Berbadan Hukum,Aktif,Gang Raya Setiabudhi No.. 98,PADANGPANJANG,51,,N,Y,,2024-11-06,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5961708854818,65.141.442.4-618.819,CV MELANI SUSANTI TBK,CV,PT,Berbadan Hukum,Tidak Aktif,Jalan Cikutra Barat No.. 3,KOTAMOBAGU,91,61430,Y,N,API-P,2025-09-17,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
3034584094308,73.953.303.3-655.766,PERUM MARDHIYAH UTAMA,PERUM,Perum,Belum Berbadan Hukum,Tidak Aktif,Jalan Kutisari Selatan No.. 9,PADANGPANJANG,16,,N,Y,,2024-11-12,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9961306957071,28.019.763.8-029.900,PT RAJATA,,UD,Belum Berbadan Hukum,Aktif,Gg. Dipenogoro No.. 1,,33,,N,N,,2023-10-01,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0695351717118,65.130.146.1-957.253,PERUM NURAINI HASTUTI TBK,PERUM,CV,Berbadan Hukum,Tidak Aktif,Jl.. Ir. H. Djuanda No.. 7,SOLOK,35,,N,Y,,2024-02-23,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8000195940874,79.363.031.3-208.260,PERUM OKTAVIANI,PERUM,PT,Belum Berbadan Hukum,Tidak Aktif,Gg. K.H. Wahid Hasyim No.. 7,KEDIRI,16,,N,N,,2024-02-17,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4022695620948,36.721.656.6-081.787,UD ISWAHYUDI,,UD,Berbadan Hukum,Aktif,Jl.. Suryakencana No.. 6,SUBULUSSALAM,33,,Y,N,API-U,2024-01-31,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
