NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,FLAG_MITA,FLAG_AEO,NAMA_PERSEROAN_CLEAN,NPWP_CLEAN
8197374189721.0,54.064.176.9-274.381,PT Tamba,PT Tamba,CV,Berbadan Hukum,Aktif,Jl. PHH. Mustofa No. 39,Tomohon,2551,334,N,N,API-U,2026-02-08,AKTIF,N,Y,PT TAMBA,54.064.176.9-274.381
9953766014448.0,56.451.017.3-973.964,CV Saptono Natsir,CV Saptono,Koperasi,Berbadan Hukum,Aktif,Jl. Kiaracondong No. 241,Sawahlunto,2803,26153,Y,Y,API-U,2025-08-12,AKTIF,Y,Y,CV SAPTONO NATSIR,56.451.017.3-973.964
7899698609191.0,91.135.996.6-057.798,PD Permadi Tbk,PD Permadi,PT,Berbadan Hukum,Aktif,Gg. Cikutra Timur No. 223,Subulussalam,1710,86559,Y,N,API-P,2026-05-24,AKTIF,Y,Y,PD PERMADI TBK,91.135.996.6-057.798
6603920514607.0,45.553.470.5-742.388,CV Gunawan Susanti (Persero) Tbk,CV Gunawan,Koperasi,Berbadan Hukum,Aktif,Gg. Pacuan Kuda No. 428,Sungai Penuh,6373,31791,Y,Y,API-U,2026-04-20,AKTIF,N,N,CV GUNAWAN SUSANTI PERSERO TBK,45.553.470.5-742.388
6527155983541.0,16.597.263.4-755.752,Perum Wibisono Yuliarti,Perum Wibi,PT,Berbadan Hukum,Aktif,Gang Jend. Sudirman No. 58,Kota Administrasi Jakarta Barat,3861,77496,Y,Y,API-U,2026-04-04,AKTIF,Y,N,PERUM WIBISONO YULIARTI,16.597.263.4-755.752
5013948848826.0,91.311.964.2-585.626,CV Prasetya,CV Prasety,CV,Berbadan Hukum,Aktif,Jalan Suniaraja No. 466,Solok,2797,54812,Y,Y,API-P,2025-07-28,AKTIF,N,Y,CV PRASETYA,91.311.964.2-585.626
4991537038240.0,73.333.732.0-430.977,UD Handayani,UD Handaya,PT,Berbadan Hukum,Aktif,Jl. Rawamangun No. 9,Sibolga,7891,67766,N,Y,API-U,2025-11-28,AKTIF,N,N,UD HANDAYANI,73.333.732.0-430.977
8893628969645.0,46.553.585.1-253.892,PD Simanjuntak Tbk,PD Simanju,CV,Berbadan Hukum,Aktif,Jl. Cempaka No. 415,Binjai,2683,48881,Y,N,API-P,2025-12-04,AKTIF,Y,Y,PD SIMANJUNTAK TBK,46.553.585.1-253.892
,07.977.961.2-087.805,CV Januar (Persero) Tbk,CV Januar ,PT,Berbadan Hukum,Aktif,Jalan R.E Martadinata No. 535,Manado,8909,44392,N,Y,API-U,2026-01-25,AKTIF,Y,Y,CV JANUAR PERSERO TBK,07.977.961.2-087.805
2151494097626.0,37.484.539.8-628.950,PT Salahudin Tbk,PT Salahud,CV,Berbadan Hukum,Aktif,Gang Indragiri No. 0,Sawahlunto,1967,82633,Y,Y,API-P,2026-05-06,AKTIF,Y,N,PT SALAHUDIN TBK,37.484.539.8-628.950
5911918623392.0,20.715.116.9-666.725,PD Pradipta Maryati,PD Pradipt,PT,Berbadan Hukum,Aktif,Gang Ciwastra No. 36,Probolinggo,4098,37780,N,N,API-U,2026-03-05,AKTIF,N,N,PD PRADIPTA MARYATI,20.715.116.9-666.725
1452647124633.0,51.571.840.9-080.512,CV PERMATA (PERSERO) TBK,CV PERMATA,Koperasi,Berbadan Hukum,Aktif,Gg. Kapten Muslihat No. 53,Malang,1128,66845,Y,Y,API-P,2026-02-20,AKTIF,N,Y,CV PERMATA PERSERO TBK,51.571.840.9-080.512
8005640995123.0,97.283.512.9-592.728,Perum Firmansyah,Perum Firm,PT,Berbadan Hukum,Aktif,Gg. Ahmad Yani No. 9,Cirebon,3538,63618,Y,Y,API-U,2026-03-21,AKTIF,Y,N,PERUM FIRMANSYAH,97.283.512.9-592.728
7090814415298.0,21.739.295.7-867.181,CV Kusmawati Kurniawan Tbk,CV Kusmawa,Koperasi,Berbadan Hukum,Aktif,Jalan Jend. A. Yani No. 820,Tasikmalaya,6643,2316,Y,N,API-P,2026-04-24,AKTIF,Y,N,CV KUSMAWATI KURNIAWAN TBK,21.739.295.7-867.181
3523736050791.0,81.589.988.6-834.527,CV Pradipta Tbk,CV Pradipt,PT,Berbadan Hukum,Aktif,Jalan Soekarno Hatta No. 0,Tanjungpinang,4344,56621,N,Y,API-U,2025-11-07,AKTIF,N,N,CV PRADIPTA TBK,81.589.988.6-834.527
4666617071587.0,96.474.080.3-149.982,Perum Andriani Kuswandari,Perum Andr,Koperasi,Berbadan Hukum,Aktif,Jalan Gegerkalong Hilir No. 467,Medan,6238,99493,N,Y,API-U,2026-03-06,AKTIF,Y,N,PERUM ANDRIANI KUSWANDARI,96.474.080.3-149.982
800463580688.0,28.503.172.3-513.739,UD Pangestu Ardianto (Persero) Tbk,UD Pangest,Koperasi,Berbadan Hukum,Aktif,Gg. Rungkut Industri No. 859,Prabumulih,1355,77901,Y,Y,API-P,2025-11-05,AKTIF,Y,N,UD PANGESTU ARDIANTO PERSERO TBK,28.503.172.3-513.739
631403526356.0,02.293.946.9-434.606,PD Situmorang Tbk,PD Situmor,CV,Berbadan Hukum,Aktif,Gg. Pacuan Kuda No. 967,Singkawang,7877,29160,Y,N,API-U,2026-05-12,AKTIF,N,N,PD SITUMORANG TBK,02.293.946.9-434.606
6437490607231.0,11.271.285.2-464.844,CV Saefullah Utami,CV Saefull,Koperasi,Berbadan Hukum,Aktif,Jl. Yos Sudarso No. 81,Samarinda,5384,11856,N,N,API-P,2026-04-27,AKTIF,Y,N,CV SAEFULLAH UTAMI,11.271.285.2-464.844
1163187328077.0,11.306.211.3-695.727,CV Ramadan Pranowo (Persero) Tbk,CV Ramadan,Koperasi,Berbadan Hukum,Aktif,Jl. KH Amin Jasuta No. 7,Bogor,1772,56360,N,Y,API-U,2025-10-12,AKTIF,Y,Y,CV RAMADAN PRANOWO PERSERO TBK,11.306.211.3-695.727
8335090254257.0,30.662.481.3-235.707,UD Latupono,UD Latupon,CV,Berbadan Hukum,Aktif,Gang Rajiman No. 11,Gorontalo,2236,72742,Y,N,API-P,2025-10-06,AKTIF,N,N,UD LATUPONO,30.662.481.3-235.707
3984822850116.0,88.092.550.2-130.609,PT Sudiati Januar,PT Sudiati,CV,Berbadan Hukum,Aktif,Jalan Jayawijaya No. 6,Makassar,2057,10427,N,N,API-U,2025-10-13,AKTIF,Y,Y,PT SUDIATI JANUAR,88.092.550.2-130.609
6913098107964.0,96.737.945.7-727.853,CV Pratama (Persero) Tbk,CV Pratama,Koperasi,Berbadan Hukum,Aktif,Jalan KH Amin Jasuta No. 1,Sibolga,3465,47090,Y,N,API-P,2025-09-22,AKTIF,Y,N,CV PRATAMA PERSERO TBK,96.737.945.7-727.853
4264250642076.0,83.625.366.6-777.675,PD Pangestu,PD Pangest,PT,Berbadan Hukum,Aktif,Jalan Kiaracondong No. 060,Sorong,6634,53131,Y,Y,API-P,2026-02-11,AKTIF,N,N,PD PANGESTU,83.625.366.6-777.675
5628333393957.0,86.543.627.1-874.960,CV Gunawan Agustina,CV Gunawan,CV,Berbadan Hukum,Aktif,Gang Stasiun Wonokromo No. 3,Tual,4367,86613,Y,N,API-P,2025-11-28,AKTIF,Y,N,CV GUNAWAN AGUSTINA,86.543.627.1-874.960
3582686270369.0,24.926.932.6-573.275,PT Tamba Sinaga,PT Tamba S,CV,Berbadan Hukum,Aktif,Gg. Suryakencana No. 06,Bogor,9793,73149,Y,N,API-U,2026-01-19,AKTIF,Y,Y,PT TAMBA SINAGA,24.926.932.6-573.275
111000515532.0,34.159.597.7-524.418,PT Hidayat (Persero) Tbk,PT Hidayat,Koperasi,Berbadan Hukum,Aktif,Gang Dr. Djunjunan No. 8,Palembang,3718,41956,N,N,API-U,2025-09-21,AKTIF,Y,Y,PT HIDAYAT PERSERO TBK,34.159.597.7-524.418
2261896288743.0,12.710.267.6-720.957,UD Natsir Usada,UD Natsir ,PT,Berbadan Hukum,Aktif,Jalan Rumah Sakit No. 997,Bontang,4079,83890,Y,Y,API-P,2026-04-02,AKTIF,Y,Y,UD NATSIR USADA,12.710.267.6-720.957
7079551512294.0,62.135.415.9-709.962,PT Susanti Maheswara,PT Susanti,Koperasi,Berbadan Hukum,Aktif,Gg. Pacuan Kuda No. 1,Pagaralam,7083,25743,N,N,API-U,2026-01-24,AKTIF,Y,Y,PT SUSANTI MAHESWARA,62.135.415.9-709.962
4384807520344.0,76.504.715.8-029.090,PD Putra Yuniar,PD Putra Y,CV,Berbadan Hukum,Aktif,Gg. Rumah Sakit No. 450,Batam,6059,40355,N,Y,API-P,2026-04-01,AKTIF,Y,Y,PD PUTRA YUNIAR,76.504.715.8-029.090
6376604655866.0,52.548.374.4-171.581,CV Namaga Habibi,CV Namaga ,PT,Berbadan Hukum,Aktif,Gg. M.T Haryono No. 27,Samarinda,1476,17130,Y,Y,API-U,2026-02-04,AKTIF,N,Y,CV NAMAGA HABIBI,52.548.374.4-171.581
2131251293110.0,05.912.975.1-910.231,CV MAHENDRA ISWAHYUDI,CV MAHENDR,CV,Berbadan Hukum,Aktif,Jl. S. Parman No. 674,Pasuruan,4140,33629,N,N,API-U,2025-06-17,AKTIF,Y,Y,CV MAHENDRA ISWAHYUDI,05.912.975.1-910.231
1106330165837.0,37.927.490.7-280.123,UD Suwarno Permata,UD Suwarno,Koperasi,Berbadan Hukum,Aktif,Gg. Ronggowarsito No. 566,Purwokerto,5413,77689,Y,Y,API-P,2026-04-08,AKTIF,N,N,UD SUWARNO PERMATA,37.927.490.7-280.123
2893113253269.0,49.684.364.5-380.442,CV Laksmiwati Damanik Tbk,CV Laksmiw,PT,Berbadan Hukum,Aktif,Gg. Kutisari Selatan No. 2,Lhokseumawe,2159,46747,Y,Y,API-U,2026-03-02,AKTIF,N,Y,CV LAKSMIWATI DAMANIK TBK,49.684.364.5-380.442
175096170159.0,59.194.575.7-574.758,PD PURWANTI TBK,PD PURWANT,PT,Berbadan Hukum,Aktif,Jalan Waringin No. 230,Kota Administrasi Jakarta Pusat,4217,85766,N,Y,API-U,2026-01-12,AKTIF,N,N,PD PURWANTI TBK,59.194.575.7-574.758
3920567756777.0,22.660.256.2-650.622,UD Winarno Lestari Tbk,UD Winarno,CV,Berbadan Hukum,Aktif,Jalan Gedebage Selatan No. 92,Tangerang Selatan,4113,64587,N,Y,API-U,2026-02-03,AKTIF,Y,N,UD WINARNO LESTARI TBK,22.660.256.2-650.622
3106724530762.0,48.433.797.6-627.051,PT Yulianti Tbk,PT Yuliant,PT,Berbadan Hukum,Aktif,Jl. Ronggowarsito No. 502,Padang,2196,97243,Y,Y,API-U,2025-09-24,AKTIF,N,Y,PT YULIANTI TBK,48.433.797.6-627.051
5794238736704.0,25.496.919.2-845.525,PT Latupono Iswahyudi,PT Latupon,CV,Berbadan Hukum,Aktif,Jalan M.T Haryono No. 626,Pekanbaru,8858,48869,Y,Y,API-P,2025-08-23,AKTIF,N,Y,PT LATUPONO ISWAHYUDI,25.496.919.2-845.525
1075633535748.0,59.532.593.9-933.797,PD Irawan (Persero) Tbk,PD Irawan ,PT,Berbadan Hukum,Aktif,Gg. Laswi No. 6,Binjai,1417,2701,Y,Y,API-P,2025-11-15,AKTIF,N,Y,PD IRAWAN PERSERO TBK,59.532.593.9-933.797
5816295187794.0,17.634.250.7-330.559,PD Novitasari,PD Novitas,PT,Berbadan Hukum,Aktif,Gang Jend. A. Yani No. 522,Kota Administrasi Jakarta Barat,9006,72817,Y,Y,API-U,2025-09-29,AKTIF,N,N,PD NOVITASARI,17.634.250.7-330.559
8245759833991.0,40.388.436.6-044.324,CV Pangestu Halim,CV Pangest,Koperasi,Berbadan Hukum,Aktif,Gg. Tubagus Ismail No. 91,Pematangsiantar,1514,14161,N,Y,API-U,2026-02-08,AKTIF,N,Y,CV PANGESTU HALIM,40.388.436.6-044.324
615727682975.0,14.743.974.2-925.010,PT Siregar (Persero) Tbk,PT Siregar,PT,Berbadan Hukum,Aktif,Gang Tebet Barat Dalam No. 004,Gorontalo,6449,90138,N,N,API-P,2025-11-10,AKTIF,Y,Y,PT SIREGAR PERSERO TBK,14.743.974.2-925.010
8752568065625.0,90.459.908.0-271.122,PD Suartini,PD Suartin,PT,Berbadan Hukum,Aktif,Gang Sadang Serang No. 6,Metro,2775,55535,N,N,API-P,2025-09-30,AKTIF,N,N,PD SUARTINI,90.459.908.0-271.122
8231555165176.0,80.866.281.3-721.433,PD Suryatmi Hakim Tbk,PD Suryatm,PT,Berbadan Hukum,Aktif,Jl. Erlangga No. 6,Kota Administrasi Jakarta Selatan,2025,9184,Y,N,API-P,2025-09-29,AKTIF,Y,Y,PD SURYATMI HAKIM TBK,80.866.281.3-721.433
8003700332285.0,56.608.470.6-810.390,UD Hartati Safitri,UD Hartati,PT,Berbadan Hukum,Aktif,Jalan Abdul Muis No. 5,Balikpapan,4521,50573,Y,N,API-U,2026-04-12,AKTIF,Y,N,UD HARTATI SAFITRI,56.608.470.6-810.390
3970519582632.0,80.944.858.6-239.453,PD Suryatmi Hutapea Tbk,PD Suryatm,CV,Berbadan Hukum,Aktif,Jalan Sukajadi No. 93,Surabaya,6458,89802,N,Y,API-P,2026-02-12,AKTIF,N,N,PD SURYATMI HUTAPEA TBK,80.944.858.6-239.453
4614707986321.0,06.133.943.9-457.039,PT Sihombing Wulandari Tbk,PT Sihombi,Koperasi,Berbadan Hukum,Aktif,Jalan Ronggowarsito No. 8,Balikpapan,5234,33211,Y,N,API-U,2025-10-13,AKTIF,N,Y,PT SIHOMBING WULANDARI TBK,06.133.943.9-457.039
3804032537657.0,69.277.894.3-191.009,PT Marpaung Simbolon Tbk,PT Marpaun,PT,Berbadan Hukum,Aktif,Gg. Otto Iskandardinata No. 12,Bitung,1919,15399,N,N,API-P,2026-04-29,AKTIF,Y,Y,PT MARPAUNG SIMBOLON TBK,69.277.894.3-191.009
404769210533.0,65.146.040.1-424.731,UD Waluyo,UD Waluyo,CV,Berbadan Hukum,Aktif,Jalan Merdeka No. 14,Cilegon,1597,11593,N,N,API-P,2025-11-10,AKTIF,Y,Y,UD WALUYO,65.146.040.1-424.731
7201137984409.0,71.231.660.0-767.620,Perum Uwais,Perum Uwai,CV,Berbadan Hukum,Aktif,Gang Joyoboyo No. 0,Palu,1821,9836,Y,N,API-U,2025-06-24,AKTIF,Y,N,PERUM UWAIS,71.231.660.0-767.620
1447340433700.0,96.873.045.1-957.782,UD Utama Wastuti (Persero) Tbk,UD Utama W,Koperasi,Berbadan Hukum,Aktif,Gg. Antapani Lama No. 7,Padang,7215,24377,Y,Y,API-U,2025-09-29,AKTIF,N,Y,UD UTAMA WASTUTI PERSERO TBK,96.873.045.1-957.782
5882556296575.0,42.786.561.9-425.577,Perum Suryono Maulana,Perum Sury,PT,Berbadan Hukum,Aktif,Gang S. Parman No. 1,Banda Aceh,3791,97374,N,Y,API-P,2026-05-01,AKTIF,N,N,PERUM SURYONO MAULANA,42.786.561.9-425.577
,61.880.819.0-482.357,PT Sitorus Mangunsong (Persero) Tbk,PT Sitorus,Koperasi,Berbadan Hukum,Aktif,Jl. Rajiman No. 6,Kota Administrasi Jakarta Timur,3015,20865,N,Y,API-P,2026-01-02,AKTIF,Y,N,PT SITORUS MANGUNSONG PERSERO TBK,61.880.819.0-482.357
5586863956137.0,23.081.721.4-364.381,PD Tampubolon Wijaya Tbk,PD Tampubo,PT,Berbadan Hukum,Aktif,Gang Kebonjati No. 8,Manado,4229,12590,N,N,API-P,2025-12-27,AKTIF,N,Y,PD TAMPUBOLON WIJAYA TBK,23.081.721.4-364.381
4132114716.0,56.094.565.3-469.979,PD Yolanda (Persero) Tbk,PD Yolanda,PT,Berbadan Hukum,Aktif,Gang PHH. Mustofa No. 333,Yogyakarta,1786,59126,N,N,API-P,2025-09-02,AKTIF,N,Y,PD YOLANDA PERSERO TBK,56.094.565.3-469.979
7075504768169.0,95.706.071.7-481.131,CV Hakim Kuswoyo Tbk,CV Hakim K,PT,Berbadan Hukum,Aktif,Jl. Gedebage Selatan No. 5,Sabang,8549,26301,Y,Y,API-U,2026-05-15,AKTIF,N,Y,CV HAKIM KUSWOYO TBK,95.706.071.7-481.131
6539705487396.0,10.290.871.8-274.968,PD LESTARI SIHOMBING,PD LESTARI,CV,Berbadan Hukum,Aktif,Jalan Rawamangun No. 6,Surakarta,1898,75011,Y,N,API-P,2026-04-17,AKTIF,Y,Y,PD LESTARI SIHOMBING,10.290.871.8-274.968
4918727420495.0,61.213.773.0-626.042,PT Lestari,PT Lestari,PT,Berbadan Hukum,Aktif,Gg. Pelajar Pejuang No. 1,Magelang,4760,67649,N,N,API-P,2025-12-13,AKTIF,Y,N,PT LESTARI,61.213.773.0-626.042
5973711222990.0,77.560.858.1-670.468,PT Simbolon Haryanto,PT Simbolo,Koperasi,Berbadan Hukum,Aktif,Jalan Suniaraja No. 8,Surakarta,8018,18981,N,N,API-P,2026-04-21,AKTIF,N,Y,PT SIMBOLON HARYANTO,77.560.858.1-670.468
1114576832102.0,19.237.858.4-712.961,PT Najmudin Rahimah,PT Najmudi,CV,Berbadan Hukum,Aktif,Gg. Raya Setiabudhi No. 029,Solok,1751,21840,Y,N,API-U,2026-01-26,AKTIF,N,N,PT NAJMUDIN RAHIMAH,19.237.858.4-712.961
3324260508018.0,49.804.253.7-337.773,PT Mayasari,PT Mayasar,PT,Berbadan Hukum,Aktif,Jalan W.R. Supratman No. 0,Kota Administrasi Jakarta Selatan,2722,40848,N,N,API-P,2026-04-28,AKTIF,Y,Y,PT MAYASARI,49.804.253.7-337.773
2688122821781.0,92.365.346.0-605.603,CV Permata Lestari Tbk,CV Permata,Koperasi,Berbadan Hukum,Aktif,Jl. Kapten Muslihat No. 303,Purwokerto,7222,43298,N,N,API-U,2025-10-22,AKTIF,Y,Y,CV PERMATA LESTARI TBK,92.365.346.0-605.603
6793279862398.0,47.169.061.8-120.546,Perum Tamba Setiawan,Perum Tamb,PT,Berbadan Hukum,Aktif,Jalan M.H Thamrin No. 46,Kendari,5701,67146,N,N,API-U,2025-06-14,AKTIF,Y,N,PERUM TAMBA SETIAWAN,47.169.061.8-120.546
7548954787698.0,99.927.517.5-889.144,Perum Putra Hidayanto,Perum Putr,CV,Berbadan Hukum,Aktif,Gg. Ahmad Yani No. 8,Palopo,5544,62566,N,N,API-P,2026-04-11,AKTIF,Y,Y,PERUM PUTRA HIDAYANTO,99.927.517.5-889.144
4983553935435.0,86.449.639.2-435.885,PERUM PRAYOGA,PERUM PRAY,PT,Berbadan Hukum,Aktif,Jalan Jayawijaya No. 861,Balikpapan,4449,15542,Y,N,API-P,2025-06-27,AKTIF,Y,N,PERUM PRAYOGA,86.449.639.2-435.885
7982143395275.0,36.749.785.2-491.416,UD Anggriawan Januar,UD Anggria,CV,Berbadan Hukum,Aktif,Gg. Dr. Djunjunan No. 284,Jambi,7540,18594,N,Y,API-P,2025-06-26,AKTIF,Y,Y,UD ANGGRIAWAN JANUAR,36.749.785.2-491.416
134778948963.0,40.679.176.6-512.215,Perum Januar (Persero) Tbk,Perum Janu,PT,Berbadan Hukum,Aktif,Gang K.H. Wahid Hasyim No. 88,Tebingtinggi,1992,79240,Y,N,API-P,2025-11-07,AKTIF,Y,Y,PERUM JANUAR PERSERO TBK,40.679.176.6-512.215
141884216309.0,00.159.446.3-339.994,CV Megantara Waluyo,CV Meganta,CV,Berbadan Hukum,Aktif,Gg. Pacuan Kuda No. 9,Bima,6892,72757,N,N,API-U,2026-01-24,AKTIF,Y,Y,CV MEGANTARA WALUYO,00.159.446.3-339.994
3208953263890.0,21.994.711.3-633.792,UD Aryani (Persero) Tbk,UD Aryani ,CV,Berbadan Hukum,Aktif,Gg. Tubagus Ismail No. 11,Sukabumi,3943,31290,Y,Y,API-U,2025-08-26,AKTIF,N,Y,UD ARYANI PERSERO TBK,21.994.711.3-633.792
3410346996733.0,11.677.269.6-084.376,UD Puspasari,UD Puspasa,PT,Berbadan Hukum,Aktif,Gg. Tebet Barat Dalam No. 2,Manado,9684,78816,Y,N,API-P,2025-11-06,AKTIF,N,N,UD PUSPASARI,11.677.269.6-084.376
,96.263.355.6-434.369,Perum Nainggolan,Perum Nain,Koperasi,Berbadan Hukum,Aktif,Gang Pacuan Kuda No. 8,Bengkulu,8795,97283,N,Y,API-P,2026-01-11,AKTIF,Y,N,PERUM NAINGGOLAN,96.263.355.6-434.369
931706955607.0,67.616.453.4-547.223,PT Utama Mansur,PT Utama M,PT,Berbadan Hukum,Aktif,Gg. Yos Sudarso No. 25,Yogyakarta,9573,53814,Y,Y,API-U,2026-01-14,AKTIF,N,N,PT UTAMA MANSUR,67.616.453.4-547.223
9830650312198.0,04.184.724.2-642.364,PD SIHOMBING TBK,PD SIHOMBI,Koperasi,Berbadan Hukum,Aktif,Gg. Lembong No. 80,Palembang,3830,97050,Y,Y,API-U,2026-01-05,AKTIF,N,Y,PD SIHOMBING TBK,04.184.724.2-642.364
8131909248762.0,30.391.114.2-817.852,UD Salahudin Thamrin (Persero) Tbk,UD Salahud,CV,Berbadan Hukum,Aktif,Jalan Surapati No. 01,Palangkaraya,3602,73188,Y,Y,API-U,2025-11-30,AKTIF,N,Y,UD SALAHUDIN THAMRIN PERSERO TBK,30.391.114.2-817.852
8230524808806.0,22.072.239.5-947.372,PD Maheswara Laksita,PD Maheswa,CV,Berbadan Hukum,Aktif,Gg. Merdeka No. 65,Pekalongan,2900,56284,N,Y,API-P,2026-03-31,AKTIF,N,Y,PD MAHESWARA LAKSITA,22.072.239.5-947.372
3290162047876.0,88.687.859.9-648.628,PD Wahyuni,PD Wahyuni,PT,Berbadan Hukum,Aktif,Jl. Setiabudhi No. 6,Tebingtinggi,9287,53134,N,Y,API-P,2026-05-29,AKTIF,N,Y,PD WAHYUNI,88.687.859.9-648.628
2031954196664.0,50.573.036.2-792.463,CV Widodo,CV Widodo,Koperasi,Berbadan Hukum,Aktif,Jalan Jamika No. 3,Sungai Penuh,3431,41678,N,N,API-P,2025-07-24,AKTIF,Y,N,CV WIDODO,50.573.036.2-792.463
374767753726.0,03.214.505.7-661.945,CV SIMBOLON WACANA TBK,CV SIMBOLO,CV,Berbadan Hukum,Aktif,Jl. Asia Afrika No. 258,Cilegon,9497,30569,N,N,API-U,2025-11-16,AKTIF,N,N,CV SIMBOLON WACANA TBK,03.214.505.7-661.945
8707155348201.0,28.400.838.5-076.597,PD Kuswandari,PD Kuswand,Koperasi,Berbadan Hukum,Aktif,Gang Ciwastra No. 39,Bandar Lampung,6784,82341,Y,N,API-U,2025-07-22,AKTIF,Y,N,PD KUSWANDARI,28.400.838.5-076.597
9545089177680.0,89.812.657.4-223.196,CV Widiastuti Tbk,CV Widiast,Koperasi,Berbadan Hukum,Aktif,Jalan S. Parman No. 2,Pagaralam,5618,92312,N,Y,API-U,2025-10-31,AKTIF,Y,Y,CV WIDIASTUTI TBK,89.812.657.4-223.196
6300402369362.0,68.943.012.0-471.372,PT Saefullah Nababan (Persero) Tbk,PT Saefull,Koperasi,Berbadan Hukum,Aktif,Jl. Dipatiukur No. 668,Banjarbaru,9185,33567,Y,N,API-U,2025-09-06,AKTIF,Y,N,PT SAEFULLAH NABABAN PERSERO TBK,68.943.012.0-471.372
1175957498855.0,82.984.933.0-674.584,Perum Aryani,Perum Arya,Koperasi,Berbadan Hukum,Aktif,Jalan Pasteur No. 45,Kupang,9273,35020,Y,N,API-U,2025-10-04,AKTIF,N,N,PERUM ARYANI,82.984.933.0-674.584
,18.856.669.5-413.297,PT Wijayanti,PT Wijayan,Koperasi,Berbadan Hukum,Aktif,Gg. Waringin No. 91,Blitar,2186,24755,Y,N,API-U,2026-01-28,AKTIF,N,N,PT WIJAYANTI,18.856.669.5-413.297
5066626705514.0,37.769.366.3-439.252,PT Kuswoyo (Persero) Tbk,PT Kuswoyo,PT,Berbadan Hukum,Aktif,Gang Siliwangi No. 9,Mojokerto,6459,34396,N,Y,API-P,2025-12-13,AKTIF,N,N,PT KUSWOYO PERSERO TBK,37.769.366.3-439.252
9611110286712.0,00.720.245.5-910.245,PT Mustofa,PT Mustofa,CV,Berbadan Hukum,Aktif,Jl. Kebonjati No. 7,Surakarta,2737,18954,N,N,API-U,2025-10-20,AKTIF,Y,N,PT MUSTOFA,00.720.245.5-910.245
910903267149.0,49.819.421.7-942.817,CV Nasyidah Mangunsong (Persero) Tbk,CV Nasyida,PT,Berbadan Hukum,Aktif,Gg. M.H Thamrin No. 4,Sabang,4766,57161,N,Y,API-P,2026-05-25,AKTIF,Y,N,CV NASYIDAH MANGUNSONG PERSERO TBK,49.819.421.7-942.817
4065277584466.0,34.533.722.0-109.121,PD Novitasari Mardhiyah (Persero) Tbk,PD Novitas,Koperasi,Berbadan Hukum,Aktif,Jalan PHH. Mustofa No. 903,Medan,8455,78812,N,N,API-P,2025-08-12,AKTIF,Y,N,PD NOVITASARI MARDHIYAH PERSERO TBK,34.533.722.0-109.121
2214559376618.0,94.370.526.3-510.046,Perum Winarno Purwanti Tbk,Perum Wina,Koperasi,Berbadan Hukum,Aktif,Jalan K.H. Wahid Hasyim No. 293,Bandung,4156,87884,N,N,API-P,2025-11-02,AKTIF,Y,Y,PERUM WINARNO PURWANTI TBK,94.370.526.3-510.046
7765725659202.0,46.175.202.3-897.432,CV SIHOMBING TBK,CV SIHOMBI,CV,Berbadan Hukum,Aktif,Jl. Cihampelas No. 3,Blitar,7946,2424,Y,N,API-U,2025-07-24,AKTIF,N,N,CV SIHOMBING TBK,46.175.202.3-897.432
55955017833.0,25.848.689.9-936.079,CV Pranowo,CV Pranowo,PT,Berbadan Hukum,Aktif,Gg. Medokan Ayu No. 5,Malang,5854,18426,N,Y,API-U,2026-02-01,AKTIF,N,Y,CV PRANOWO,25.848.689.9-936.079
8704506917679.0,93.593.744.0-394.640,UD Hakim (Persero) Tbk,UD Hakim (,PT,Berbadan Hukum,Aktif,Gg. Jend. Sudirman No. 08,Pariaman,9795,64983,Y,N,API-P,2025-08-01,AKTIF,Y,N,UD HAKIM PERSERO TBK,93.593.744.0-394.640
3037360601488.0,60.849.079.3-884.136,CV Simbolon Santoso (Persero) Tbk,CV Simbolo,PT,Berbadan Hukum,Aktif,Gg. Moch. Ramdan No. 6,Pagaralam,6483,27172,N,Y,API-P,2026-04-03,AKTIF,N,Y,CV SIMBOLON SANTOSO PERSERO TBK,60.849.079.3-884.136
2830615370124.0,24.462.632.5-144.881,CV Nugroho Nainggolan Tbk,CV Nugroho,PT,Berbadan Hukum,Aktif,Jalan Rajawali Timur No. 269,Denpasar,2348,12163,Y,Y,API-P,2026-06-08,AKTIF,Y,Y,CV NUGROHO NAINGGOLAN TBK,24.462.632.5-144.881
2103142175188.0,78.179.415.1-526.384,PD Januar Novitasari (Persero) Tbk,PD Januar ,Koperasi,Berbadan Hukum,Aktif,Gg. Sukajadi No. 100,Bitung,1398,31429,N,Y,API-P,2026-01-31,AKTIF,N,Y,PD JANUAR NOVITASARI PERSERO TBK,78.179.415.1-526.384
9112252883750.0,56.618.632.3-979.137,PT Kurniawan,PT Kurniaw,PT,Berbadan Hukum,Aktif,Jl. HOS. Cokroaminoto No. 97,Magelang,8601,45723,Y,N,API-U,2025-09-08,AKTIF,N,N,PT KURNIAWAN,56.618.632.3-979.137
