ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB
C000256,9796471589042,90.257.252.0-456.504,Perum Ardianto,Jl. Setiabudhi No. 1,Pagaralam,5878,49147,+62 (099) 621-8366,KEDUA-DUANYA,6750146831,4650039455,2024-05-26,AKTIF
C000257,8183219285544,51.895.202.8-457.652,PD Wijayanti Dabukke Tbk,Jl. Suniaraja No. 4,Bitung,2778,45088,(066) 610 2563,EKSPORTIR,6420181902,3201651988,2024-01-11,AKTIF
C000258,3283389888167,11.207.545.2-798.524,PT Gunarto Ardianto,Gg. Laswi No. 5,Bandung,1571,68222,+62 (22) 349 9801,KEDUA-DUANYA,1750751926,7750461622,2025-05-08,AKTIF
C000259,1322342321611,07.603.108.9-071.401,Perum Ramadan Nababan,Jl. M.H Thamrin No. 81,Tebingtinggi,6042,14139,(0683) 675 9017,EKSPORTIR,3965688720,2048710365,2025-04-11,AKTIF
C000260,0119393250124,95.528.938.9-119.083,UD Tamba Mahendra (Persero) Tbk,Jalan Kebonjati No. 77,Singkawang,4238,94929,+62 (052) 446 1440,IMPORTIR,4427197453,1459550800,2024-10-01,AKTIF
C000261,4280138759271,256638361517182,UD Aryani (Persero) Tbk,Jalan Merdeka No. 6,Jambi,9223,52577,+62-0517-465-6426,EKSPORTIR,9547356427,2943610909,2025-03-02,AKTIF
C000262,5480157164794,73.864.631.7-520.716,UD Samosir Laksita (Persero) Tbk,Gg. HOS. Cokroaminoto No. 3,Binjai,8277,11080,0863726319,KEDUA-DUANYA,8146470236,0741706022,2024-09-06,AKTIF
C000263,8112669121535,39.613.674.9-946.579,Perum Prabowo Firgantoro Tbk,Gg. Suniaraja No. 942,Ternate,7726,88165,(095) 592 2776,IMPORTIR,1341762280,9541754016,2025-03-31,AKTIF
C000264,7842711477320,10.170.269.5-249.911,CV Susanti,Gg. Jamika No. 992,Bekasi,9618,50373,+62 (0900) 385-0255,EKSPORTIR,8482817393,3969108296,2023-07-29,AKTIF
C000265,7734778485880,06.167.567.7-002.842,UD Uwais,Jl. M.T Haryono No. 67,Kota Administrasi Jakarta Timur,9152,00518,+62 (0486) 722-8839,IMPORTIR,2064646764,7856250845,2023-06-10,AKTIF
C000266,6246719788977,82.806.479.6-954.500,UD Prastuti (Persero) Tbk,Gang Kutai No. 1,Parepare,1839,63865,+62-0314-546-1574,EKSPORTIR,3999257099,2861028551,2024-09-02,AKTIF
C000267,2559056165565,03.334.911.4-152.085,PD Laksmiwati (Persero) Tbk,Jalan Moch. Ramdan No. 843,Bukittinggi,1712,22591,+62 (114) 978-8795,EKSPORTIR,5203286591,8198052839,2023-11-22,AKTIF
C000268,7698640790569,65.917.135.7-852.945,PD Sitompul Latupono,Gang Laswi No. 2,Bogor,8243,03029,+62-40-954-3776,EKSPORTIR,3067308303,8840167769,2024-05-05,AKTIF
C000269,3718344049639,191954198763514,Usamah Mulyani,Jl. Jend. A. Yani No. 28,Pekanbaru,9368,99041,+62-085-800-1873,KEDUA-DUANYA,1050719709,5744540691,2023-08-15,AKTIF
C000270,4685366498782,08.297.374.8-969.083,PD Sudiati Halimah,Jl. Tubagus Ismail No. 2,Gorontalo,7068,98425,+62 (051) 143 6786,EKSPORTIR,7384315567,6959792962,2023-10-20,AKTIF
C000271,7232466513644,24.936.312.3-034.778,Perum Rahayu Hidayat (Persero) Tbk,Jalan Dr. Djunjunan No. 388,Balikpapan,8245,29127,(0818) 710-9685,IMPORTIR,2437039190,5665141343,2024-05-03,AKTIF
C000272,6032420448207,00.159.416.5-162.319,Perum Mardhiyah,Gg. Kapten Muslihat No. 980,Blitar,9296,86508,+62 (706) 802 6933,IMPORTIR,2987681605,1917024236,2025-05-28,AKTIF
C000273,1898471391559,63.632.123.4-764.907,CV Laksmiwati Wibowo Tbk,Jalan Pasir Koja No. 31,Medan,9840,98643,+62 (0230) 600 2302,IMPORTIR,7380131843,4135716826,2024-07-04,AKTIF
C000274,5158673425754,09.003.486.4-518.376,Permata,Gg. Suryakencana No. 565,Magelang,1228,26944,+62 (052) 241 1420,EKSPORTIR,6207347873,5414556473,2024-04-18,AKTIF
C000275,6441343275604,17.765.612.4-815.698,Perum Utama Suryatmi Tbk,Gg. M.H Thamrin No. 7,Pariaman,6453,58874,+62-015-145-9920,KEDUA-DUANYA,5926637008,8943830148,2023-08-23,AKTIF
C000276,7002720634591,12.382.965.7-724.295,Perum Situmorang Tbk,Jl. Cihampelas No. 2,Pagaralam,5716,38658,+62-0382-222-4005,IMPORTIR,6560880418,9024462882,2023-12-07,AKTIF
C000277,3165266930089,31.734.206.9-694.215,CV Wibisono,Jl. Waringin No. 6,Denpasar,3887,14351,+62 (05) 620-1901,EKSPORTIR,0873631493,1813722938,2023-09-06,AKTIF
C000278,9108677133344,76.263.934.3-626.204,PD Wacana,Jalan KH Amin Jasuta No. 70,Kota Administrasi Jakarta Pusat,5389,84309,0843391332,KEDUA-DUANYA,3083491164,7649273868,2024-03-18,AKTIF
C000279,3973597107256,36.694.118.0-053.759,Perum Narpati Wulandari,Jalan Suryakencana No. 214,Pematangsiantar,1845,56693,(013) 239 4564,KEDUA-DUANYA,7227818155,3925883021,2024-02-23,AKTIF
C000280,0489646528092,42.875.721.5-862.415,PT Iswahyudi,Gang Pelajar Pejuang No. 937,Jambi,1823,90426,+62 (0286) 449-7602,KEDUA-DUANYA,3384178760,2874907264,2023-12-31,AKTIF
C000281,2745644948562,57.287.032.0-320.742,Perum Hidayanto,Jalan Monginsidi No. 89,Pagaralam,8753,76973,+62-420-953-6773,IMPORTIR,3916781288,3793985930,2024-01-10,AKTIF
C000282,6170758777121,51.342.284.9-939.089,PD Zulaika Tbk,Jalan Pasirkoja No. 633,Cirebon,4058,65880,(0356) 152-6655,IMPORTIR,7814695395,3698232072,2024-08-20,AKTIF
C000283,6137150416591,52.017.774.9-050.975,CV Suwarno (Persero) Tbk,Jalan M.H Thamrin No. 755,Kota Administrasi Jakarta Timur,3218,94237,(0625) 380-9664,KEDUA-DUANYA,1562306780,1946701412,2023-08-30,AKTIF
C000284,3045018961642,36.103.266.4-214.764,CV Permadi Saptono,Jl. Pacuan Kuda No. 5,Parepare,3251,11179,+62 (336) 952-4746,EKSPORTIR,1208362487,4856237886,2024-05-12,AKTIF
C000285,5158377674996,16.592.661.0-857.327,Perum Gunarto,Gang Yos Sudarso No. 4,Surakarta,9738,28463,+62-0538-962-9853,IMPORTIR,7760639513,6899065741,2023-10-07,AKTIF
C000286,8147617422438,64.908.108.1-866.179,PT Novitasari Anggraini,Gg. Suniaraja No. 2,Dumai,5251,18750,(079) 241 5712,IMPORTIR,6633756184,5357777859,2024-10-19,AKTIF
C000287,5491801722601,64.597.794.5-232.194,Wibowo,Gang Kendalsari No. 28,Sukabumi,2842,34795,(038) 354-3468,KEDUA-DUANYA,3618837448,9239604244,2024-02-20,AKTIF
C000288,6800610277697,49.956.412.2-031.030,CV Mandasari Tbk,Gang Siliwangi No. 47,Kota Administrasi Jakarta Barat,4528,92931,+62-61-682-4979,EKSPORTIR,7021782959,8816103763,2024-10-18,AKTIF
C000289,7236831472760,122777079334960,CV Puspita Tbk,Jl. Jakarta No. 02,Singkawang,6569,72885,0816153811,KEDUA-DUANYA,0437412698,0865510861,2024-04-10,AKTIF
C000290,0166799840767,89.973.080.6-958.146,UD Ramadan Purwanti (Persero) Tbk,Jl. Cikutra Barat No. 471,Tanjungbalai,8855,54558,(0103) 073 7260,IMPORTIR,7839313294,0275942501,2024-06-10,AKTIF
C000291,1795760243757,38.395.972.4-665.729,UD Damanik Tbk,Jalan Joyoboyo No. 8,Yogyakarta,4494,45587,+62-14-896-7808,EKSPORTIR,5748632810,7056055738,2025-05-06,AKTIF
C000292,4172232971674,33.800.545.2-280.156,PT Wibowo Susanti Tbk,Jl. KH Amin Jasuta No. 69,Meulaboh,2967,11253,+62 (0931) 214 6394,IMPORTIR,0960066161,5317660244,2025-02-07,AKTIF
C000293,9318374550842,89.107.711.9-918.081,UD Yolanda Tbk,Gang Cempaka No. 98,Mojokerto,3836,62202,+62 (54) 292-6456,KEDUA-DUANYA,1814336975,7554606834,2023-11-16,AKTIF
C000294,1352478712552,137603754821456,UD Hutapea Pranowo,Jalan Dipenogoro No. 780,Serang,7008,68114,+62 (072) 994-0369,IMPORTIR,3882499696,6081875880,2023-12-30,AKTIF
C000295,3286326667850,720811556260602,PT Yolanda Wibisono,Jl. Peta No. 22,Surakarta,2047,00557,+62 (026) 649-7196,EKSPORTIR,3487451261,9379022930,2024-05-25,AKTIF
C000296,8466845504892,67.389.975.6-341.085,Perum Saputra Pudjiastuti Tbk,Gg. Medokan Ayu No. 9,Padang Sidempuan,7489,88457,0833539101,IMPORTIR,2134557999,0072566872,2024-04-07,AKTIF
C000297,2884318848520,08.943.468.1-054.851,PT Handayani Samosir,Gang Jakarta No. 00,Cimahi,1882,54780,+62 (901) 639-9490,EKSPORTIR,5783715104,1367776795,2025-01-21,AKTIF
C000298,1749075399893,54.492.683.1-589.357,PD Salahudin Anggriawan Tbk,Jl. M.H Thamrin No. 36,Depok,2705,63266,+62-0344-376-7348,KEDUA-DUANYA,2249673719,6755791209,2025-02-16,AKTIF
C000299,2661106273715,869886497677622,UD Hutapea Anggraini,Gang Suryakencana No. 8,Kotamobagu,9386,63122,+62-098-410-1679,IMPORTIR,8944388269,7694136674,2023-11-25,AKTIF
C000300,2772881377028,51.961.159.4-082.154,PT Uyainah Tbk,Gang Kebonjati No. 02,Batu,7235,80214,+62 (0811) 604 9910,KEDUA-DUANYA,9690878639,1418359094,2023-07-16,AKTIF
C000301,4470229604432,70.185.106.7-949.756,CV Farida (Persero) Tbk,Jl. Antapani Lama No. 35,Sungai Penuh,8886,47570,+62 (02) 886-6168,EKSPORTIR,7427072544,5278610954,2023-07-05,AKTIF
C000302,9228777251996,63.658.074.1-209.481,PT Maulana (Persero) Tbk,Jalan R.E Martadinata No. 23,Solok,2495,60136,+62-034-213-4854,EKSPORTIR,0751939146,0378280356,2024-08-12,AKTIF
C000303,3989098378018,20.433.971.8-956.907,CV Firmansyah Napitupulu Tbk,Gg. Sukajadi No. 4,Bukittinggi,1481,20881,+62-035-316-0791,KEDUA-DUANYA,0858777075,0139939256,2024-06-21,AKTIF
C000304,5626085641118,24.224.124.6-209.520,PD Uyainah Tbk,Jalan Otto Iskandardinata No. 136,Gorontalo,2058,02491,0860157117,EKSPORTIR,4631771862,6678616338,2023-09-08,AKTIF
C000305,4615265461033,99.378.861.4-057.861,CV Anggriawan Gunarto Tbk,Jalan Pacuan Kuda No. 719,Bogor,9032,00528,+62 (094) 024-7028,IMPORTIR,3262498640,9466549770,2024-08-14,AKTIF
C000306,0630489138249,67.183.258.2-386.870,CV Laksita,Gang Cempaka No. 3,Kupang,1116,65240,+62 (012) 874 5271,IMPORTIR,4954121762,0801289348,2025-01-30,AKTIF
C000307,7942007494653,984028914161284,PD Purwanti Sihombing Tbk,Gg. Raya Ujungberung No. 7,Palangkaraya,8177,98218,(0857) 646-3913,KEDUA-DUANYA,9205365045,6869690019,2024-08-13,AKTIF
C000308,3985547435537,950209700268768,PD Sihombing Saptono,Jalan KH Amin Jasuta No. 6,Bandung,2429,09593,(0491) 619-4232,EKSPORTIR,2404157584,2768612779,2023-09-10,AKTIF
C000309,1807156956201,75.370.304.5-319.433,PT Wahyuni Tbk,Jalan Kendalsari No. 56,Kotamobagu,9190,11810,+62-013-153-5069,IMPORTIR,5694201844,5766162950,2024-11-06,AKTIF
C000310,5047930361498,728399921921249,CV Firmansyah Pangestu,Jalan Dipenogoro No. 967,Surabaya,4834,05391,+62 (61) 684-5525,IMPORTIR,8417326523,4655461203,2023-10-24,AKTIF
C000311,8430894870605,66.418.775.8-030.468,CV Yolanda,Gg. KH Amin Jasuta No. 586,Ternate,8454,09480,+62 (0102) 547-1798,EKSPORTIR,7264401989,2891435354,2024-09-15,AKTIF
C000312,5063519036133,25.411.076.0-954.317,UD Hutagalung,Jl. Moch. Ramdan No. 6,Pematangsiantar,5005,38392,085 669 4899,EKSPORTIR,2860781384,7513407491,2023-11-28,AKTIF
C000313,5058319971791,100651207049611,PT Uyainah Permata Tbk,Jalan Jend. A. Yani No. 868,Bandar Lampung,2014,28975,+62 (195) 675-6355,KEDUA-DUANYA,8240554651,2069061195,2025-02-03,AKTIF
C000314,8046619639907,67.699.150.7-859.311,Perum Simbolon Tbk,Gang Rungkut Industri No. 983,Bontang,1301,84577,+62 (71) 726-6256,IMPORTIR,5303158464,3944280540,2024-03-21,AKTIF
C000315,9193928456797,23.200.249.6-854.982,Firmansyah Suryono (Persero) Tbk,Jalan Rajawali Barat No. 350,Kota Administrasi Jakarta Selatan,3515,88899,(007) 001 4413,KEDUA-DUANYA,3195078730,5390034329,2023-06-13,AKTIF
C000316,7495450892038,806533315377959,Firgantoro Haryanti,Jl. Pasirkoja No. 93,Pekanbaru,6599,44196,(024) 087-1006,EKSPORTIR,5556284975,6578339399,2024-04-22,AKTIF
C000317,9465217073033,793375636205015,PT Simbolon Laksmiwati,Jalan Kutisari Selatan No. 4,Tangerang,1591,96105,+62 (0172) 820 7623,KEDUA-DUANYA,5188857878,2809572839,2024-07-03,AKTIF
C000318,8124739500334,23.425.832.3-024.102,PD Agustina (Persero) Tbk,Gg. Cikapayang No. 80,Bitung,7308,89258,+62 (223) 282-2282,IMPORTIR,8986598460,7456256703,2024-01-16,AKTIF
C000319,1534735528961,12.233.865.5-963.099,CV Hardiansyah Wulandari,Jalan Merdeka No. 46,Prabumulih,4198,25179,+62 (0752) 835 9994,KEDUA-DUANYA,8758750980,2075204690,2023-07-04,AKTIF
C000320,8425304289731,79.128.685.7-872.558,Perum Wacana,Gg. S. Parman No. 22,Kota Administrasi Jakarta Timur,9018,83769,+62 (008) 479 1351,IMPORTIR,6484773920,2444073197,2024-12-08,AKTIF
C000321,7749690333736,34.669.254.8-121.478,Perum Susanti Novitasari,Jl. Pasteur No. 59,Kota Administrasi Jakarta Barat,6860,16655,+62 (053) 572-2892,KEDUA-DUANYA,0112036729,1694261666,2025-05-27,AKTIF
C000322,3907895677665,754602734151488,UD Situmorang Riyanti,Jalan Sentot Alibasa No. 7,Palangkaraya,2380,70335,+62 (0157) 809-7830,KEDUA-DUANYA,9352756520,8313001618,2023-09-17,AKTIF
C000323,4311150835354,44.392.840.4-456.690,PT Kusumo Habibi,Gg. Antapani Lama No. 14,Batu,8833,70538,+62-41-945-3419,KEDUA-DUANYA,0074166430,8604283167,2024-02-23,AKTIF
C000324,8263337389877,51.536.637.7-805.292,Palastri Nurdiyanti,Jalan Otto Iskandardinata No. 698,Tual,6106,42043,081 447 8674,EKSPORTIR,4471060606,7377889214,2024-12-30,AKTIF
C000325,0755366684590,902259999663618,Hastuti (Persero) Tbk,Gang Kapten Muslihat No. 5,Purwokerto,7431,04636,+62-021-889-3063,IMPORTIR,9084798011,7056476585,2025-01-17,AKTIF
C000326,3715974121820,97.023.164.3-348.170,UD Laksita,Jl. S. Parman No. 80,Payakumbuh,7139,38457,0803789121,IMPORTIR,3675947910,9999378486,2023-11-29,AKTIF
C000327,8025662128671,632346729949387,CV Budiyanto Situmorang Tbk,Jalan S. Parman No. 04,Kota Administrasi Jakarta Pusat,5612,08432,+62-0699-055-8557,IMPORTIR,4533430498,2070002675,2025-02-08,AKTIF
C000328,3027169385977,79.014.754.6-926.329,PD Wahyuni (Persero) Tbk,Jalan Veteran No. 926,Semarang,8179,95782,+62 (0084) 290-6969,KEDUA-DUANYA,9641638251,1723035821,2024-10-17,AKTIF
C000329,7629160324841,37.681.511.8-567.243,CV Prastuti Namaga,Gg. Ahmad Dahlan No. 629,Tanjungbalai,9391,51881,+62 (0528) 986-0610,IMPORTIR,3080480886,1125804430,2024-04-06,AKTIF
C000330,0701765636004,12.577.711.8-372.742,UD Maulana Dabukke,Gang Rajawali Barat No. 42,Padangpanjang,3894,12209,(0337) 457 0165,EKSPORTIR,7211271681,0981766352,2023-09-29,AKTIF
C000331,0912418621042,75.230.837.0-816.470,Perum Purnawati (Persero) Tbk,Jl. Setiabudhi No. 728,Padangpanjang,1176,52677,+62 (036) 814 9802,IMPORTIR,7110706868,6464147359,2024-03-13,AKTIF
C000332,0633533106005,31.312.206.8-155.839,CV Nababan Prasetyo,Jalan Pasteur No. 33,Subulussalam,4493,12797,+62-84-376-9929,IMPORTIR,7425257768,9977395166,2025-03-30,AKTIF
C000333,8661331552065,06.373.149.5-013.649,PD Prayoga Tbk,Gg. Raya Setiabudhi No. 99,Kupang,9285,81770,+62 (0477) 250 8423,KEDUA-DUANYA,3701409507,1519963230,2025-01-07,AKTIF
C000334,1892419562525,71.509.976.8-389.030,Perum Nasyiah Widodo,Jalan Kebonjati No. 76,Kota Administrasi Jakarta Pusat,3132,47264,+62 (34) 800-4172,EKSPORTIR,9611595338,4162906288,2024-02-04,AKTIF
C000335,4363910257432,63.039.752.4-508.640,Perum Megantara,Jalan S. Parman No. 298,Tebingtinggi,4852,66570,+62 (536) 915 8557,EKSPORTIR,0309805183,4349363568,2024-01-14,AKTIF
C000336,5533803396852,70.171.302.3-212.983,PD Rahayu Pangestu,Gg. Raya Ujungberung No. 2,Meulaboh,4971,11751,+62 (79) 602-4257,EKSPORTIR,9347244167,6218743096,2023-07-27,AKTIF
C000337,8167423362934,49.734.715.6-627.768,Perum Suryatmi Manullang Tbk,Jl. Rumah Sakit No. 2,Tual,8201,22064,+62-329-594-5231,IMPORTIR,2683487092,9516289084,2024-02-15,AKTIF
C000338,2706614982824,67.474.689.7-152.732,PD Suwarno (Persero) Tbk,Jl. Abdul Muis No. 4,Pontianak,4206,77780,(030) 402 9662,IMPORTIR,7733125812,8766340419,2025-05-12,AKTIF
C000339,0085766656749,16.016.923.6-458.750,CV Pratama Rahmawati Tbk,Gang Ciwastra No. 9,Palembang,7413,38498,+62 (17) 429-2204,EKSPORTIR,6522469685,1692175171,2023-08-16,AKTIF
C000340,6337050249724,39.920.116.6-918.362,PT Nashiruddin Maulana,Jalan Ir. H. Djuanda No. 994,Pangkalpinang,8093,10162,0821539266,KEDUA-DUANYA,4547050057,4580766487,2024-09-21,AKTIF
C000341,4488694611952,43.640.270.1-168.646,UD Suryatmi Wijayanti,Gang BKR No. 455,Parepare,3895,16814,+62-63-250-3139,IMPORTIR,1276078335,9482245248,2023-10-09,AKTIF
C000342,2522372817932,302346791214161,CV Maheswara Saefullah Tbk,Jl. Kendalsari No. 198,Langsa,5634,79469,0850220619,IMPORTIR,5341765461,4119101473,2023-07-17,AKTIF
C000343,1509377100409,01.380.698.4-775.965,UD Novitasari Tbk,Gang Yos Sudarso No. 934,Samarinda,7174,01071,+62-0335-937-9719,KEDUA-DUANYA,2983584480,1277127715,2023-07-27,AKTIF
C000344,5535669055107,62.091.843.5-797.863,Perum Agustina Zulkarnain,Gang Stasiun Wonokromo No. 3,Banjarmasin,1151,34414,+62-29-561-6225,KEDUA-DUANYA,0917447940,8030892290,2024-03-28,AKTIF
C000345,5050573976915,671649328980271,Perum Pudjiastuti Tbk,Gg. Sadang Serang No. 99,Tanjungpinang,6037,23557,(0185) 594-0799,KEDUA-DUANYA,6584029376,4526587280,2025-03-01,AKTIF
C000346,8727178333211,60.256.434.7-128.715,PT Yuliarti Mansur Tbk,Gang Rawamangun No. 08,Kediri,4766,95880,+62-45-323-1677,EKSPORTIR,6260080598,0188800300,2025-05-21,AKTIF
C000347,9915668633414,11.159.319.5-256.904,Perum Sitompul Thamrin,Gg. Astana Anyar No. 68,Kotamobagu,2113,99629,+62 (647) 437 0194,KEDUA-DUANYA,6872203071,0816922397,2025-01-17,AKTIF
C000348,9836655289931,60.875.243.7-729.420,UD Sihotang,Gang Dipatiukur No. 35,Dumai,6345,43842,+62 (017) 766-6505,EKSPORTIR,4151980702,7292942863,2023-10-25,AKTIF
C000349,4814973746052,33.027.642.0-865.675,UD Firgantoro,Gg. S. Parman No. 782,Sukabumi,7512,57845,(012) 092-8157,KEDUA-DUANYA,2638987495,5910923355,2024-08-08,AKTIF
C000350,6184438612590,47.292.774.2-333.059,PT Maryati Wastuti,Jl. Erlangga No. 81,Padang Sidempuan,2770,40915,+62 (090) 223 1167,IMPORTIR,8346389161,9055875302,2024-10-08,AKTIF
C000351,2662015720185,96.263.013.6-749.261,PT Jailani Nurdiyanti Tbk,Jalan Raya Ujungberung No. 344,Bandar Lampung,8696,71422,(076) 353 2237,KEDUA-DUANYA,0941679520,2798914548,2023-09-13,AKTIF
C000352,6475011117830,99.974.192.6-764.921,Budiman (Persero) Tbk,Gang Pasteur No. 493,Sawahlunto,6428,14958,+62 (12) 684 8563,IMPORTIR,7284584874,9400926288,2025-05-18,AKTIF
C000353,1826068887189,81.312.920.8-751.029,PT Mustofa Dabukke Tbk,Gg. Cikapayang No. 662,Bau-Bau,4478,95453,+62 (042) 943 0003,IMPORTIR,7200805701,9743575292,2024-05-27,AKTIF
C000354,2184011845826,03.408.487.2-975.859,PD Purnawati,Gg. Dipenogoro No. 47,Yogyakarta,9465,33294,+62-0989-231-3246,EKSPORTIR,6808469001,5812362424,2024-03-03,AKTIF
C000355,3103032432983,95.429.618.4-462.671,PD Najmudin Tbk,Gang Astana Anyar No. 715,Metro,5264,72459,+62-278-417-8376,EKSPORTIR,0025190672,4460957724,2024-03-02,AKTIF
C000356,6283143598926,25.660.931.4-181.861,Perum Jailani Waskita,Jalan Rajawali Barat No. 7,Makassar,6496,96393,+62-820-114-0652,IMPORTIR,0835728909,1006347418,2024-12-04,AKTIF
C000357,1554234016361,12.849.718.5-948.491,PD Winarno Haryanto,Gg. Bangka Raya No. 5,Mojokerto,1885,21971,+62 (0267) 351-2724,IMPORTIR,2230597573,3682876575,2024-02-10,AKTIF
C000358,2562588967924,08.222.694.0-539.672,UD Puspita Kuswoyo Tbk,Gang Cikutra Timur No. 1,Jayapura,8291,57013,+62-0756-569-7648,EKSPORTIR,8568506648,7826487130,2024-05-17,AKTIF
C000359,5784468341465,11.131.290.1-487.068,Perum Usada Adriansyah,Gg. Jayawijaya No. 69,Semarang,3335,33549,(022) 494-5104,EKSPORTIR,4533479852,9484470414,2024-04-20,AKTIF
C000360,7788160930685,38.909.728.3-215.285,PD Situmorang (Persero) Tbk,Jalan PHH. Mustofa No. 580,Lubuklinggau,1934,85140,+62-69-296-5685,IMPORTIR,3706951181,9613875955,2025-04-07,AKTIF
C000361,6762515381447,44.309.634.8-079.705,PD Rahayu Wijaya,Gang Sukabumi No. 83,Bontang,1196,72386,+62-062-767-2935,IMPORTIR,3324199771,1801677436,2024-12-06,AKTIF
C000362,9754510526501,67.318.826.1-702.437,PD Mangunsong Tbk,Jl. Ciumbuleuit No. 0,Singkawang,7577,76212,(0934) 421 2914,IMPORTIR,9859271436,9474934768,2024-05-14,AKTIF
C000363,5456284177225,60.531.340.2-665.023,PD Suartini Anggraini (Persero) Tbk,Gang Sukajadi No. 32,Ambon,8952,90973,+62 (23) 477-8045,IMPORTIR,6187764580,8431965217,2024-06-26,AKTIF
C000364,4167872568621,10.225.803.0-569.067,PD Palastri Tbk,Gg. Soekarno Hatta No. 971,Bogor,5842,84781,+62 (184) 070-3398,IMPORTIR,5312605574,0284595876,2023-09-22,AKTIF
C000365,4716392823414,36.371.892.3-923.126,CV Halimah,Jalan Sadang Serang No. 0,Kupang,1728,78795,(0823) 372 0945,IMPORTIR,2681307837,3183594123,2023-07-29,AKTIF
C000366,4326093106684,33.567.086.0-414.545,UD Sihombing Siregar (Persero) Tbk,Gang Cikutra Barat No. 7,Pasuruan,7949,90490,(070) 636 3286,KEDUA-DUANYA,2325802455,7116274351,2023-11-12,AKTIF
C000367,3502000534749,16.247.554.1-108.255,PD Hutasoit (Persero) Tbk,Gang Gegerkalong Hilir No. 4,Binjai,7020,40192,+62 (022) 008 4842,EKSPORTIR,3270231740,2810607634,2024-04-06,AKTIF
C000368,9895343961129,10.933.711.8-954.738,PD Uwais Natsir,Gg. K.H. Wahid Hasyim No. 0,Yogyakarta,3617,12927,0833367960,IMPORTIR,2633564162,9870252151,2025-02-12,AKTIF
C000369,0236848557161,76.880.294.2-409.036,PD Prakasa Wijayanti Tbk,Gg. Cikapayang No. 4,Tanjungbalai,9210,02767,0896713605,EKSPORTIR,1723685044,8526023547,2024-10-19,AKTIF
C000370,8812786866943,202939087884434,PD Nasyidah (Persero) Tbk,Gang Pasirkoja No. 860,Sibolga,5499,76580,+62 (0692) 085-6490,EKSPORTIR,5306113900,4589275234,2023-09-06,AKTIF
C000371,8123083402424,03.381.059.5-518.426,Perum Uyainah,Gang Rumah Sakit No. 41,Bontang,5931,96739,+62 (0951) 935 0011,EKSPORTIR,8335556385,9818284399,2025-05-08,AKTIF
C000372,5005342408916,49.837.354.3-962.736,Perum Sirait Wastuti,Jalan Tebet Barat Dalam No. 106,Kupang,7139,81753,(017) 580 8038,KEDUA-DUANYA,8005573380,7926609404,2024-12-30,AKTIF
C000373,2717272239724,04.226.931.2-163.761,UD Nababan (Persero) Tbk,Jl. Kutisari Selatan No. 3,Kotamobagu,9730,11926,+62 (0104) 043 1566,IMPORTIR,7505665589,9065869722,2025-05-04,AKTIF
C000374,2091660100231,429001851327972,PT Nashiruddin Ramadan,Jalan KH Amin Jasuta No. 46,Batu,6136,42140,+62-538-148-3747,IMPORTIR,0063191069,7136359114,2024-02-13,AKTIF
C000375,5723084810018,418620303662543,PD Sitorus Halim Tbk,Gg. Cikutra Timur No. 39,Pekalongan,7403,27128,+62-030-901-6856,IMPORTIR,8612232861,4024542249,2024-01-14,AKTIF
C000376,1721314519515,109226859262494,Susanti Yuniar (Persero) Tbk,Jalan BKR No. 194,Binjai,6807,07200,(0784) 019-0271,IMPORTIR,2000132789,2824350979,2024-04-19,AKTIF
C000377,1475410225267,71.196.421.5-226.557,UD Maryadi Sitompul Tbk,Gang Bangka Raya No. 18,Pariaman,8044,06719,+62 (061) 158-6686,IMPORTIR,9561762948,4676408977,2023-09-05,AKTIF
C000378,7695236687887,88.361.968.9-313.503,UD Zulaika Tbk,Jl. Siliwangi No. 5,Salatiga,1381,74328,(0675) 983-3261,EKSPORTIR,0830709063,3602731567,2024-06-14,AKTIF
C000379,5872105524728,633302126065019,PD Wijayanti,Gang Dr. Djunjunan No. 5,Tebingtinggi,2308,17320,+62 (058) 353 4581,KEDUA-DUANYA,3629245989,7773824382,2024-09-08,AKTIF
C000380,7920252131096,22.728.476.5-704.120,Rahayu Permadi,Jalan R.E Martadinata No. 4,Pagaralam,1626,87005,+62 (728) 535 3399,IMPORTIR,2283381385,2235906270,2025-01-28,AKTIF
C000381,9282066784984,36.241.862.3-690.362,UD Gunarto,Jl. Suryakencana No. 8,Kotamobagu,2364,82931,+62 (66) 217-7580,IMPORTIR,1441245229,2456708939,2023-07-31,AKTIF
C000382,7756620563411,15.950.342.8-113.904,CV Lestari,Jalan Pacuan Kuda No. 2,Probolinggo,4175,20417,+62 (0668) 793 0302,EKSPORTIR,0462933741,5358338789,2025-02-11,AKTIF
C000383,8303419909700,51.405.468.3-565.215,Perum Haryanto Kurniawan,Jalan Cikutra Timur No. 656,Gorontalo,7772,19825,+62 (72) 766-9834,KEDUA-DUANYA,0530945875,9508257232,2024-02-10,AKTIF
C000384,8182096790422,711332288985725,PT Rahayu Natsir,Jl. Pelajar Pejuang No. 625,Subulussalam,5865,73902,+62 (025) 285-4613,EKSPORTIR,0861869484,6747529148,2023-06-13,AKTIF
