NIB,field,oss_value,ceisa_value,winner
9653851940568,NPWP_VALUE,37.771.699.5-649.825,34.654.859.3-916.731,OSS
9653851940568,FLAG_EKSPOR_vs_NIPER,N,85665568.0,OSS (FLAG_EKSPOR)
3079582546772,NPWP_VALUE,30.633.384.7-682.496,928101322,OSS
7261084563147,NAMA,PERUM AGUSTINA (PERSERO) TBK,PERUM AGUSTINA (PERSERO) TBK (CABANG),OSS
7261084563147,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5588348564327,NPWP_VALUE,90.373.315.1-997.982,530274964,OSS
6316460664932,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0666178088644,FLAG_EKSPOR_vs_NIPER,N,1961076801.0,OSS (FLAG_EKSPOR)
4250122915353,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3380107017744,NAMA,CV ANGGRAINI HARIYAH,CV ANGGRAINI HARIYAH (CABANG),OSS
3380107017744,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0020388707136,NPWP_VALUE,02.868.294.2-068.144,35.196.735.5-161.826,OSS
0848654255686,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2047700483076,FLAG_EKSPOR_vs_NIPER,N,6910438462.0,OSS (FLAG_EKSPOR)
5418520397101,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5814429836876,FLAG_EKSPOR_vs_NIPER,N,5993069082.0,OSS (FLAG_EKSPOR)
1562420605116,FLAG_EKSPOR_vs_NIPER,N,8229046995.0,OSS (FLAG_EKSPOR)
9471902327107,FLAG_EKSPOR_vs_NIPER,N,2240073193.0,OSS (FLAG_EKSPOR)
0564317210463,FLAG_EKSPOR_vs_NIPER,N,6992389428.0,OSS (FLAG_EKSPOR)
5407647186294,NPWP_VALUE,24.418.561.1-194.090,26464004,OSS
4257542373534,FLAG_EKSPOR_vs_NIPER,N,8560454477.0,OSS (FLAG_EKSPOR)
8366694365869,NAMA,CV KUSUMO MANDASARI,CV KUSUMO MANDASARI (CABANG),OSS
8366694365869,FLAG_EKSPOR_vs_NIPER,N,682207584.0,OSS (FLAG_EKSPOR)
3296773759428,NPWP_VALUE,26.090.515.8-537.673,20177031,OSS
3296773759428,NAMA,PD RAMADAN (PERSERO) TBK,PD RAMADAN (PERSERO) TBK (CABANG),OSS
0911541682497,FLAG_EKSPOR_vs_NIPER,N,2835846553.0,OSS (FLAG_EKSPOR)
2309476059676,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0153987405419,NPWP_VALUE,08.596.825.9-597.306,05.884.838.6-355.414,OSS
0153987405419,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2740451228589,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6428235984887,NAMA,CV ASTUTI TBK,CV ASTUTI TBK (CABANG),OSS
6428235984887,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6778953249753,NPWP_VALUE,78.214.042.3-656.400,13662114,OSS
0850749113928,NPWP_VALUE,17.201.894.6-593.432,75792121,OSS
0850749113928,NAMA,UD SAFITRI (PERSERO) TBK,UD SAFITRI (PERSERO) TBK (CABANG),OSS
3109157191043,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8259230651176,FLAG_EKSPOR_vs_NIPER,N,5082301965.0,OSS (FLAG_EKSPOR)
1570883286041,NPWP_VALUE,48.102.319.3-349.859,46.227.856.6-341.611,OSS
7464333040305,FLAG_EKSPOR_vs_NIPER,N,6025674865.0,OSS (FLAG_EKSPOR)
8099491943733,FLAG_EKSPOR_vs_NIPER,N,4063725411.0,OSS (FLAG_EKSPOR)
4163447792796,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3304349481598,NAMA,PERUM ASTUTI NUGROHO TBK,PERUM ASTUTI NUGROHO TBK (CABANG),OSS
3304349481598,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0290300810391,NPWP_VALUE,08.118.658.4-012.503,5687988733423,OSS
0290300810391,FLAG_EKSPOR_vs_NIPER,N,3620828605.0,OSS (FLAG_EKSPOR)
3484430534475,STATUS_NIB,DICABUT,AKTIF,OSS
3484430534475,FLAG_EKSPOR_vs_NIPER,N,1141922088.0,OSS (FLAG_EKSPOR)
8807327146355,NAMA,PD NASYIAH HUTASOIT,PD NASYIAH HUTASOIT (CABANG),OSS
8548051438827,NPWP_VALUE,28.499.651.4-925.592,7284325424246,OSS
0621461335473,NAMA,PD WIBISONO KUSWOYO (PERSERO) TBK,PD WIBISONO KUSWOYO (PERSERO) TBK (CABANG),OSS
0621461335473,FLAG_EKSPOR_vs_NIPER,N,1180305802.0,OSS (FLAG_EKSPOR)
2670136191667,NAMA,UD PRAYOGA (PERSERO) TBK,UD PRAYOGA (PERSERO) TBK (CABANG),OSS
2338917873563,FLAG_EKSPOR_vs_NIPER,N,4324919349.0,OSS (FLAG_EKSPOR)
9087929686367,FLAG_EKSPOR_vs_NIPER,N,5590244843.0,OSS (FLAG_EKSPOR)
5504084138389,NPWP_VALUE,06.100.067.7-324.938,60.086.920.0-460.690,OSS
6182561664028,NPWP_VALUE,82.003.134.8-026.148,296727755967,OSS
5866626570438,NAMA,UD SUWARNO SITORUS (PERSERO) TBK,UD SUWARNO SITORUS (PERSERO) TBK (CABANG),OSS
5866626570438,FLAG_EKSPOR_vs_NIPER,N,7649778953.0,OSS (FLAG_EKSPOR)
5296794718916,NAMA,PERUM MARYADI SUSANTI,PERUM MARYADI SUSANTI (CABANG),OSS
5296794718916,FLAG_EKSPOR_vs_NIPER,N,6186118917.0,OSS (FLAG_EKSPOR)
0022003642382,STATUS_NIB,DICABUT,AKTIF,OSS
2025409411396,NPWP_VALUE,42.267.356.2-337.711,33860945,OSS
5092628975720,NPWP_VALUE,93.679.743.3-728.920,67754847,OSS
5092628975720,NAMA,UD RIYANTI,UD RIYANTI (CABANG),OSS
8589947099069,FLAG_EKSPOR_vs_NIPER,N,2804824200.0,OSS (FLAG_EKSPOR)
1364689068878,FLAG_EKSPOR_vs_NIPER,N,9034905410.0,OSS (FLAG_EKSPOR)
6944104232008,NPWP_VALUE,49.373.559.6-178.713,7377263446363,OSS
6944104232008,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
1147467573251,FLAG_EKSPOR_vs_NIPER,N,4270802147.0,OSS (FLAG_EKSPOR)
4503860729430,FLAG_EKSPOR_vs_NIPER,N,8720903740.0,OSS (FLAG_EKSPOR)
2855867931602,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0928810423852,NAMA,PT UYAINAH (PERSERO) TBK,UYAINAH (PERSERO) TBK (CABANG),OSS
0928810423852,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5980690439878,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9333677052979,NPWP_VALUE,17.361.239.8-314.103,8385255777336,OSS
5888404162742,STATUS_NIB,DICABUT,AKTIF,OSS
2040324044012,FLAG_EKSPOR_vs_NIPER,N,9708369604.0,OSS (FLAG_EKSPOR)
0904312868667,NPWP_VALUE,56.353.392.4-408.916,974752229326,OSS
0904312868667,NAMA,UD BUDIMAN (PERSERO) TBK,UD BUDIMAN (PERSERO) TBK (CABANG),OSS
4773237249292,NPWP_VALUE,83.088.252.3-141.313,831300217,OSS
2745056958261,NAMA,CV HASSANAH SUSANTI (PERSERO) TBK,CV HASSANAH SUSANTI (PERSERO) TBK (CABANG),OSS
2745056958261,FLAG_EKSPOR_vs_NIPER,N,5842405152.0,OSS (FLAG_EKSPOR)
7247660531397,FLAG_EKSPOR_vs_NIPER,N,6326199701.0,OSS (FLAG_EKSPOR)
7165693865120,NAMA,CV PURWANTI,CV PURWANTI (CABANG),OSS
9620233627065,NPWP_VALUE,98.249.689.8-073.213,487766334668,OSS
9620233627065,NAMA,PD JANUAR,PD JANUAR (CABANG),OSS
5129045896385,STATUS_NIB,DICABUT,AKTIF,OSS
5129045896385,NPWP_VALUE,77.950.372.2-297.836,224705048,OSS
5129045896385,FLAG_EKSPOR_vs_NIPER,N,1859909538.0,OSS (FLAG_EKSPOR)
6660588095924,NPWP_VALUE,27.593.655.8-087.344,57888753,OSS
6602892814989,FLAG_EKSPOR_vs_NIPER,N,3599677534.0,OSS (FLAG_EKSPOR)
1556816096405,NAMA,PT NOVITASARI SAPTONO,NOVITASARI SAPTONO (CABANG),OSS
1556816096405,FLAG_EKSPOR_vs_NIPER,N,8157444313.0,OSS (FLAG_EKSPOR)
6589884386844,FLAG_EKSPOR_vs_NIPER,N,4324295817.0,OSS (FLAG_EKSPOR)
9751175634406,NAMA,PERUM HUTASOIT,PERUM HUTASOIT (CABANG),OSS
6914701298394,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6528530045578,FLAG_EKSPOR_vs_NIPER,N,7267120615.0,OSS (FLAG_EKSPOR)
0817962116712,NAMA,PERUM YULIARTI NAMAGA,PERUM YULIARTI NAMAGA (CABANG),OSS
1366222086102,NAMA,PD RAHAYU MARYATI,PD RAHAYU MARYATI (CABANG),OSS
1193883090458,NAMA,PT AGUSTINA NAINGGOLAN TBK,AGUSTINA NAINGGOLAN TBK (CABANG),OSS
0527311876567,FLAG_EKSPOR_vs_NIPER,N,7120376367.0,OSS (FLAG_EKSPOR)
6486183825591,NPWP_VALUE,37.224.180.1-814.117,47.297.903.7-193.282,OSS
6486183825591,FLAG_EKSPOR_vs_NIPER,N,9150219158.0,OSS (FLAG_EKSPOR)
1671672702241,NAMA,PT PRAKASA MAHENDRA,PRAKASA MAHENDRA (CABANG),OSS
1938415311892,NPWP_VALUE,29.054.493.3-081.235,71.717.367.5-852.351,OSS
1938415311892,FLAG_EKSPOR_vs_NIPER,N,7140168013.0,OSS (FLAG_EKSPOR)
0423876809007,FLAG_EKSPOR_vs_NIPER,N,6229667384.0,OSS (FLAG_EKSPOR)
0991385413174,NPWP_VALUE,32.550.688.5-828.715,97919668,OSS
8855108892171,NPWP_VALUE,00.913.535.7-280.548,430569908,OSS
8855108892171,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
7446931681516,NAMA,PD LAZUARDI PRATIWI,PD LAZUARDI PRATIWI (CABANG),OSS
7446931681516,FLAG_EKSPOR_vs_NIPER,N,8547075201.0,OSS (FLAG_EKSPOR)
0875358983243,FLAG_EKSPOR_vs_NIPER,N,9992162980.0,OSS (FLAG_EKSPOR)
8427169656455,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0200565723861,FLAG_EKSPOR_vs_NIPER,N,4597468333.0,OSS (FLAG_EKSPOR)
5633660235217,NPWP_VALUE,80.587.673.2-911.108,69884118,OSS
5633660235217,FLAG_EKSPOR_vs_NIPER,N,8922421485.0,OSS (FLAG_EKSPOR)
4582954637333,FLAG_EKSPOR_vs_NIPER,N,6161029378.0,OSS (FLAG_EKSPOR)
0128194001129,FLAG_EKSPOR_vs_NIPER,N,5657962845.0,OSS (FLAG_EKSPOR)
6009749091261,FLAG_EKSPOR_vs_NIPER,N,274169585.0,OSS (FLAG_EKSPOR)
0824198577873,FLAG_EKSPOR_vs_NIPER,N,6772912636.0,OSS (FLAG_EKSPOR)
4768098568350,NPWP_VALUE,45.100.843.8-242.283,052715175,OSS
4768098568350,NAMA,CV MAYASARI,CV MAYASARI (CABANG),OSS
4768098568350,FLAG_EKSPOR_vs_NIPER,N,7011116540.0,OSS (FLAG_EKSPOR)
2950336936834,FLAG_EKSPOR_vs_NIPER,N,9118157809.0,OSS (FLAG_EKSPOR)
4930966634916,FLAG_EKSPOR_vs_NIPER,N,3662017918.0,OSS (FLAG_EKSPOR)
2331931210811,FLAG_EKSPOR_vs_NIPER,N,8420410794.0,OSS (FLAG_EKSPOR)
6870666884331,NAMA,PT PERMADI,PERMADI (CABANG),OSS
7531779105372,FLAG_EKSPOR_vs_NIPER,N,7442561368.0,OSS (FLAG_EKSPOR)
0024201277606,NPWP_VALUE,50.901.136.5-685.596,53764745825,OSS
0024201277606,FLAG_EKSPOR_vs_NIPER,N,8796193156.0,OSS (FLAG_EKSPOR)
8703824298527,NAMA,PERUM PRAYOGA,PERUM PRAYOGA (CABANG),OSS
8101324707308,FLAG_EKSPOR_vs_NIPER,N,1210141679.0,OSS (FLAG_EKSPOR)
4213601714722,NPWP_VALUE,86.128.621.4-338.205,5452845884358,OSS
4213601714722,FLAG_EKSPOR_vs_NIPER,N,7478077295.0,OSS (FLAG_EKSPOR)
7961990979896,NAMA,PT ANGGRAINI (PERSERO) TBK,ANGGRAINI (PERSERO) TBK (CABANG),OSS
9167165670986,NPWP_VALUE,55.504.831.8-547.337,85419648,OSS
7940154150689,NAMA,CV ISWAHYUDI JANUAR (PERSERO) TBK,CV ISWAHYUDI JANUAR (PERSERO) TBK (CABANG),OSS
7940154150689,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2720667549059,NAMA,PT JANUAR SAPTONO (PERSERO) TBK,JANUAR SAPTONO (PERSERO) TBK (CABANG),OSS
0993210367400,NPWP_VALUE,75.188.747.5-842.794,75103999,OSS
0993210367400,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
1803430714883,NPWP_VALUE,05.954.338.4-353.025,28459813,OSS
1803430714883,FLAG_EKSPOR_vs_NIPER,N,4924438249.0,OSS (FLAG_EKSPOR)
8846748223286,FLAG_EKSPOR_vs_NIPER,N,800514642.0,OSS (FLAG_EKSPOR)
8840661245011,NPWP_VALUE,55.684.038.1-160.819,07104814,OSS
1096926216847,NAMA,PD WASKITA PRASETYO TBK,PD WASKITA PRASETYO TBK (CABANG),OSS
9222571640048,FLAG_EKSPOR_vs_NIPER,N,1251267482.0,OSS (FLAG_EKSPOR)
8012063357599,FLAG_EKSPOR_vs_NIPER,N,2848787758.0,OSS (FLAG_EKSPOR)
2146100498359,NPWP_VALUE,05.856.054.5-863.514,54823826,OSS
5451364029422,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9959241971665,NAMA,CV ADRIANSYAH,CV ADRIANSYAH (CABANG),OSS
9959241971665,FLAG_EKSPOR_vs_NIPER,N,3337747256.0,OSS (FLAG_EKSPOR)
2538361449179,NAMA,PT HALIM NAMAGA (PERSERO) TBK,HALIM NAMAGA (PERSERO) TBK (CABANG),OSS
2538361449179,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0702153845035,STATUS_NIB,DICABUT,AKTIF,OSS
1243466629136,FLAG_EKSPOR_vs_NIPER,N,4207781550.0,OSS (FLAG_EKSPOR)
3353336941751,FLAG_EKSPOR_vs_NIPER,N,3733283178.0,OSS (FLAG_EKSPOR)
6861235879050,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6673139628633,NPWP_VALUE,69.591.469.5-315.501,92232488,OSS
3939427282881,NPWP_VALUE,98.359.905.6-376.760,38.742.339.3-166.086,OSS
3960626382391,NAMA,PD WASTUTI (PERSERO) TBK,PD WASTUTI (PERSERO) TBK (CABANG),OSS
8231961725882,FLAG_EKSPOR_vs_NIPER,N,4255492301.0,OSS (FLAG_EKSPOR)
0899512174475,NAMA,PERUM ZULKARNAIN TBK,PERUM ZULKARNAIN TBK (CABANG),OSS
5589723591998,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
1662156748637,FLAG_EKSPOR_vs_NIPER,N,5334677047.0,OSS (FLAG_EKSPOR)
7175840531886,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0341058828703,NAMA,PERUM SIREGAR,PERUM SIREGAR (CABANG),OSS
4071253461155,NPWP_VALUE,80.342.186.4-644.030,31.572.410.8-792.263,OSS
4071253461155,NAMA,PT UWAIS SIMANJUNTAK TBK,UWAIS SIMANJUNTAK TBK (CABANG),OSS
4071253461155,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0839531169515,NPWP_VALUE,16.150.906.3-269.335,49835868472632,OSS
4389353173246,NPWP_VALUE,13.359.923.5-160.158,30.614.840.5-962.000,OSS
4389353173246,FLAG_EKSPOR_vs_NIPER,N,5604553986.0,OSS (FLAG_EKSPOR)
9265835273839,NPWP_VALUE,52.806.512.8-331.417,20979033,OSS
9265835273839,FLAG_EKSPOR_vs_NIPER,N,7257482282.0,OSS (FLAG_EKSPOR)
9108189813780,NPWP_VALUE,14.113.045.4-470.003,76292745338,OSS
9108189813780,FLAG_EKSPOR_vs_NIPER,N,8823050463.0,OSS (FLAG_EKSPOR)
2567211951109,NAMA,PT LATUPONO PRASETYO (PERSERO) TBK,LATUPONO PRASETYO (PERSERO) TBK (CABANG),OSS
3548810732761,NAMA,UD NURAINI WIBISONO (PERSERO) TBK,UD NURAINI WIBISONO (PERSERO) TBK (CABANG),OSS
3548810732761,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3759335851514,FLAG_EKSPOR_vs_NIPER,N,6694939521.0,OSS (FLAG_EKSPOR)
7769673254966,NPWP_VALUE,03.921.838.7-803.007,59.841.424.6-452.207,OSS
0166296682734,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3304421795348,FLAG_EKSPOR_vs_NIPER,N,8548671267.0,OSS (FLAG_EKSPOR)
6015008585491,NAMA,PD HASANAH NAPITUPULU (PERSERO) TBK,PD HASANAH NAPITUPULU (PERSERO) TBK (CABANG),OSS
6189124152121,FLAG_EKSPOR_vs_NIPER,N,7806317897.0,OSS (FLAG_EKSPOR)
8979573775641,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3255861333305,NAMA,PERUM DONGORAN YULIARTI TBK,PERUM DONGORAN YULIARTI TBK (CABANG),OSS
3255861333305,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8213522111189,NAMA,PD SIMANJUNTAK,PD SIMANJUNTAK (CABANG),OSS
5880588779680,NAMA,PD SAEFULLAH RAHMAWATI,PD SAEFULLAH RAHMAWATI (CABANG),OSS
3639159658668,FLAG_EKSPOR_vs_NIPER,N,6011504169.0,OSS (FLAG_EKSPOR)
3263345708117,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0895710706114,NPWP_VALUE,01.961.180.2-674.219,4954428888,OSS
0895710706114,FLAG_EKSPOR_vs_NIPER,N,6462512124.0,OSS (FLAG_EKSPOR)
2295094436048,FLAG_EKSPOR_vs_NIPER,N,4578835405.0,OSS (FLAG_EKSPOR)
6826369008973,NPWP_VALUE,82.805.048.3-434.363,02.370.380.3-054.964,OSS
6826369008973,FLAG_EKSPOR_vs_NIPER,N,3423459314.0,OSS (FLAG_EKSPOR)
3402610158526,STATUS_NIB,DICABUT,AKTIF,OSS
3402610158526,FLAG_EKSPOR_vs_NIPER,N,2386269851.0,OSS (FLAG_EKSPOR)
2054201186682,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8271513194828,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9770414588613,NAMA,PERUM MARYATI PRADIPTA TBK,PERUM MARYATI PRADIPTA TBK (CABANG),OSS
4840042109979,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0624083195264,NPWP_VALUE,99.404.493.4-895.258,43.191.118.3-502.335,OSS
0624083195264,NAMA,PERUM NAJMUDIN,PERUM NAJMUDIN (CABANG),OSS
0624083195264,FLAG_EKSPOR_vs_NIPER,N,6412376352.0,OSS (FLAG_EKSPOR)
4388013724928,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3751220721598,NPWP_VALUE,81.953.048.5-393.005,265986897375,OSS
1337800684096,NPWP_VALUE,35.151.586.3-573.977,38229926,OSS
0082244913061,NPWP_VALUE,00.524.379.5-672.828,156912080,OSS
2858142735022,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2939725205656,FLAG_EKSPOR_vs_NIPER,N,622303133.0,OSS (FLAG_EKSPOR)
1305972533249,FLAG_EKSPOR_vs_NIPER,N,3033622088.0,OSS (FLAG_EKSPOR)
0228540402616,FLAG_EKSPOR_vs_NIPER,N,7277172428.0,OSS (FLAG_EKSPOR)
0604598278147,NPWP_VALUE,04.349.679.6-308.627,194686557,OSS
5334533843092,NPWP_VALUE,53.615.464.8-522.667,66805935,OSS
5334533843092,FLAG_EKSPOR_vs_NIPER,N,4632932588.0,OSS (FLAG_EKSPOR)
4598034405856,FLAG_EKSPOR_vs_NIPER,N,2011536101.0,OSS (FLAG_EKSPOR)
5636300433590,NPWP_VALUE,10.356.405.4-013.469,88032220,OSS
5636300433590,FLAG_EKSPOR_vs_NIPER,N,6451304770.0,OSS (FLAG_EKSPOR)
7359283962577,NPWP_VALUE,33.716.103.6-125.826,72655678246,OSS
7359283962577,FLAG_EKSPOR_vs_NIPER,N,661268113.0,OSS (FLAG_EKSPOR)
7605345035816,FLAG_EKSPOR_vs_NIPER,N,7667096597.0,OSS (FLAG_EKSPOR)
5764603632428,NPWP_VALUE,99.441.414.2-147.511,604058377,OSS
5764603632428,FLAG_EKSPOR_vs_NIPER,N,6992342734.0,OSS (FLAG_EKSPOR)
5781833807033,NPWP_VALUE,95.118.359.6-782.427,09.319.848.5-538.616,OSS
0308975863804,NPWP_VALUE,07.826.303.4-100.954,084718549,OSS
8713899279354,NPWP_VALUE,96.884.848.4-702.275,63844091,OSS
2614578245663,FLAG_EKSPOR_vs_NIPER,N,396361043.0,OSS (FLAG_EKSPOR)
5621343357120,NAMA,PD ANGGRAINI,PD ANGGRAINI (CABANG),OSS
8702456453107,FLAG_EKSPOR_vs_NIPER,N,4217500568.0,OSS (FLAG_EKSPOR)
7268473081690,NPWP_VALUE,25.350.029.3-741.764,4878754275474,OSS
7268473081690,FLAG_EKSPOR_vs_NIPER,N,2534673384.0,OSS (FLAG_EKSPOR)
4851168839211,NAMA,PT PUSPITA KUSUMO,PUSPITA KUSUMO (CABANG),OSS
4851168839211,FLAG_EKSPOR_vs_NIPER,N,1143199809.0,OSS (FLAG_EKSPOR)
7668293007370,STATUS_NIB,DICABUT,AKTIF,OSS
7668293007370,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5704455428358,FLAG_EKSPOR_vs_NIPER,N,9370426893.0,OSS (FLAG_EKSPOR)
6780478054452,FLAG_EKSPOR_vs_NIPER,N,1571852198.0,OSS (FLAG_EKSPOR)
8931058768694,STATUS_NIB,DICABUT,AKTIF,OSS
8931058768694,NPWP_VALUE,48.067.562.4-865.084,77.976.690.8-763.537,OSS
8931058768694,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6736032112458,FLAG_EKSPOR_vs_NIPER,N,9837694633.0,OSS (FLAG_EKSPOR)
3276289082371,FLAG_EKSPOR_vs_NIPER,N,9065733703.0,OSS (FLAG_EKSPOR)
2243758116259,NAMA,PERUM SITORUS (PERSERO) TBK,PERUM SITORUS (PERSERO) TBK (CABANG),OSS
0159380962786,NPWP_VALUE,99.113.095.8-765.587,457546959543,OSS
8358897435408,FLAG_EKSPOR_vs_NIPER,N,8434883035.0,OSS (FLAG_EKSPOR)
6408194448902,NPWP_VALUE,03.533.303.2-815.478,495537686,OSS
6408194448902,NAMA,UD PUSPASARI SITOMPUL TBK,UD PUSPASARI SITOMPUL TBK (CABANG),OSS
8644829612052,FLAG_EKSPOR_vs_NIPER,N,5673978786.0,OSS (FLAG_EKSPOR)
6654566703707,NPWP_VALUE,06.068.844.0-579.927,03842664,OSS
3937840871957,FLAG_EKSPOR_vs_NIPER,N,2535541393.0,OSS (FLAG_EKSPOR)
0656859003708,NAMA,PT PADMASARI,PADMASARI (CABANG),OSS
5544054755324,NPWP_VALUE,14.943.206.6-854.634,67764634678,OSS
4579427537373,NAMA,UD SIRAIT (PERSERO) TBK,UD SIRAIT (PERSERO) TBK (CABANG),OSS
4579427537373,FLAG_EKSPOR_vs_NIPER,N,7550646486.0,OSS (FLAG_EKSPOR)
0695143692009,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8953897064013,NPWP_VALUE,63.275.567.9-401.853,6862455566836,OSS
9537281774089,FLAG_EKSPOR_vs_NIPER,N,7320581570.0,OSS (FLAG_EKSPOR)
6433982883670,NAMA,PD SIREGAR SAFITRI TBK,PD SIREGAR SAFITRI TBK (CABANG),OSS
6433982883670,FLAG_EKSPOR_vs_NIPER,N,7292348517.0,OSS (FLAG_EKSPOR)
1658413009322,STATUS_NIB,DICABUT,AKTIF,OSS
1658413009322,NPWP_VALUE,02.417.299.6-182.022,15816498,OSS
1658413009322,NAMA,PERUM HUTASOIT SIHOMBING,PERUM HUTASOIT SIHOMBING (CABANG),OSS
1658413009322,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8177292578363,NAMA,UD MARYATI TBK,UD MARYATI TBK (CABANG),OSS
6521010745205,NAMA,CV LAKSITA,CV LAKSITA (CABANG),OSS
1150412250112,NPWP_VALUE,64.466.796.5-061.533,17622226,OSS
9052334750917,FLAG_EKSPOR_vs_NIPER,N,1549128656.0,OSS (FLAG_EKSPOR)
1185577170775,NPWP_VALUE,60.436.918.6-931.134,77677479,OSS
6160013113787,NPWP_VALUE,08.820.965.8-482.674,03917351,OSS
6160013113787,NAMA,UD WINARSIH TBK,UD WINARSIH TBK (CABANG),OSS
7725840090625,NPWP_VALUE,03.599.788.4-418.721,47696279449,OSS
7725840090625,FLAG_EKSPOR_vs_NIPER,N,2496171398.0,OSS (FLAG_EKSPOR)
3917826408344,STATUS_NIB,DICABUT,AKTIF,OSS
3917826408344,NAMA,PERUM ARYANI WIJAYANTI,PERUM ARYANI WIJAYANTI (CABANG),OSS
3917826408344,FLAG_EKSPOR_vs_NIPER,N,9248592394.0,OSS (FLAG_EKSPOR)
6635790381868,FLAG_EKSPOR_vs_NIPER,N,8093769767.0,OSS (FLAG_EKSPOR)
8404291037497,NPWP_VALUE,24.434.306.5-424.507,91506334,OSS
8404291037497,FLAG_EKSPOR_vs_NIPER,N,5894562174.0,OSS (FLAG_EKSPOR)
1135033668949,FLAG_EKSPOR_vs_NIPER,N,7778554597.0,OSS (FLAG_EKSPOR)
5990588419482,FLAG_EKSPOR_vs_NIPER,N,9191553533.0,OSS (FLAG_EKSPOR)
4127701533879,NPWP_VALUE,17.677.551.3-860.600,55733282,OSS
5834417309818,NPWP_VALUE,96.085.735.9-726.959,07870953,OSS
9752288320939,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
4944442973726,FLAG_EKSPOR_vs_NIPER,N,6493546936.0,OSS (FLAG_EKSPOR)
3785139311653,NPWP_VALUE,14.148.880.6-258.354,83503070,OSS
3785139311653,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6446592396597,NPWP_VALUE,71.154.442.9-019.053,125305446,OSS
