no_dok_ekspor,tgl_dok_ekspor,nama_perusahaan,npwp_perusahaan,alamat_perusahaan,nama_barang,hs_code_2d,kode_pelabuhan_ekspor,nama_pelabuhan_ekspor,berat_barang_ton,negara_tujuan,kode_negara_tujuan,nama_kapal,flag_anomali_tonase,flag_anomali_kapal,flag_anomali_kombinasi,selisih_hari_kapal,pt_hs_count,pel_hs_count,hs_neg_count
00955926,2026-01-06 03:00:00,PT Sirait Damanik,983930103105183,"Jalan H.J Maemunah No. 9, Banjar, NT 77402",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,39148.06,Singapura,SG,MV GASTI 55,0,1,0,0.2916666666666667,13,66,63
00357537,2026-01-07 10:00:00,UD Putra Tbk,346247510799118,"Gg. Cempaka No. 515, Banjarmasin, Riau 31713",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,45651.32,China,CN,MV GASTI 55,0,1,0,1.2916666666666667,21,66,61
00884316,2026-01-08 00:00:00,Perum Saptono Mustofa,513542784980841,"Gang Raya Setiabudhi No. 701, Padang Sidempuan, BT 19948",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,21504.02,China,CN,MV GASTI 55,0,1,0,0.5833333333333334,15,65,61
00603674,2026-01-20 16:00:00,PT Waskita,513338726247317,"Gang Rawamangun No. 94, Kota Administrasi Jakarta Barat, JK 73799",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,14853.7,China,CN,MV GASTI 55,0,1,0,0.3333333333333333,15,57,61
00962964,2026-01-28 21:00:00,UD Putra Tbk,346247510799118,"Jl. Gedebage Selatan No. 314, Binjai, ST 18878",Sereal/Beras,10,IDTPE,Tanjung Perak,35918.14,Singapura,SG,MV GASTI 55,0,1,0,0.5416666666666666,18,66,49
00632124,2026-01-29 18:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Kendalsari No. 862, Kota Administrasi Jakarta Barat, Kalimantan Barat 07151",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,46272.92,Jepang,JP,MV GASTI 55,0,1,0,0.875,60,80,66
00947220,2026-01-31 02:00:00,Perum Sinaga,701543039117182,"Jl. Antapani Lama No. 515, Dumai, Jawa Tengah 41595",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,2392.52,Jepang,JP,MV GASTI 55,0,1,0,1.3333333333333333,16,46,56
00483753,2026-02-01 14:00:00,CV Zulaika Anggraini,916697848018451,"Jalan Rajawali Barat No. 8, Purwokerto, Kalimantan Barat 67474",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,31799.11,China,CN,MV GASTI 55,0,1,0,1.5,20,66,70
00811535,2026-02-02 23:00:00,Perum Saptono Mustofa,513542784980841,"Jalan K.H. Wahid Hasyim No. 28, Parepare, Sulawesi Barat 70412",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,19697.18,India,IN,MV GASTI 55,0,1,0,1.375,15,66,51
00664843,2026-02-03 05:00:00,CV Zulaika Anggraini,916697848018451,"Gg. Gedebage Selatan No. 705, Probolinggo, Kepulauan Riau 90552",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,32107.17,China,CN,MV GASTI 55,0,1,0,0.25,16,75,75
00662810,2026-02-17 12:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Sadang Serang No. 9, Madiun, Bali 77358",Mesin & Peralatan Elektrik,27,IDTPP,Tanjung Priok,28180.47,Jepang,JP,MV GASTI 55,0,1,0,0.6666666666666666,60,75,66
00998223,2026-02-17 18:00:00,Perum Saptono Mustofa,513542784980841,"Gang Jend. A. Yani No. 17, Kota Administrasi Jakarta Barat, KT 11602",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,27077.05,China,CN,MV GASTI 55,0,1,0,0.25,24,72,75
00715702,2026-02-19 13:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang PHH. Mustofa No. 786, Palangkaraya, JK 25577",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,20357.86,Jepang,JP,MV GASTI 55,0,1,0,1.7916666666666667,19,66,48
00296988,2026-02-21 10:00:00,PT Melani Hutapea,219136193990916,"Jl. Soekarno Hatta No. 129, Tomohon, Jawa Tengah 34064",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,15969.88,India,IN,MV GASTI 55,0,1,0,1.875,9,68,85
00482749,2026-02-22 03:00:00,PD Manullang Tbk,048281489325288,"Jalan Ahmad Dahlan No. 64, Binjai, GO 42241",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,11255.96,China,CN,MV GASTI 55,0,1,0,0.7083333333333334,24,46,61
00875267,2026-03-02 13:00:00,UD Putra Tbk,346247510799118,"Gang Otto Iskandardinata No. 54, Kendari, Riau 67548",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,27142.48,China,CN,MV GASTI 55,0,1,0,1.6666666666666667,14,52,70
00394255,2026-01-07 04:00:00,CV Zulaika Anggraini,916697848018451,"Jl. Suniaraja No. 6, Banjarbaru, ST 51066",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,27768.05,Singapura,SG,MV HARJO 85,0,1,0,1.3333333333333333,16,75,69
00939927,2026-01-07 05:00:00,UD Putra Tbk,346247510799118,"Jl. Joyoboyo No. 845, Pariaman, Sulawesi Tengah 32002",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,16728.54,Singapura,SG,MV HARJO 85,0,1,0,0.041666666666666664,21,65,66
00466272,2026-01-08 06:00:00,PT Sirait Damanik,983930103105183,"Jl. Cikapayang No. 207, Cilegon, SG 17075",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,36339.18,China,CN,MV HARJO 85,0,1,0,1.0416666666666667,13,66,70
00997412,2026-01-08 07:00:00,PT Sirait Damanik,983930103105183,"Gang Moch. Toha No. 174, Padang, SS 14593",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,19448.92,Singapura,SG,MV HARJO 85,0,1,0,0.041666666666666664,20,75,69
00230442,2026-01-13 21:00:00,Perum Sinaga,701543039117182,"Gang Tubagus Ismail No. 52, Madiun, Sulawesi Barat 43878",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,16275.52,India,IN,MV HARJO 85,0,1,0,1.25,18,80,85
00695000,2026-01-15 08:00:00,PT Yulianti,801326773602606,"Jalan Pasirkoja No. 1, Bandar Lampung, PB 29333",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,7196.28,Jepang,JP,MV HARJO 85,0,1,0,1.4583333333333333,15,66,48
00221770,2026-01-15 18:00:00,Perum Sinaga,701543039117182,"Jalan Rawamangun No. 473, Bengkulu, BE 69632",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,47371.98,Jepang,JP,MV HARJO 85,0,1,0,0.4166666666666667,18,75,66
00293142,2026-01-28 00:00:00,PT Waskita,513338726247317,"Gang Sadang Serang No. 178, Jambi, Jawa Tengah 84868",Sereal/Beras,10,IDTPE,Tanjung Perak,9453.06,India,IN,MV HARJO 85,0,1,0,1.0833333333333333,19,66,64
00720690,2026-02-03 12:00:00,PD Suwarno Tbk,872343098050097,"Gang Kapten Muslihat No. 18, Balikpapan, Sulawesi Barat 16572",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,10599.12,China,CN,MV HARJO 85,0,1,0,1.9166666666666667,14,57,61
00500520,2026-02-04 00:00:00,PT Sirait Damanik,983930103105183,"Jalan Yos Sudarso No. 50, Tanjungpinang, SU 81699",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,24216.41,Jepang,JP,MV HARJO 85,0,1,0,0.5,15,46,56
00324062,2026-02-05 06:00:00,PT Yulianti,801326773602606,"Gg. Pasir Koja No. 43, Tomohon, Kepulauan Bangka Belitung 44566",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,48879.91,Jepang,JP,MV HARJO 85,0,1,0,1.25,20,46,56
00885787,2026-02-05 14:00:00,UD Putra Tbk,346247510799118,"Jl. Kiaracondong No. 1, Yogyakarta, GO 28178",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,38306.92,China,CN,MV HARJO 85,0,1,0,0.3333333333333333,14,54,70
00916440,2026-02-05 22:00:00,Perum Saptono Mustofa,513542784980841,"Jl. M.H Thamrin No. 3, Cimahi, MU 13971",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,37434.61,India,IN,MV HARJO 85,0,1,0,0.3333333333333333,24,80,85
00611642,2026-02-15 19:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gang Rajiman No. 20, Tangerang Selatan, Nusa Tenggara Timur 43840",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,2394.03,India,IN,MV HARJO 85,0,1,0,0.625,60,68,85
00273392,2026-02-17 03:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. Kiaracondong No. 470, Jayapura, Jawa Barat 13546",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,41756.51,China,CN,MV HARJO 85,0,1,0,1.3333333333333333,18,57,61
00383419,2026-02-17 17:00:00,UD Mandala Prayoga,884969653287101,"Jl. Dipenogoro No. 840, Pekanbaru, Kalimantan Tengah 07659",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,27403.2,China,CN,MV HARJO 85,0,1,0,0.5833333333333334,15,72,75
00433800,2026-02-17 20:00:00,PD Suwarno Tbk,872343098050097,"Jl. Surapati No. 19, Bukittinggi, JT 13186",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,27869.57,China,CN,MV HARJO 85,0,1,0,0.125,21,72,75
00497917,2026-02-19 03:00:00,UD Putra Tbk,346247510799118,"Gang KH Amin Jasuta No. 59, Salatiga, KT 84577",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,10486.65,Singapura,SG,MV HARJO 85,0,1,0,1.2916666666666667,20,72,69
00506219,2026-02-23 02:00:00,PT Melani Hutapea,219136193990916,"Jl. Astana Anyar No. 723, Sorong, Kalimantan Selatan 47276",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,8900.69,China,CN,MV HARJO 85,0,1,0,1.4583333333333333,9,80,75
00915839,2026-02-23 04:00:00,PT Sirait Damanik,983930103105183,"Jalan Pasteur No. 1, Magelang, SN 81491",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,23777.75,India,IN,MV HARJO 85,0,1,0,0.08333333333333333,13,54,57
00787761,2026-02-25 02:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan Cikapayang No. 064, Subulussalam, KB 21461",Sereal/Beras,10,IDBEL,Belawan,38215.25,Jepang,JP,MV HARJO 85,0,1,0,1.9166666666666667,17,58,58
00185343,2026-02-25 14:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jalan Moch. Toha No. 7, Sungai Penuh, BT 87304",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,5068.36,Jepang,JP,MV HARJO 85,0,1,0,0.5,16,66,48
00929723,2026-02-26 16:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan W.R. Supratman No. 3, Madiun, SN 92906",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,15116.49,Jepang,JP,MV HARJO 85,0,1,0,1.0833333333333333,21,68,66
00578651,2026-02-28 06:00:00,CV Zulaika Anggraini,916697848018451,"Gang Moch. Toha No. 0, Banda Aceh, AC 42608",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,28576.5,China,CN,MV HARJO 85,0,1,0,1.5833333333333333,20,66,70
00611804,2026-02-28 20:00:00,PT Sirait Damanik,983930103105183,"Jalan Rajiman No. 9, Makassar, JK 12294",Sereal/Beras,10,IDTPE,Tanjung Perak,35980.05,India,IN,MV HARJO 85,0,1,0,0.5833333333333334,18,66,64
00972256,2026-03-01 00:00:00,PT Waskita,513338726247317,"Gang Raya Setiabudhi No. 8, Sukabumi, Kalimantan Selatan 40388",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,38646.17,Singapura,SG,MV HARJO 85,0,1,0,0.16666666666666666,13,66,63
00405141,2026-01-01 23:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Rungkut Industri No. 9, Serang, Kalimantan Timur 05172",Sereal/Beras,10,IDKBU,Kotabaru,10110.42,China,CN,MV INDAH 11,0,1,0,0.6666666666666666,25,56,61
00496453,2026-01-11 07:00:00,PD Suwarno Tbk,872343098050097,"Jalan Rajawali Barat No. 4, Depok, Sumatera Barat 66270",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,30384.27,China,CN,MV INDAH 11,0,1,0,0.08333333333333333,22,54,70
00910955,2026-01-11 17:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan KH Amin Jasuta No. 223, Pekanbaru, KS 74419",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,2431.73,India,IN,MV INDAH 11,0,1,0,0.4166666666666667,60,68,85
00374249,2026-01-13 11:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Ahmad Yani No. 784, Pasuruan, BT 03930",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,28727.76,China,CN,MV INDAH 11,0,1,0,1.75,16,66,70
00979470,2026-01-18 12:00:00,PT Sirait Damanik,983930103105183,"Gg. Cikutra Timur No. 852, Tangerang Selatan, Riau 84494",Sereal/Beras,10,IDKBU,Kotabaru,41315.17,Jepang,JP,MV INDAH 11,0,1,0,1.125,18,56,58
00506181,2026-01-25 22:00:00,PT Waskita,513338726247317,"Jl. Kutai No. 511, Bontang, Sulawesi Barat 58273",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,43015.3,India,IN,MV INDAH 11,0,1,0,1.3333333333333333,15,66,51
00172120,2026-01-26 02:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jalan Jamika No. 347, Palopo, NB 55884",Sereal/Beras,10,IDTPP,Tanjung Priok,35437.47,Singapura,SG,MV INDAH 11,0,1,0,0.16666666666666666,15,53,49
00383907,2026-02-05 07:00:00,PD Pudjiastuti Marbun,489638346578713,"Jl. Rajawali Timur No. 642, Bogor, Maluku Utara 33432",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,34025.0,Jepang,JP,MV INDAH 11,0,1,0,1.375,22,66,48
00795014,2026-02-05 18:00:00,PD Pudjiastuti Marbun,489638346578713,"Gg. Tubagus Ismail No. 78, Bandar Lampung, ST 08115",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,39117.71,Jepang,JP,MV INDAH 11,0,1,0,0.4583333333333333,21,72,66
00767895,2026-02-10 20:00:00,CV Zulaika Anggraini,916697848018451,"Gg. Kutai No. 744, Kediri, BB 40830",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,47620.29,Jepang,JP,MV INDAH 11,0,1,0,0.08333333333333333,16,75,66
00680842,2026-02-11 00:00:00,UD Putra Tbk,346247510799118,"Jl. Tubagus Ismail No. 4, Cirebon, Sulawesi Tenggara 32648",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,41182.55,Jepang,JP,MV INDAH 11,0,1,0,0.16666666666666666,21,57,56
00429171,2026-02-14 22:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan Indragiri No. 216, Pekalongan, Papua Barat 93465",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,45070.81,China,CN,MV INDAH 11,0,1,0,0.75,22,66,70
00415046,2026-02-15 11:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Soekarno Hatta No. 67, Makassar, Kalimantan Barat 75841",Lemak & Minyak Hewani/Nabati (CPO),27,IDTPP,Tanjung Priok,10979.94,Jepang,JP,MV INDAH 11,0,1,0,0.5416666666666666,60,75,66
00924968,2026-02-16 20:00:00,PT Waskita,513338726247317,"Gang Jayawijaya No. 4, Kediri, SS 28950",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,49202.45,India,IN,MV INDAH 11,0,1,0,1.375,15,66,51
00608767,2026-02-21 10:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Jamika No. 3, Tangerang, Nusa Tenggara Barat 21850",Sereal/Beras,27,IDBEL,Belawan,5320.54,Jepang,JP,MV INDAH 11,0,1,0,0.625,60,80,66
00676834,2026-02-21 17:00:00,Perum Saptono Mustofa,513542784980841,"Gang Indragiri No. 766, Sukabumi, Maluku 70526",Sereal/Beras,10,IDKBU,Kotabaru,8818.56,Singapura,SG,MV INDAH 11,0,1,0,0.2916666666666667,25,56,49
00436161,2026-02-22 08:00:00,PT Sirait Damanik,983930103105183,"Jalan Kapten Muslihat No. 23, Banjarbaru, BB 02767",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,28957.73,Singapura,SG,MV INDAH 11,0,1,0,0.625,13,66,63
00654547,2026-02-22 10:00:00,Perum Saptono Mustofa,513542784980841,"Gang Joyoboyo No. 238, Bontang, KI 16491",Sereal/Beras,10,IDKBU,Kotabaru,12267.88,Jepang,JP,MV INDAH 11,0,1,0,0.08333333333333333,25,56,58
00624061,2026-02-23 15:00:00,PD Manullang Tbk,048281489325288,"Jl. Soekarno Hatta No. 110, Solok, JT 05147",Sereal/Beras,10,IDTPP,Tanjung Priok,46347.64,Singapura,SG,MV INDAH 11,0,1,0,1.2083333333333333,20,53,49
00865910,2026-02-28 10:00:00,PT Yulianti,801326773602606,"Jalan Rawamangun No. 7, Manado, AC 54510",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,42192.48,China,CN,MV INDAH 11,0,1,0,1.25,15,66,70
00735267,2026-01-02 04:00:00,UD Mandala Prayoga,884969653287101,"Gang Gedebage Selatan No. 32, Bekasi, GO 87180",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,44115.39,China,CN,MV IRFAN 69,0,1,0,0.7083333333333334,20,54,70
00911152,2026-01-02 21:00:00,PT Yulianti,801326773602606,"Jl. Rajawali Timur No. 1, Bengkulu, SG 24214",Sereal/Beras,10,IDKBU,Kotabaru,23704.19,China,CN,MV IRFAN 69,0,1,0,0.7083333333333334,13,56,61
00854998,2026-01-17 18:00:00,PD Pudjiastuti Marbun,489638346578713,"Jl. Merdeka No. 721, Padang Sidempuan, RI 95413",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,46939.95,Singapura,SG,MV IRFAN 69,0,1,0,1.0,22,66,63
00161478,2026-01-19 01:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. Jakarta No. 91, Manado, Sumatera Barat 90833",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,40285.88,India,IN,MV IRFAN 69,0,1,0,1.2916666666666667,18,75,85
00675866,2026-01-29 20:00:00,PT Sirait Damanik,983930103105183,"Gg. Pelajar Pejuang No. 9, Prabumulih, BE 91872",Sereal/Beras,10,IDBEL,Belawan,46721.29,Singapura,SG,MV IRFAN 69,0,1,0,0.2916666666666667,18,58,49
00598164,2026-01-30 23:00:00,PT Waskita,513338726247317,"Jl. Kapten Muslihat No. 348, Lhokseumawe, PA 83760",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,47226.88,Singapura,SG,MV IRFAN 69,0,1,0,1.125,15,65,66
00172165,2026-02-04 20:00:00,PT Sirait Damanik,983930103105183,"Gang Antapani Lama No. 9, Binjai, SR 29991",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,26036.17,Singapura,SG,MV IRFAN 69,0,1,0,1.4166666666666667,13,52,63
00181889,2026-02-04 23:00:00,PD Manullang Tbk,048281489325288,"Gang Pelajar Pejuang No. 79, Tegal, Sumatera Utara 01550",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,26146.0,India,IN,MV IRFAN 69,0,1,0,0.125,16,54,57
00863000,2026-02-05 04:00:00,PD Suwarno Tbk,872343098050097,"Jl. Stasiun Wonokromo No. 214, Cilegon, RI 36715",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,18023.18,China,CN,MV IRFAN 69,0,1,0,0.20833333333333334,21,75,75
00986307,2026-02-21 10:00:00,Perum Sinaga,701543039117182,"Jl. Sukabumi No. 04, Bontang, Bali 17911",Sereal/Beras,10,IDBEL,Belawan,49530.16,Jepang,JP,MV IRFAN 69,0,1,0,0.9583333333333334,8,58,58
00240636,2026-02-22 12:00:00,PD Manullang Tbk,048281489325288,"Jl. Antapani Lama No. 67, Samarinda, Sumatera Selatan 36241",Sereal/Beras,10,IDTPE,Tanjung Perak,25574.42,India,IN,MV IRFAN 69,0,1,0,1.0833333333333333,20,66,64
00798046,2026-02-24 19:00:00,PT Melani Hutapea,219136193990916,"Gg. Sukabumi No. 38, Padang Sidempuan, JA 17182",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,40298.13,China,CN,MV IRFAN 69,0,1,0,0.125,17,57,61
00830182,2026-02-25 22:00:00,CV Zulaika Anggraini,916697848018451,"Jl. Sadang Serang No. 25, Dumai, BE 62481",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,16858.71,Singapura,SG,MV IRFAN 69,0,1,0,1.125,16,68,69
00573714,2026-03-01 10:00:00,UD Putra Tbk,346247510799118,"Jalan Wonoayu No. 417, Cirebon, KS 97167",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,12822.51,China,CN,MV IRFAN 69,0,1,0,0.4583333333333333,20,75,75
00880413,2026-03-01 14:00:00,Perum Saptono Mustofa,513542784980841,"Gang Bangka Raya No. 49, Pematangsiantar, Maluku Utara 25728",Sereal/Beras,10,IDTPP,Tanjung Priok,41354.63,Singapura,SG,MV IRFAN 69,0,1,0,0.16666666666666666,25,53,49
00192960,2026-03-02 17:00:00,CV Zulaika Anggraini,916697848018451,"Jalan Otto Iskandardinata No. 20, Pagaralam, NB 23567",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,6346.8,Singapura,SG,MV IRFAN 69,0,1,0,1.125,11,65,66
00553864,2026-03-02 22:00:00,PT Waskita,513338726247317,"Gang Laswi No. 1, Bandar Lampung, BA 41321",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,18749.15,Jepang,JP,MV IRFAN 69,0,1,0,0.20833333333333334,13,66,48
00377691,2026-01-01 06:00:00,PT Waskita,513338726247317,"Jl. Pacuan Kuda No. 5, Sukabumi, Banten 56101",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,44347.51,China,CN,MV JAGA 61,0,1,0,0.20833333333333334,15,66,61
00739207,2026-01-10 13:00:00,UD Putra Tbk,346247510799118,"Jalan Surapati No. 38, Tanjungpinang, NT 34108",Sereal/Beras,10,IDBEL,Belawan,41451.09,Singapura,SG,MV JAGA 61,0,1,0,1.375,18,58,49
00997068,2026-01-11 01:00:00,Perum Saptono Mustofa,513542784980841,"Gang R.E Martadinata No. 073, Magelang, Gorontalo 89394",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,13204.25,India,IN,MV JAGA 61,0,1,0,0.5,24,75,85
00279279,2026-01-14 07:00:00,PT Melani Hutapea,219136193990916,"Gg. Cikutra Barat No. 66, Padangpanjang, Sulawesi Utara 55143",Sereal/Beras,10,IDTPE,Tanjung Perak,35723.05,Jepang,JP,MV JAGA 61,0,1,0,1.125,21,66,58
00446034,2026-01-15 01:00:00,Perum Sinaga,701543039117182,"Jalan Cikutra Barat No. 96, Banda Aceh, PB 70336",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,15684.83,India,IN,MV JAGA 61,0,1,0,0.75,13,66,57
00833677,2026-01-18 18:00:00,PT Melani Hutapea,219136193990916,"Gang Rawamangun No. 6, Tangerang Selatan, BA 57972",Sereal/Beras,10,IDBEL,Belawan,3527.82,Singapura,SG,MV JAGA 61,0,1,0,0.5833333333333334,21,58,49
00380448,2026-01-19 11:00:00,UD Putra Tbk,346247510799118,"Jalan Jayawijaya No. 52, Jayapura, Sumatera Barat 29420",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,36155.9,Singapura,SG,MV JAGA 61,0,1,0,0.7083333333333334,14,52,63
00820744,2026-01-23 21:00:00,PD Manullang Tbk,048281489325288,"Jl. KH Amin Jasuta No. 341, Salatiga, Sulawesi Utara 05140",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,15772.03,India,IN,MV JAGA 61,0,1,0,0.7083333333333334,12,68,85
00457274,2026-01-24 01:00:00,UD Putra Tbk,346247510799118,"Jalan Stasiun Wonokromo No. 735, Sabang, Sumatera Utara 02155",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,43579.25,China,CN,MV JAGA 61,0,1,0,0.16666666666666666,14,52,70
00838393,2026-01-24 15:00:00,UD Putra Tbk,346247510799118,"Gg. Gardujati No. 672, Bogor, Sulawesi Barat 04164",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,12762.3,Jepang,JP,MV JAGA 61,0,1,0,0.5833333333333334,21,65,56
00488915,2026-01-26 04:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jalan Kapten Muslihat No. 41, Pontianak, KU 70241",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,1320.82,India,IN,MV JAGA 61,0,1,0,1.5416666666666667,19,52,57
00716167,2026-02-08 21:00:00,Perum Saptono Mustofa,513542784980841,"Gang Tubagus Ismail No. 67, Bandung, Kalimantan Barat 62996",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,47389.28,Jepang,JP,MV JAGA 61,0,1,0,0.125,16,54,48
00534814,2026-02-13 02:00:00,PD Pudjiastuti Marbun,489638346578713,"Jl. Kapten Muslihat No. 710, Metro, SU 72095",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,12908.66,China,CN,MV JAGA 61,0,1,0,0.9166666666666666,15,46,61
00324585,2026-02-16 10:00:00,PT Waskita,513338726247317,"Jl. Peta No. 342, Purwokerto, Kalimantan Utara 30241",Sereal/Beras,10,IDBEL,Belawan,39368.76,Jepang,JP,MV JAGA 61,0,1,0,0.7916666666666666,19,58,58
00782239,2026-02-17 03:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Sukabumi No. 4, Serang, Bengkulu 00167",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,42356.13,India,IN,MV JAGA 61,0,1,0,0.7083333333333334,16,66,57
00148543,2026-02-25 17:00:00,CV Zulaika Anggraini,916697848018451,"Gang Rawamangun No. 72, Padang, LA 85721",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,34430.11,China,CN,MV JAGA 61,0,1,0,1.9166666666666667,11,65,61
00747856,2026-02-26 19:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Erlangga No. 56, Tomohon, SR 17080",Sereal/Beras,10,IDTPP,Tanjung Priok,44500.56,China,CN,MV JAGA 61,0,1,0,1.0833333333333333,25,53,61
00964432,2026-02-28 13:00:00,PD Suwarno Tbk,872343098050097,"Gang Siliwangi No. 9, Palopo, Sumatera Selatan 90847",Sereal/Beras,10,IDBEL,Belawan,14073.02,China,CN,MV JAGA 61,0,1,0,1.75,14,58,61
