no_dok_ekspor,tgl_dok_ekspor,nama_perusahaan,npwp_perusahaan,alamat_perusahaan,nama_barang,hs_code_2d,kode_pelabuhan_ekspor,nama_pelabuhan_ekspor,berat_barang_ton,negara_tujuan,kode_negara_tujuan,nama_kapal,flag_anomali_tonase,flag_anomali_kapal,flag_anomali_kombinasi,selisih_hari_kapal,pt_hs_count,pel_hs_count,hs_neg_count
00879159,2026-01-15 01:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang Rajawali Barat No. 6, Salatiga, Bengkulu 33412",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,17291.8,Singapura,SG,MV KEZIA 20,0,0,0,2.2083333333333335,19,52,63
00311895,2026-01-18 09:00:00,PT Waskita,513338726247317,"Jl. Pasirkoja No. 869, Tebingtinggi, Lampung 37977",Sereal/Beras,10,IDTPE,Tanjung Perak,25967.72,Jepang,JP,MV KEZIA 20,0,0,0,3.3333333333333335,19,66,58
00350301,2026-01-20 13:00:00,CV Zulaika Anggraini,916697848018451,"Jalan Gegerkalong Hilir No. 467, Sibolga, MA 87430",Sereal/Beras,10,IDBEL,Belawan,4695.33,Jepang,JP,MV KEZIA 20,0,0,0,2.1666666666666665,12,58,58
00626651,2026-01-20 17:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jalan Dipatiukur No. 7, Blitar, Sumatera Utara 77113",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,36522.14,Singapura,SG,MV KEZIA 20,0,1,0,0.16666666666666666,19,54,63
00764983,2026-01-20 17:00:00,PD Manullang Tbk,048281489325288,"Gang Cihampelas No. 6, Bandar Lampung, Banten 04365",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,48018.13,Singapura,SG,MV KEZIA 20,0,1,0,0.0,12,75,69
00721829,2026-01-21 11:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Laswi No. 40, Depok, Jambi 39363",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,33758.03,Singapura,SG,MV KEZIA 20,0,1,0,0.75,24,75,69
00159657,2026-01-25 17:00:00,PT Waskita,513338726247317,"Jalan HOS. Cokroaminoto No. 8, Lhokseumawe, BA 93751",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,12932.11,Singapura,SG,MV KEZIA 20,0,0,0,4.25,15,57,66
00458738,2026-01-27 12:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. Rajiman No. 1, Kendari, Sulawesi Tengah 63531",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,17840.41,Jepang,JP,MV KEZIA 20,0,1,0,1.7916666666666667,12,80,66
00932835,2026-01-29 09:00:00,PT Melani Hutapea,219136193990916,"Jl. Ciwastra No. 783, Semarang, SU 19267",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,31192.0,India,IN,MV KEZIA 20,0,1,0,1.875,19,54,57
00680745,2026-01-30 06:00:00,PD Suwarno Tbk,872343098050097,"Gg. Pacuan Kuda No. 136, Langsa, KB 17647",Sereal/Beras,10,IDTPE,Tanjung Perak,48847.46,China,CN,MV KEZIA 20,0,1,0,0.875,14,66,61
00573617,2026-01-30 11:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Jayawijaya No. 402, Bogor, Kepulauan Riau 33810",Sereal/Beras,27,IDBEL,Belawan,15745.93,India,IN,MV KEZIA 20,0,1,0,0.20833333333333334,60,80,85
00727481,2026-01-31 07:00:00,Perum Sinaga,701543039117182,"Jalan Raya Setiabudhi No. 51, Pagaralam, Kepulauan Bangka Belitung 86959",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,29215.36,Singapura,SG,MV KEZIA 20,0,1,0,0.8333333333333334,16,46,66
00206040,2026-02-02 01:00:00,PT Melani Hutapea,219136193990916,"Jl. Wonoayu No. 88, Pangkalpinang, Kalimantan Tengah 03127",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,42728.06,India,IN,MV KEZIA 20,0,1,0,1.75,19,66,57
00120124,2026-02-06 00:00:00,PD Suwarno Tbk,872343098050097,"Gg. S. Parman No. 88, Balikpapan, KB 00915",Sereal/Beras,10,IDKBU,Kotabaru,18825.63,Singapura,SG,MV KEZIA 20,0,0,0,3.9583333333333335,14,56,49
00603216,2026-02-06 05:00:00,UD Putra Tbk,346247510799118,"Gang HOS. Cokroaminoto No. 9, Cirebon, Kalimantan Selatan 03070",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,6210.22,India,IN,MV KEZIA 20,0,1,0,0.20833333333333334,14,66,57
00807438,2026-02-08 03:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan Rawamangun No. 5, Salatiga, Papua Barat 51502",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,9910.48,China,CN,MV KEZIA 20,0,1,0,1.9166666666666667,22,66,70
00426077,2026-02-11 12:00:00,PT Yulianti,801326773602606,"Gg. Joyoboyo No. 266, Banjarmasin, Gorontalo 72018",Sereal/Beras,10,IDBEL,Belawan,6108.68,India,IN,MV KEZIA 20,0,0,0,3.375,13,58,64
00482052,2026-02-13 19:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Kendalsari No. 40, Surakarta, RI 82029",Sereal/Beras,10,IDBEL,Belawan,46675.76,China,CN,MV KEZIA 20,0,0,0,2.2916666666666665,25,58,61
00567346,2026-02-14 01:00:00,PT Sirait Damanik,983930103105183,"Jl. Cihampelas No. 3, Tarakan, Sulawesi Tengah 18954",Sereal/Beras,10,IDTPE,Tanjung Perak,6172.07,Jepang,JP,MV KEZIA 20,0,1,0,0.25,18,66,58
00405063,2026-02-14 12:00:00,UD Mandala Prayoga,884969653287101,"Gg. Indragiri No. 0, Bogor, Maluku Utara 73377",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,49309.26,India,IN,MV KEZIA 20,0,1,0,0.4583333333333333,18,57,51
00842790,2026-02-14 23:00:00,UD Putra Tbk,346247510799118,"Jalan Cikutra Timur No. 5, Tebingtinggi, Kepulauan Riau 09762",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,38340.97,Jepang,JP,MV KEZIA 20,0,1,0,0.4583333333333333,21,46,56
00651911,2026-02-15 10:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Gegerkalong Hilir No. 0, Surakarta, Jambi 56049",Sereal/Beras,27,IDBEL,Belawan,35330.22,China,CN,MV KEZIA 20,0,1,0,0.4583333333333333,60,80,75
00401227,2026-02-16 05:00:00,Perum Sinaga,701543039117182,"Gang Kendalsari No. 8, Purwokerto, Sulawesi Tengah 77434",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,44157.48,China,CN,MV KEZIA 20,0,1,0,0.7916666666666666,18,72,75
00169860,2026-02-17 07:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang Peta No. 89, Salatiga, Sumatera Barat 00170",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,47024.3,India,IN,MV KEZIA 20,0,1,0,1.0833333333333333,19,66,57
00737095,2026-02-23 18:00:00,CV Zulaika Anggraini,916697848018451,"Gg. Pasteur No. 3, Banjarmasin, MU 56676",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,19626.92,Jepang,JP,MV KEZIA 20,0,0,0,6.458333333333333,16,80,66
00530189,2026-02-23 22:00:00,UD Mandala Prayoga,884969653287101,"Jalan Erlangga No. 9, Bandung, DKI Jakarta 55616",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,4415.6,China,CN,MV KEZIA 20,0,1,0,0.16666666666666666,18,57,61
00249516,2026-02-25 16:00:00,PD Manullang Tbk,048281489325288,"Gang Cikapayang No. 0, Yogyakarta, Papua Barat 35331",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,15147.21,India,IN,MV KEZIA 20,0,1,0,1.75,12,75,85
00944582,2026-02-28 10:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Merdeka No. 5, Sungai Penuh, KS 92323",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,49554.36,India,IN,MV KEZIA 20,0,0,0,2.75,24,68,85
00166039,2026-03-02 07:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Jakarta No. 117, Tual, Banten 59579",Sereal/Beras,27,IDBEL,Belawan,4025.34,Jepang,JP,MV KEZIA 20,0,1,0,1.875,60,80,66
00640814,2026-01-03 22:00:00,UD Mandala Prayoga,884969653287101,"Gang Yos Sudarso No. 1, Solok, Gorontalo 30021",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,29827.33,India,IN,MV LANGGENG 87,0,0,0,,20,54,57
00509965,2026-01-05 07:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang Suryakencana No. 454, Yogyakarta, DKI Jakarta 80262",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,45465.51,China,CN,MV LANGGENG 87,0,1,0,1.375,12,72,75
00611343,2026-01-14 12:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Suniaraja No. 341, Sungai Penuh, Kalimantan Tengah 06153",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,24510.88,China,CN,MV LANGGENG 87,0,0,0,9.208333333333334,60,72,75
00643324,2026-01-14 18:00:00,PT Sirait Damanik,983930103105183,"Gang PHH. Mustofa No. 640, Sibolga, Sumatera Barat 39533",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,26659.75,Singapura,SG,MV LANGGENG 87,0,1,0,0.25,15,65,66
00267091,2026-01-21 03:00:00,PD Manullang Tbk,048281489325288,"Gang Wonoayu No. 15, Denpasar, Jambi 67467",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,41795.31,India,IN,MV LANGGENG 87,0,0,0,6.375,24,57,51
00702345,2026-01-22 23:00:00,PD Suwarno Tbk,872343098050097,"Jalan Cikutra Barat No. 767, Gorontalo, NB 55562",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,12150.2,Jepang,JP,MV LANGGENG 87,0,1,0,1.8333333333333333,22,52,48
00135228,2026-01-23 15:00:00,PT Waskita,513338726247317,"Jalan Cikutra Timur No. 1, Jayapura, Riau 61347",Sereal/Beras,10,IDBEL,Belawan,32444.44,Jepang,JP,MV LANGGENG 87,0,1,0,0.6666666666666666,19,58,58
00738738,2026-01-24 08:00:00,UD Mandala Prayoga,884969653287101,"Gg. Kiaracondong No. 9, Banjarbaru, SG 16451",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,38552.95,Singapura,SG,MV LANGGENG 87,0,1,0,0.7083333333333334,15,80,69
00753510,2026-01-25 01:00:00,UD Mandala Prayoga,884969653287101,"Gang Jamika No. 402, Bitung, NB 79980",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,31324.84,Singapura,SG,MV LANGGENG 87,0,1,0,0.7083333333333334,18,57,66
00456885,2026-01-25 17:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Gedebage Selatan No. 1, Batam, Nusa Tenggara Barat 55423",Sereal/Beras,10,IDBEL,Belawan,47868.0,India,IN,MV LANGGENG 87,0,1,0,0.6666666666666666,25,58,64
00308347,2026-01-29 00:00:00,PT Yulianti,801326773602606,"Gang Raya Setiabudhi No. 55, Kota Administrasi Jakarta Timur, Kalimantan Timur 32912",Sereal/Beras,10,IDBEL,Belawan,8946.33,Singapura,SG,MV LANGGENG 87,0,0,0,3.2916666666666665,13,58,49
00619652,2026-01-29 19:00:00,PT Waskita,513338726247317,"Jl. Sentot Alibasa No. 8, Malang, Aceh 44694",Sereal/Beras,10,IDKBU,Kotabaru,44397.58,India,IN,MV LANGGENG 87,0,1,0,0.7916666666666666,19,56,64
00880958,2026-01-30 13:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan R.E Martadinata No. 0, Bekasi, Kepulauan Riau 11363",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,19406.3,China,CN,MV LANGGENG 87,0,1,0,0.75,15,66,61
00538385,2026-02-01 06:00:00,PT Melani Hutapea,219136193990916,"Gg. Rajiman No. 32, Banda Aceh, KI 23098",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,13110.86,India,IN,MV LANGGENG 87,0,1,0,1.7083333333333333,9,72,85
00840413,2026-02-02 01:00:00,PT Sirait Damanik,983930103105183,"Jl. KH Amin Jasuta No. 41, Sibolga, SB 99625",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,43356.51,India,IN,MV LANGGENG 87,0,1,0,0.7916666666666666,13,54,57
00697358,2026-02-09 10:00:00,CV Zulaika Anggraini,916697848018451,"Jl. K.H. Wahid Hasyim No. 62, Kota Administrasi Jakarta Barat, YO 55251",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,15960.4,India,IN,MV LANGGENG 87,0,0,0,7.375,11,66,51
00874111,2026-02-12 21:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan R.E Martadinata No. 51, Madiun, LA 79627",Sereal/Beras,10,IDTPE,Tanjung Perak,29017.54,Jepang,JP,MV LANGGENG 87,0,0,0,3.4583333333333335,17,66,58
00602846,2026-02-14 08:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Rajiman No. 22, Jayapura, BT 04633",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,33989.48,China,CN,MV LANGGENG 87,0,1,0,1.4583333333333333,15,66,61
00737522,2026-02-15 16:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang H.J Maemunah No. 254, Pangkalpinang, KB 79799",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,35832.46,Singapura,SG,MV LANGGENG 87,0,1,0,1.3333333333333333,15,46,66
00179379,2026-02-16 10:00:00,CV Zulaika Anggraini,916697848018451,"Gang Rajawali Barat No. 000, Prabumulih, Papua Barat 87066",Sereal/Beras,10,IDTPE,Tanjung Perak,30750.2,China,CN,MV LANGGENG 87,0,1,0,0.75,12,66,61
00893098,2026-02-16 22:00:00,UD Mandala Prayoga,884969653287101,"Gg. Gedebage Selatan No. 97, Bekasi, Nusa Tenggara Barat 91149",Sereal/Beras,10,IDTPP,Tanjung Priok,47212.98,China,CN,MV LANGGENG 87,0,1,0,0.5,16,53,61
00820923,2026-02-17 23:00:00,UD Putra Tbk,346247510799118,"Gg. Gedebage Selatan No. 27, Kediri, PB 11554",Sereal/Beras,10,IDTPP,Tanjung Priok,22779.98,India,IN,MV LANGGENG 87,0,1,0,1.0416666666666667,18,53,64
00321574,2026-02-18 13:00:00,UD Mandala Prayoga,884969653287101,"Gang Surapati No. 15, Lubuklinggau, Kepulauan Bangka Belitung 27111",Sereal/Beras,10,IDTPP,Tanjung Priok,27770.79,China,CN,MV LANGGENG 87,0,1,0,0.5833333333333334,16,53,61
00655287,2026-02-19 17:00:00,UD Putra Tbk,346247510799118,"Gang Medokan Ayu No. 25, Tomohon, LA 26355",Sereal/Beras,10,IDBEL,Belawan,25063.42,Jepang,JP,MV LANGGENG 87,0,1,0,1.1666666666666667,18,58,58
00606788,2026-02-20 15:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gg. W.R. Supratman No. 655, Kota Administrasi Jakarta Utara, ST 92931",Sereal/Beras,10,IDKBU,Kotabaru,40634.55,Singapura,SG,MV LANGGENG 87,0,1,0,0.9166666666666666,15,56,49
00885061,2026-02-21 22:00:00,PD Suwarno Tbk,872343098050097,"Gang Jayawijaya No. 5, Kota Administrasi Jakarta Selatan, PA 71753",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,9490.31,India,IN,MV LANGGENG 87,0,1,0,1.2916666666666667,14,57,51
00990979,2026-02-26 16:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. Ahmad Yani No. 51, Tanjungbalai, JK 84781",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,14503.43,Singapura,SG,MV LANGGENG 87,0,0,0,4.75,18,65,66
00560512,2026-02-26 18:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jalan Kutisari Selatan No. 5, Pagaralam, NB 08424",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,44673.23,India,IN,MV LANGGENG 87,0,1,0,0.08333333333333333,18,80,85
00395077,2026-02-26 21:00:00,PT Yulianti,801326773602606,"Jl. Rajawali Timur No. 325, Payakumbuh, Papua Barat 76927",Sereal/Beras,10,IDTPP,Tanjung Priok,24655.47,Jepang,JP,MV LANGGENG 87,0,1,0,0.125,13,53,58
00455211,2026-01-01 00:00:00,CV Zulaika Anggraini,916697848018451,"Gang Cikapayang No. 06, Cilegon, BE 78436",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,28800.79,China,CN,MV MALIK 51,0,0,0,,16,68,75
00841782,2026-01-03 11:00:00,PT Pradipta (Persero) Tbk,983930103105183,"Jalan Gegerkalong Hilir No. 3, Tual, Kalimantan Tengah 35290",Sereal/Beras,10,IDKBU,Kotabaru,1944.3,India,IN,MV MALIK 51,0,0,1,2.4583333333333335,1,56,64
00614591,2026-01-06 19:00:00,UD Putra Tbk,346247510799118,"Jl. Suryakencana No. 44, Padang, PB 99353",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,24003.75,Jepang,JP,MV MALIK 51,0,0,0,3.3333333333333335,21,46,56
00131438,2026-01-08 23:00:00,PD Suwarno Tbk,872343098050097,"Gang Sentot Alibasa No. 404, Malang, ST 73384",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,7335.51,Jepang,JP,MV MALIK 51,0,0,0,2.1666666666666665,22,66,48
00376188,2026-01-09 10:00:00,CV Zulaika Anggraini,916697848018451,"Gg. Ciwastra No. 6, Sorong, Jawa Tengah 51168",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,5112.52,China,CN,MV MALIK 51,0,1,0,0.4583333333333333,20,66,70
00122061,2026-01-11 15:00:00,UD Mandala Prayoga,884969653287101,"Jalan Rungkut Industri No. 71, Batu, BB 75374",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,42918.56,Singapura,SG,MV MALIK 51,0,0,0,2.2083333333333335,20,54,63
00445098,2026-01-11 21:00:00,PT Waskita,513338726247317,"Jalan Laswi No. 35, Kota Administrasi Jakarta Utara, NB 32593",Sereal/Beras,10,IDBEL,Belawan,45481.32,India,IN,MV MALIK 51,0,1,0,0.25,19,58,64
00812745,2026-01-12 04:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Asia Afrika No. 32, Binjai, LA 41036",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,26997.42,China,CN,MV MALIK 51,0,1,0,0.2916666666666667,60,80,75
00710380,2026-01-12 12:00:00,PT Yulianti,801326773602606,"Gang Pasir Koja No. 8, Surakarta, KB 82973",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,45857.76,India,IN,MV MALIK 51,0,1,0,0.3333333333333333,20,65,51
00107332,2026-01-15 10:00:00,PT Melani Hutapea,219136193990916,"Gang Soekarno Hatta No. 56, Prabumulih, KR 77225",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,44783.48,China,CN,MV MALIK 51,0,0,0,2.9166666666666665,9,68,75
00252657,2026-01-17 00:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jalan Kapten Muslihat No. 961, Kediri, KS 42605",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,27608.55,Jepang,JP,MV MALIK 51,0,1,0,1.5833333333333333,15,65,56
00723175,2026-01-17 01:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Sukajadi No. 539, Palangkaraya, Nusa Tenggara Barat 21971",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,29942.69,India,IN,MV MALIK 51,0,1,0,0.041666666666666664,16,52,57
00428047,2026-01-17 19:00:00,PT Sirait Damanik,983930103105183,"Jalan Erlangga No. 20, Sukabumi, Lampung 49297",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,38890.71,India,IN,MV MALIK 51,0,1,0,0.75,20,68,85
00877206,2026-01-18 14:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang Abdul Muis No. 30, Surabaya, JB 47951",Sereal/Beras,10,IDKBU,Kotabaru,10224.2,India,IN,MV MALIK 51,0,1,0,0.7916666666666666,16,56,64
00742016,2026-01-20 05:00:00,PT Melani Hutapea,219136193990916,"Gg. Pacuan Kuda No. 9, Tarakan, SG 75784",Sereal/Beras,10,IDKBU,Kotabaru,47691.62,China,CN,MV MALIK 51,0,1,0,1.625,21,56,61
00435551,2026-01-20 10:00:00,CV Zulaika Anggraini,916697848018451,"Jl. K.H. Wahid Hasyim No. 1, Lubuklinggau, BA 03571",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,27511.15,Jepang,JP,MV MALIK 51,0,1,0,0.20833333333333334,20,52,48
00754326,2026-01-22 01:00:00,PD Manullang Tbk,048281489325288,"Jl. Gegerkalong Hilir No. 040, Mojokerto, BB 88044",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,25553.84,India,IN,MV MALIK 51,0,1,0,1.625,24,66,51
00700783,2026-01-22 20:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Moch. Toha No. 5, Meulaboh, BT 75571",Lemak & Minyak Hewani/Nabati (CPO),27,IDBEL,Belawan,26612.81,Jepang,JP,MV MALIK 51,0,1,0,0.7916666666666666,60,80,66
00633110,2026-01-23 05:00:00,PD Pudjiastuti Marbun,489638346578713,"Gg. Jend. Sudirman No. 4, Bima, SN 56981",Sereal/Beras,10,IDKBU,Kotabaru,21071.45,China,CN,MV MALIK 51,0,1,0,0.375,17,56,61
00559292,2026-01-23 05:00:00,CV Zulaika Anggraini,916697848018451,"Jalan M.T Haryono No. 638, Padang, Kepulauan Riau 21269",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,46446.98,Jepang,JP,MV MALIK 51,0,1,0,0.0,16,80,66
00452699,2026-01-24 05:00:00,UD Putra Tbk,346247510799118,"Gang K.H. Wahid Hasyim No. 7, Jayapura, MA 70866",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,28461.18,China,CN,MV MALIK 51,0,1,0,1.0,21,46,61
00730526,2026-01-24 19:00:00,UD Putra Tbk,346247510799118,"Gg. Tebet Barat Dalam No. 61, Denpasar, Riau 28975",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,26238.07,Singapura,SG,MV MALIK 51,0,1,0,0.5833333333333334,14,52,63
00548839,2026-01-27 19:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gang Rungkut Industri No. 763, Prabumulih, KU 92944",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,4242.6,India,IN,MV MALIK 51,0,0,0,3.0,18,72,85
00114232,2026-01-28 02:00:00,Perum Sinaga,701543039117182,"Gg. Soekarno Hatta No. 85, Dumai, Sumatera Selatan 80002",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,38082.44,Singapura,SG,MV MALIK 51,0,1,0,0.2916666666666667,13,54,63
00658350,2026-01-30 07:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. Pacuan Kuda No. 833, Bengkulu, SR 71208",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,21128.28,Singapura,SG,MV MALIK 51,0,0,0,2.2083333333333335,16,66,63
00724232,2026-02-02 10:00:00,UD Mandala Prayoga,884969653287101,"Gang Rajiman No. 4, Sukabumi, Papua Barat 56527",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,21065.34,Singapura,SG,MV MALIK 51,0,0,0,3.125,20,66,63
00548600,2026-02-06 00:00:00,UD Putra Tbk,346247510799118,"Jl. Dipatiukur No. 2, Surabaya, Kalimantan Barat 24471",Sereal/Beras,10,IDTPP,Tanjung Priok,33648.75,Jepang,JP,MV MALIK 51,0,0,0,3.5833333333333335,18,53,58
00460280,2026-02-09 08:00:00,CV Zulaika Anggraini,916697848018451,"Jl. Raya Ujungberung No. 135, Pekanbaru, Bengkulu 42067",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,15704.84,India,IN,MV MALIK 51,0,0,0,3.3333333333333335,16,72,85
00216941,2026-02-11 07:00:00,PD Manullang Tbk,048281489325288,"Gang Gardujati No. 082, Mataram, PA 34396",Sereal/Beras,10,IDTPE,Tanjung Perak,45264.35,China,CN,MV MALIK 51,0,1,0,1.9583333333333333,20,66,61
00440000,2026-02-14 21:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jalan Dipenogoro No. 882, Serang, Banten 07053",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,20086.62,India,IN,MV MALIK 51,0,0,0,3.5833333333333335,18,57,51
00263443,2026-02-15 09:00:00,UD Putra Tbk,346247510799118,"Jl. Raya Setiabudhi No. 341, Medan, Jawa Tengah 69296",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,34475.79,India,IN,MV MALIK 51,0,1,0,0.5,21,46,51
00951616,2026-02-20 01:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang Cihampelas No. 35, Bengkulu, Jawa Timur 13361",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,23549.97,Singapura,SG,MV MALIK 51,0,0,0,4.666666666666667,19,52,63
00964973,2026-02-21 12:00:00,PT Melani Hutapea,219136193990916,"Gang PHH. Mustofa No. 20, Tegal, BB 79290",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,39869.01,India,IN,MV MALIK 51,0,1,0,1.4583333333333333,19,66,57
00771942,2026-02-22 00:00:00,Perum Saptono Mustofa,513542784980841,"Gang Cihampelas No. 8, Padang, Kalimantan Selatan 46249",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,37115.26,China,CN,MV MALIK 51,0,1,0,0.5,16,66,70
00164960,2026-02-28 03:00:00,PD Manullang Tbk,048281489325288,"Gang R.E Martadinata No. 02, Parepare, Bengkulu 60166",Sereal/Beras,10,IDKBU,Kotabaru,40500.5,China,CN,MV MALIK 51,0,0,0,6.125,20,56,61
00412662,2026-01-01 05:00:00,PD Suwarno Tbk,872343098050097,"Gang Sadang Serang No. 521, Pontianak, SS 55231",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,46458.19,Singapura,SG,MV MAMAN 74,0,0,0,,14,46,66
00941361,2026-01-01 07:00:00,PT Melani Hutapea,219136193990916,"Jl. Suniaraja No. 292, Pematangsiantar, Sulawesi Utara 43474",Sereal/Beras,10,IDTPE,Tanjung Perak,49639.27,Singapura,SG,MV MAMAN 74,0,1,0,0.08333333333333333,21,66,49
00449533,2026-01-02 16:00:00,Perum Sinaga,701543039117182,"Gg. K.H. Wahid Hasyim No. 513, Gorontalo, Aceh 63140",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,36147.69,China,CN,MV MAMAN 74,0,1,0,1.375,18,80,75
00711025,2026-01-03 09:00:00,PD Manullang Tbk,048281489325288,"Jalan Jend. Sudirman No. 9, Ternate, Sulawesi Utara 03731",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,2053.56,China,CN,MV MAMAN 74,0,1,0,0.7083333333333334,16,66,70
