ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB,KODE_KANTOR,TGL_SYNC_OSS
C002916,0124825544286,58.607.403.3-143.361,PERUM SITUMORANG HUTASOIT (PERSERO) TBK,GANG RAYA SETIABUDHI NO. 70,SOLOK,64,95966,(0758) 021-8834,IMPORTIR,,4941521481,2025-12-26,AKTIF,100300,2026-03-31
C002917,4689715273230,01.882.512.5-503.414,PERUM PRANOWO PRASETYO TBK,GANG PELAJAR PEJUANG NO. 155,PASURUAN,16,78847,+62 (90) 380-6951,IMPORTIR,,5904790064,2023-05-26,AKTIF,030100,2026-03-20
C002918,4883192134249,20 772 521,PD SIHOMBING (PERSERO) TBK (CABANG),JALAN H.J MAEMUNAH NO. 397,,35,50864,+62-191-176-9311,KEDUA-DUANYA,2490636590,2063593867,2024-03-04,AKTIF,071300,2026-05-14
C002919,7818325244853,13.511.903.2-437.566,PT SINAGA,GG. DIPATIUKUR NO. 807,BANDUNG,33,03545,+62-031-002-6799,IMPORTIR,4803163678,6709686299,2023-09-30,DICABUT,050100,2026-06-02
C002920,1542306002302,64.442.895.5-662.707,PERUM WASTUTI NAJMUDIN,GANG PACUAN KUDA NO. 6,MALANG,12,17160,+62-570-176-3197,IMPORTIR,,8767625058,2023-07-16,AKTIF,011200,2026-05-30
C002921,8231457611022,45.086.302.4-414.285,PT PUSPITA ZULKARNAIN,JALAN LEMBONG NO. 9,PARIAMAN,35,,(013) 869-0601,EKSPORTIR,9300281906,,2025-05-21,AKTIF,070500,2026-05-08
C002922,4741253137956,12.013.053.7-501.507,PD WIBISONO KUSWANDARI (PERSERO) TBK (CABANG),GG. PELAJAR PEJUANG NO. 19,TEBINGTINGGI,35,79876,(0429) 062-9814,IMPORTIR,,5029229997,2025-05-08,AKTIF,060100,2026-06-08
C002923,4003818036485,91.094.693.0-939.045,PD KUSMAWATI HALIMAH,JL. S. PARMAN NO. 25,TANJUNGBALAI,33,86309,+62 (105) 962 5449,KEDUA-DUANYA,2338383869,3924956208,2023-02-18,AKTIF,050100,2026-03-16
C002924,760375482145,91.772.424.5-644.680,UD HARYANTO (PERSERO) TBK,GG. SUKABUMI NO. 8,SAMARINDA,51,29145,+62-87-801-5884,KEDUA-DUANYA,6174940655,6614129486,2025-04-18,DIBEKUKAN,090100,2026-05-16
C002925,1364689068878,40.551.950.0-193.613,PERUM HALIMAH,GANG MONGINSIDI NO. 4,BITUNG,35,80187,0801408099,IMPORTIR,,5581152027,2025-10-20,AKTIF,070100,2026-04-20
C002926,2806955211095,27.080.407.1-342.391,PT SIRAIT (PERSERO) TBK,JL. ASTANA ANYAR NO. 6,DUMAI,61,92407,+62 (025) 037 5450,KEDUA-DUANYA,8324753973,4066787522,2023-08-03,AKTIF,090400,2026-06-07
C002927,9253460581195,17.227.741.6-110.243,PERUM RAHMAWATI,GANG SADANG SERANG NO. 097,,36,,+62 (808) 015-5551,KEDUA-DUANYA,8720903740,7335294850,2024-06-11,AKTIF,050400,2026-06-05
C002928,7763065858276,778688868,PERUM SUWARNO NAINGGOLAN TBK,GG. SENTOT ALIBASA NO. 3,SURABAYA,64,59456,+62 (0903) 479 4776,KEDUA-DUANYA,4803163678,9402399720,2024-05-16,AKTIF,100300,2026-05-07
C002929,6713223709031,30.316.951.6-319.298,PERUM PRASETYA (PERSERO) TBK,GANG RAYA SETIABUDHI NO. 65,JAMBI,51,21489,+62 (0637) 722 7451,IMPORTIR,,2512242099,2024-04-04,DIBEKUKAN,090100,2026-04-24
C002930,0162444516961,27.500.014.3-267.030,PERUM PRATIWI ARDIANTO TBK,GG. RUNGKUT INDUSTRI NO. 991,YOGYAKARTA,35,48836,(0763) 049 3153,IMPORTIR,,3202173718,2024-04-05,AKTIF,070500,2026-05-11
C002931,6547631691455,76.975.862.0-211.394,CV RAMADAN FARIDA (PERSERO) TBK,GG. SOEKARNO HATTA NO. 9,MATARAM,12,00751,+62 (014) 123-3173,IMPORTIR,,8629660905,2023-11-23,DICABUT,011200,2026-05-23
C002932,7306629315181,59.553.512.2-301.797,PD JAILANI PRAYOGA (PERSERO) TBK,GG. CIWASTRA NO. 458,PASURUAN,33,36213,0836428551,KEDUA-DUANYA,1465248684,1467669784,2025-04-28,AKTIF,050100,2026-06-08
C002933,5563318574817,02.007.389.6-409.984,CV MAULANA TBK,JL. CIKAPAYANG NO. 68,,35,35670,+62 (306) 337 7318,EKSPORTIR,6913804753,,2024-09-07,AKTIF,070100,2026-04-06
C002934,1218833401791,75.923.311.4-714.726,PERUM HIDAYAT NURAINI,JALAN SUKAJADI NO. 80,GORONTALO,12,,+62-93-328-1384,EKSPORTIR,4803163678,,2025-02-10,AKTIF,011200,2026-05-27
C002935,5874131467536,14.180.475.5-676.116,PT MEGANTARA HASSANAH,JALAN AHMAD DAHLAN NO. 97,PANGKALPINANG,21,14754,+62-38-364-2511,KEDUA-DUANYA,6643550097,6923911218,2024-04-25,AKTIF,020400,2026-04-15
C002936,3834306903556,79 855 693,CV WIJAYANTI (PERSERO) TBK,GG. YOS SUDARSO NO. 1,,73,42765,(0908) 757 7774,IMPORTIR,,0511745991,2023-07-30,AKTIF,140100,2026-04-05
C002937,4369580504505,92.032.610.2-544.275,CV MAHENDRA HARYANTO TBK,GANG KAPTEN MUSLIHAT NO. 160,KEDIRI,21,36817,+62 (0620) 609-0100,EKSPORTIR,2835846553,,2024-02-08,AKTIF,020100,2026-05-24
C002938,3063603048210,17.224.391.8-651.976,PT SALAHUDIN UTAMA,GG. SURYAKENCANA NO. 42,PEKANBARU,51,60194,+62 (850) 911-5322,IMPORTIR,,3762773399,2023-01-28,AKTIF,080100,2026-04-30
C002939,4996107799772,19.164.144.6-314.891,PT SIRAIT HUTAGALUNG TBK,JALAN SURAPATI NO. 880,CIMAHI,21,27161,(0603) 484-7880,IMPORTIR,,6315772913,2023-10-30,AKTIF,020100,2026-06-09
C002940,1077196767416,49.848.052.6-272.561,PERUM PERMADI MANDALA (PERSERO) TBK,GG. GEDEBAGE SELATAN NO. 318,BANJARMASIN,12,14980,+62-47-245-7126,KEDUA-DUANYA,6173382249,9354481944,2024-08-10,AKTIF,011200,2026-04-29
C002941,2054048345768,16.909.351.4-069.228,UD WIJAYANTI SAPUTRA,GG. CIKUTRA BARAT NO. 885,,35,08771,(0728) 072-0090,EKSPORTIR,4435252158,,2025-08-31,AKTIF,071300,2026-04-05
C002942,7080538289812,90.153.670.3-674.889,CV NURAINI,GG. IR. H. DJUANDA NO. 62,BIMA,64,59637,+62 (054) 668 0797,KEDUA-DUANYA,0540216759,2951202983,2024-02-04,AKTIF,100300,2026-05-23
C002943,0935871702005,17 125 001,UD SIRAIT (CABANG),GANG M.T HARYONO NO. 37,MAGELANG,35,32702,0842553961,KEDUA-DUANYA,1297474348,4122746335,2024-01-19,AKTIF,070100,2026-06-01
C002944,9731791286857,66.475.183.5-729.382,PD BUDIYANTO TBK,JL. OTTO ISKANDARDINATA NO. 42,MOJOKERTO,32,87766,+62 (068) 478 0405,KEDUA-DUANYA,5315808088,6027238411,2023-03-16,AKTIF,050900,2026-04-12
C002945,9962637792711,07.969.448.3-366.126,PT YOLANDA WIBISONO TBK,JL. ASTANA ANYAR NO. 54,BINJAI,33,19281,(0245) 897-4196,IMPORTIR,,1292530213,2025-04-13,AKTIF,050100,2026-03-21
C002946,6483123068125,93.519.913.7-539.871,UD FIRGANTORO (PERSERO) TBK,GANG HOS. COKROAMINOTO NO. 314,TANGERANG SELATAN,35,20207,+62 (0537) 573 9426,KEDUA-DUANYA,8515493769,5582548047,2023-03-26,DIBEKUKAN,070100,2026-06-05
C002947,7598875921299,98.433.319.2-404.047,PD SALAHUDIN,GG. TUBAGUS ISMAIL NO. 8,PADANG,51,53666,(010) 995 8330,KEDUA-DUANYA,4803163678,9817341231,2025-07-26,AKTIF,090100,2026-04-17
C002948,3404665046382,89.542.182.3-172.422,PD LAKSMIWATI TBK,GANG KEBONJATI NO. 2,SUKABUMI,16,05467,+62 (398) 193-7175,KEDUA-DUANYA,9738569225,9495924742,2025-01-01,AKTIF,030100,2026-06-02
C002949,4962278761870,44.488.030.8-914.122,CV PERMADI NASHIRUDDIN (PERSERO) TBK,JALAN GARDUJATI NO. 9,PALANGKARAYA,31,29748,+62 (71) 147 9344,IMPORTIR,,0240470258,2025-05-07,AKTIF,040300,2026-05-01
C002950,2498596343650X,78.256.106.6-955.144,PT SUARTINI NAINGGOLAN,JALAN KUTISARI SELATAN NO. 52,CIREBON,73,60741,+62 (36) 659-4232,IMPORTIR,,6011639569,2025-11-01,AKTIF,110100,2026-04-25
C002951,1942268653694,044556883,CV PRATAMA NAPITUPULU,JALAN TEBET BARAT DALAM NO. 662,BENGKULU,91,72018,+62-0617-896-1419,IMPORTIR,,8829029777,2025-10-10,AKTIF,120300,2026-04-18
C002952,5001701277063,88.931.135.4-162.895,CV HASSANAH SANTOSO TBK,GG. SURYAKENCANA NO. 30,PANGKALPINANG,12,26841,+62 (0466) 445 3707,KEDUA-DUANYA,4803163678,5761174059,2023-04-17,AKTIF,010700,2026-03-31
C002953,6774871105773,02.742.966.8-656.965,CV WINARSIH,JL. H.J MAEMUNAH NO. 0,SURAKARTA,21,80743,+62 (221) 850-9320,EKSPORTIR,4915028290,,2025-10-27,DICABUT,020400,2026-04-04
C002954,3707043737514,30.382.983.3-880.328,PERUM LAKSITA TBK,JALAN SUNIARAJA NO. 43,SALATIGA,21,41217,(056) 702 7376,EKSPORTIR,7121161073,,2024-09-07,AKTIF,020400,2026-05-29
C002955,8304342299785,27.133.846.1-707.706,PT PURWANTI,JALAN MOCH. RAMDAN NO. 5,BEKASI,31,73779,+62 (049) 981 2917,IMPORTIR,,1432410127,2024-07-28,AKTIF,010100,2026-04-27
C002956,2901487068277,65.701.693.8-714.127,CV SIRAIT (PERSERO) TBK,JL. W.R. SUPRATMAN NO. 7,TUAL,21,65796,0890883906,EKSPORTIR,5231976944,,2024-05-15,AKTIF,020100,2026-05-13
C002957,4855716176880,21.613.280.2-296.046,PD SANTOSO UYAINAH,JL. SILIWANGI NO. 23,TIDORE KEPULAUAN,51,66513,(0672) 706-2198,KEDUA-DUANYA,8919787555,8165215922,2023-12-05,AKTIF,080100,2026-03-24
C002958,0090255905616,44.365.421.5-057.677,UD RIYANTI,GG. ABDUL MUIS NO. 33,BANDA ACEH,51,88899,(0161) 020 1450,IMPORTIR,,8891131797,2024-09-16,AKTIF,090100,2026-05-18
C002959,6655751842381,39.631.023.0-412.414,UD MAULANA UTAMI,JALAN DIPATIUKUR NO. 407,KEDIRI,16,64929,+62 (149) 922-8921,IMPORTIR,,8181436063,2025-06-12,AKTIF,030100,2026-06-08
C002960,2280857623623,415092218,PT ZULAIKA TBK,GANG WONOAYU NO. 181,BENGKULU,33,,+62 (0155) 841 5317,EKSPORTIR,1551067606,,2024-10-12,AKTIF,060300,2026-03-21
C002961,2054260244211,47985O667986652,CV MAYASARI WIJAYA,JALAN SUKABUMI NO. 435,JAYAPURA,21,,+62 (0705) 908 5641,EKSPORTIR,9123917376,,2024-09-23,AKTIF,020100,2026-03-19
C002962,8724504094147,85.508.092.6-563.169,PERUM KUSWOYO TARIHORAN TBK,JALAN RAYA SETIABUDHI NO. 1,,35,,(0504) 658 4751,EKSPORTIR,0776467774,,2025-03-01,AKTIF,070500,2026-04-13
C002963,9965599767910,49.939.981.2-822.031,CV FUJIATI ANGGRIAWAN,JALAN RAJAWALI BARAT NO. 29,SAWAHLUNTO,51,21529,+62 (0220) 212-9907,EKSPORTIR,0724488027,,2025-08-06,AKTIF,090100,2026-05-25
C002964,9367061975003,67.078.831.4-663.057,PT YULIARTI,JALAN ABDUL MUIS NO. 8,DENPASAR,12,13114,+62 (616) 265 7712,EKSPORTIR,4803163678,,2024-12-24,DICABUT,010700,2026-03-25
C002965,3642373313424,08.299.905.7-126.821,UD WASKITA,GANG KEBONJATI NO. 6,,32,54673,+62 (90) 700-2855,EKSPORTIR,9104330317,,2025-08-18,AKTIF,050900,2026-04-25
C002966,3433747994553,430569908,UD YULIARTI HASANAH,GG. HOS. COKROAMINOTO NO. 79,,16,,082 323 8516,KEDUA-DUANYA,6102283849,5019161713,2025-04-17,AKTIF,030100,2026-06-11
C002967,7993184575431,57.057.969.6-507.810,CV SALAHUDIN TBK,GANG ANTAPANI LAMA NO. 46,KOTA ADMINISTRASI JAKARTA SELATAN,35,44163,+62-019-033-2717,IMPORTIR,,1876735454,2025-05-28,AKTIF,070500,2026-05-21
C002968,8571422410988,54 568 042,PT KUSMAWATI MANULLANG (PERSERO) TBK,GANG KH AMIN JASUTA NO. 450,BITUNG,12,09968,(066) 416 3423,EKSPORTIR,8385234385,,2024-09-29,AKTIF,010700,2026-04-11
C002969,0527810558000,982OOO63O785385,PD HARIYAH TBK,JL. SUKAJADI NO. 02,METRO,12,,+62-097-811-9454,IMPORTIR,,7733399049,2023-09-03,AKTIF,020300,2026-04-15
C002970,0000000000000,279745108,CV GUNARTO NAMAGA,GANG CIKAPAYANG NO. 9,KUPANG,31,61710,+62 (0880) 873 6126,KEDUA-DUANYA,6299688634,7892133806,2023-04-19,AKTIF,040300,2026-05-26
C002971,7493135276255,78.252.975.7-433.675,PT LATUPONO PUSPITA (PERSERO) TBK,JL. W.R. SUPRATMAN NO. 9,PEKALONGAN,21,21853,+62 (026) 398-3350,IMPORTIR,,7083270407,2025-05-18,AKTIF,020400,2026-04-30
C002972,1944746905792,111845238,NAMAGA TBK (CABANG),JL. TUBAGUS ISMAIL NO. 6,PRABUMULIH,35,07677,+62 (0936) 777 6398,IMPORTIR,,3081717832,2024-02-07,AKTIF,060100,2026-04-13
C002973,1531234550688,23.446.585.1-497.641,PD PRASETYO (PERSERO) TBK,JL. PHH. MUSTOFA NO. 74,PASURUAN,36,95587,+62 (726) 260 5614,KEDUA-DUANYA,4803163678,0057902582,2025-12-10,DIBEKUKAN,050400,2026-04-03
C002974,1251811998897,226493975,PERUM UTAMA,JALAN PELAJAR PEJUANG NO. 37,LUBUKLINGGAU,91,73063,+62 (089) 234-1119,KEDUA-DUANYA,7747742450,3686399937,2024-01-23,AKTIF,120300,2026-04-13
C002975,5948224524881,49.893.015.3-901.373,KUSMAWATI IRAWAN (CABANG),GANG STASIUN WONOKROMO NO. 21,SAWAHLUNTO,61,36860,(029) 928-4250,IMPORTIR,,4607673251,2024-09-29,AKTIF,090400,2026-03-13
C002976,0422464069486,96.112.799.7-345.873,PERUM NAJMUDIN ANGGRAINI (CABANG),GANG KUTAI NO. 8,PAREPARE,12,44584,087 639 7191,EKSPORTIR,6971719123,,2014-09-11,AKTIF,010700,2026-04-29
C002977,0284136233470,38.018.476.1-257.410,PD BUDIMAN,GANG RUMAH SAKIT NO. 436,,61,86811,+62-033-892-8079,IMPORTIR,,0807168534,2025-09-28,AKTIF,090400,2026-04-17
C002978,4612014079834,02.005.460.7-807.077,PD NASHIRUDDIN (PERSERO) TBK (CABANG),JALAN VETERAN NO. 653,JAYAPURA,61,53428,084 197 1024,EKSPORTIR,7318711054,,2024-03-27,AKTIF,090400,2026-06-11
C002979,5512169832328,45.933.265.1-268.999,UD HIDAYAT LAZUARDI,GANG CEMPAKA NO. 6,BINJAI,33,65728,+62 (199) 173 9316,EKSPORTIR,8312297788,,2023-08-22,AKTIF,050100,2026-03-17
C002980,4946920856490,8752333542II352,PERUM WIBISONO,GANG CIHAMPELAS NO. 3,PEKALONGAN,21,23394,(0462) 798 8779,EKSPORTIR,1589809633,,2023-06-08,AKTIF,020400,2026-05-26
C002981,1442381454032,61.731.278.1-350.260,PERUM MULYANI,GANG SETIABUDHI NO. 3,,16,48759,+62-091-824-9067,EKSPORTIR,4803163678,,2023-10-13,DIBEKUKAN,030100,2026-04-07
C002982,5376882409194,958283824492603,CV PADMASARI SALAHUDIN (PERSERO) TBK (CABANG),JL. W.R. SUPRATMAN NO. 798,BANDUNG,51,72028,(053) 363 3019,IMPORTIR,,2652255836,2024-06-09,AKTIF,080100,2026-03-16
C002983,0430238545148,298824570986090,PERUM PRANOWO,GANG SUKABUMI NO. 72,MATARAM,33,65556,(057) 246-7468,KEDUA-DUANYA,3531134076,3234856188,2023-04-04,AKTIF,060300,2026-04-25
C002984,5834417309818,96.085.735.9-726.959,PT NASHIRUDDIN MANDALA (PERSERO) TBK,GANG JOYOBOYO NO. 9,,33,43704,085 016 2614,KEDUA-DUANYA,1098439328,0294452603,2025-06-14,DICABUT,050100,2026-03-20
C002985,3009201887069,47 488 421,CV SIHOMBING UTAMA,GG. SUNIARAJA NO. 62,SAWAHLUNTO,51,95909,081 521 3802,KEDUA-DUANYA,4803163678,8161722823,2023-12-20,AKTIF,080100,2026-05-17
C002986,1671672702241,04.804.169.6-165.099,PT PRAKASA MAHENDRA,JL. TEBET BARAT DALAM NO. 59,DENPASAR,31,01657,+62 (51) 750-9422,EKSPORTIR,0205686164,,2023-06-27,AKTIF,010100,2026-04-10
C002987,0170867152077,83.105.741.0-482.846,PERUM PRASTUTI NUGROHO,GG. GEDEBAGE SELATAN NO. 2,TANJUNGPINANG,12,33717,+62 (050) 574 4550,KEDUA-DUANYA,4508116275,2471742359,2025-06-25,AKTIF,010800,2026-04-19
C002988,6247317810801,96.869.242.2-416.497,CV NAMAGA PANGESTU TBK,GANG M.T HARYONO NO. 13,BATAM,36,,+62-098-619-1880,IMPORTIR,,8731726007,2025-03-10,AKTIF,050400,2026-04-19
C002989,6184535777785,72.141.704.9-283.987,PERUM SURYATMI,JL. SILIWANGI NO. 334,CIMAHI,12,97010,+62 (54) 057 7790,EKSPORTIR,4803163678,,2024-10-01,AKTIF,011200,2026-03-29
C002990,4257542373534,72 802 136,PT WINARSIH MAYASARI,GANG VETERAN NO. 05,,16,,+62 (549) 601 5598,IMPORTIR,,6617241522,2023-02-23,AKTIF,030100,2026-04-07
C002991,7539393003446,34.504.808.9-116.645,PT SIMANJUNTAK (PERSERO) TBK,JALAN JAKARTA NO. 4,,35,01278,+62 (70) 588-7433,KEDUA-DUANYA,3441860748,0778879611,2024-05-30,AKTIF,070100,2026-03-24
C002992,8775411847629X,56.671.265.9-857.257,PT NAJMUDIN UTAMA TBK,GANG PETA NO. 205,TEGAL,64,29129,+62-565-594-8847,IMPORTIR,,8188108340,2025-09-16,AKTIF,100300,2026-04-25
C002993,5534490216667,313166640,PD MAHESWARA LAKSITA,GG. MERDEKA NO. 65,MATARAM,21,,+62 (554) 132-6049,EKSPORTIR,4803163678,,2024-08-01,AKTIF,020400,2026-03-29
C002994,0285915658179,67 941 783,PD PUSPITA (PERSERO) TBK,GG. H.J MAEMUNAH NO. 2,SALATIGA,51,51676,+62 (0352) 923-0561,KEDUA-DUANYA,2225230351,1383461050,2023-12-15,AKTIF,080100,2026-05-31
C002995,0000000000000,72.692.683.1-664.960,CV PRADIPTA (PERSERO) TBK,JL. GEDEBAGE SELATAN NO. 1,BANDAR LAMPUNG,31,76449,+62 (052) 727-7382,IMPORTIR,,0133475589,2025-08-12,AKTIF,040400,2026-05-01
C002996,9003622117327,63.160.435.4-548.657,PT PRATIWI PRASASTA (PERSERO) TBK,GG. JOYOBOYO NO. 56,PASURUAN,35,,+62-26-407-6558,EKSPORTIR,2037452412,,2024-10-27,AKTIF,070500,2026-03-18
C002997,4887610059482,261108261875161,PT PRAKASA TBK,GG. RAYA SETIABUDHI NO. 6,KENDARI,31,33056,+62-039-858-7200,KEDUA-DUANYA,0039490445,5809568295,2023-11-16,AKTIF,040300,2026-04-11
C002998,335823398951,311745487658900,PD HASSANAH TBK (CABANG),JL. JAKARTA NO. 5,MOJOKERTO,64,07498,+62-02-341-4323,IMPORTIR,,1716921928,2023-11-19,AKTIF,100300,2026-03-19
C002999,2020095366219,46.201.419.8-597.031,PD TAMBA MELANI TBK,GANG MOCH. TOHA NO. 53,PANGKALPINANG,31,20109,+62 (355) 755-1420,IMPORTIR,4803163678,1341660534,2023-03-03,AKTIF,010100,2026-03-22
C003000,9386613315520,51.669.323.0-398.217,PT HASTUTI HARYANTI,GG. MERDEKA NO. 92,SAMARINDA,18,16873,+62-0383-379-0846,KEDUA-DUANYA,4803163678,1061921879,2024-03-23,AKTIF,030700,2026-06-05
C003001,4760440424142,32I438O3383O5O2,UD FUJIATI KURNIAWAN (PERSERO) TBK (CABANG),GANG SUKAJADI NO. 67,KOTA ADMINISTRASI JAKARTA SELATAN,16,85625,+62-93-675-8457,IMPORTIR,,7537242464,2024-05-19,AKTIF,030100,2026-05-12
C003002,8042022305975,8I3O7II52758252,CV SIMANJUNTAK PUDJIASTUTI (CABANG),JL. MEDOKAN AYU NO. 32,,73,66327,(094) 158-6765,IMPORTIR,,9465070207,2025-01-01,AKTIF,110100,2026-05-22
C003003,7638586922543,366942067417870,PD KUSWOYO (PERSERO) TBK,GANG DR. DJUNJUNAN NO. 39,YOGYAKARTA,73,94270,+62 (011) 711-8129,KEDUA-DUANYA,7128557007,4573829183,2025-06-14,AKTIF,140100,2026-04-16
C003004,3669332763342,19.545.966.5-713.409,PD SAPUTRA BUDIYANTO,GANG S. PARMAN NO. 676,,73,62003,087 169 4555,IMPORTIR,4803163678,8270836063,2024-01-17,AKTIF,140100,2026-05-29
C003005,8858306563353,48.540.885.5-719.203,PERUM YUNIAR HIDAYAT TBK,GG. ANTAPANI LAMA NO. 4,TANJUNGBALAI,31,72416,+62 (0812) 443 2220,IMPORTIR,,1299176999,2023-10-12,DICABUT,040300,2026-05-27
C003006,0488746961059X,79.067.177.3-919.502,PD GUNARTO MAHENDRA,JL. SOEKARNO HATTA NO. 2,SAWAHLUNTO,16,60402,087 754 6296,KEDUA-DUANYA,2353187516,8542151139,2024-10-28,AKTIF,030100,2026-03-24
C003007,2168555026945,87 033 836,PERUM PRASTUTI,JL. PETA NO. 82,PARIAMAN,33,16247,+62-472-150-8421,KEDUA-DUANYA,3670839469,1496127445,2025-10-26,AKTIF,060300,2026-06-04
C003008,8724089921773,42.666.968.1-428.410,MARPAUNG (PERSERO) TBK (CABANG),GANG SADANG SERANG NO. 752,,32,82930,+62 (0510) 097 3520,EKSPORTIR,4803163678,,2014-04-07,DICABUT,050900,2026-04-07
C003009,247922476867,05.703.466.1-401.862,PERUM HUTASOIT YULIARTI TBK,JALAN JAYAWIJAYA NO. 0,SAWAHLUNTO,18,40315,+62-006-333-8870,EKSPORTIR,4803163678,,2024-11-14,AKTIF,030700,2026-05-19
C003010,6578963558774,48 367 317,UD ARYANI TBK,GANG JOYOBOYO NO. 03,TEBINGTINGGI,16,40163,+62-007-901-3198,EKSPORTIR,3561357160,,2023-11-02,AKTIF,030100,2026-03-27
C003011,1256952596317,52.118.807.6-504.316,PD JAILANI HALIMAH,JL. SUNIARAJA NO. 5,PRABUMULIH,12,05289,+62 (045) 205-6187,EKSPORTIR,6290088519,,2025-07-31,DIBEKUKAN,020300,2026-03-16
C003012,5474329955755,30.807.862.8-234.371,PT SIREGAR,GANG VETERAN NO. 906,JAYAPURA,31,10832,+62 (0185) 195-4746,KEDUA-DUANYA,7463502621,0413983159,2023-03-03,DICABUT,010100,2026-05-08
C003013,0770236810463,14 060 538,PD NATSIR,JALAN M.T HARYONO NO. 843,METRO,12,82723,084 733 7509,EKSPORTIR,4803163678,,2023-05-29,AKTIF,020300,2026-05-30
C003014,9379804460079,10.901.619.4-600.174,PERUM NURDIYANTI NUGROHO,GG. KH AMIN JASUTA NO. 90,SURABAYA,35,71813,087 104 2883,IMPORTIR,,0574702531,2025-09-21,DIBEKUKAN,060100,2026-05-23
C003015,9656084695449,40.927.386.9-844.478,UD USADA,GANG WONOAYU NO. 90,BAU-BAU,18,33152,+62 (22) 747 7203,KEDUA-DUANYA,5024429979,4369927367,2014-09-04,AKTIF,030700,2026-03-15
C003016,6109128277565,24.621.580.8-719.217,PD MARBUN,JL. GEGERKALONG HILIR NO. 07,PALANGKARAYA,36,53629,+62-0482-899-1182,IMPORTIR,4803163678,8630587105,2024-09-20,DICABUT,050400,2026-03-26
C003017,2749300382955,28.390.666.3-081.355,CV PUSPASARI THAMRIN TBK,JALAN SADANG SERANG NO. 045,TIDORE KEPULAUAN,33,66605,(0697) 224-6019,EKSPORTIR,5825302146,,2024-11-24,AKTIF,060300,2026-04-24
C003018,9453284357884,58.790.763.1-381.708,PD HARYANTI LAILASARI TBK,JL. GEGERKALONG HILIR NO. 7,KOTA ADMINISTRASI JAKARTA BARAT,35,75557,+62-0084-470-9452,IMPORTIR,,1193332318,2023-01-04,AKTIF,071300,2026-04-15
C003019,2695951975398,231148074,PT HALIM PRASTUTI,GG. CIUMBULEUIT NO. 771,,16,67317,+62 (53) 614 7684,IMPORTIR,,7197407787,2024-04-02,AKTIF,030100,2026-04-25
C003020,4707246259997,74.529.578.6-539.806,UD HALIMAH NOVITASARI,JL. KAPTEN MUSLIHAT NO. 621,,16,69316,+62 (83) 888-3015,KEDUA-DUANYA,6830347865,3357400247,2025-09-17,AKTIF,030100,2026-06-01
C003021,3726128822753,21.724.681.6-723.165,CV MARPAUNG MELANI (PERSERO) TBK,GG. ANTAPANI LAMA NO. 9,BANJARBARU,21,03889,+62 (0334) 705-2434,IMPORTIR,,1297870457,2025-06-29,AKTIF,020100,2026-04-20
C003022,0544593181312,45.299.923.7-003.981,CV JAILANI ADRIANSYAH TBK (CABANG),GANG AHMAD DAHLAN NO. 2,PAGARALAM,51,00668,+62 (292) 786 3211,EKSPORTIR,5648159635,,2025-01-02,AKTIF,080100,2026-06-11
C003023,7579015508806,25.586.347.8-295.340,PT HUTAGALUNG (PERSERO) TBK,JALAN RUMAH SAKIT NO. 542,SORONG,12,28607,085 133 9398,EKSPORTIR,0314109833,,2025-03-07,AKTIF,010700,2026-06-11
C003024,3602536873209,881819852289572,CV MANULLANG BUDIYANTO (CABANG),GANG M.T HARYONO NO. 42,TIDORE KEPULAUAN,61,86268,+62-437-845-3748,KEDUA-DUANYA,5140130504,5174671258,2025-08-06,DIBEKUKAN,090400,2026-05-20
C003025,6093371986585,07 907 369,PD USAMAH RAHMAWATI (PERSERO) TBK,GG. SADANG SERANG NO. 576,MALANG,12,33598,+62-448-345-9961,KEDUA-DUANYA,6727429311,3518001262,2024-02-26,AKTIF,010800,2026-05-27
C003026,9519132058537,33.810.907.8-372.527,TARIHORAN SIRAIT (CABANG),JALAN PASTEUR NO. 971,MOJOKERTO,31,53601,+62 (0038) 730-7210,IMPORTIR,,3623320512,2025-03-24,AKTIF,040300,2026-06-04
C003027,1626782145674,91.462.891.5-036.172,CV PRAKASA TBK,GG. RAJAWALI TIMUR NO. 275,SALATIGA,21,27209,+62 (69) 894-5067,IMPORTIR,4803163678,5344528892,2023-05-27,AKTIF,020100,2026-05-27
C003028,1223271320904,759025419,PD PRADANA PUTRA,GG. MEDOKAN AYU NO. 76,DEPOK,21,07773,+62 (505) 768-5344,IMPORTIR,,3050807353,2023-07-26,DICABUT,020100,2026-03-27
C003029,7996235699929,94.617.810.8-253.220,PERUM PALASTRI USADA TBK (CABANG),GG. RONGGOWARSITO NO. 0,PAYAKUMBUH,12,68205,+62-467-488-0222,KEDUA-DUANYA,1016837808,6849357853,2025-07-12,AKTIF,011200,2026-05-08
C003030,3535423653755X,68.271.621.1-128.650,UD WIJAYA (PERSERO) TBK,GG. GARDUJATI NO. 5,,35,80749,+62 (962) 561-4768,IMPORTIR,,6822312950,2014-07-02,AKTIF,070500,2026-05-01
