GR_ID,NIB,NPWP,NAMA,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT,KELURAHAN,DAERAH_ID,KODE_POS,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,KODE_KANTOR,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,ID_PERUSAHAAN,TGL_PERUBAHAN_NIB,TGL_TERBIT_NIB,TGL_SYNC_OSS,STATUS_NIB,SOURCE,MATCH_TYPE,SOURCE_COUNT,N_CONFLICTS,IS_OUT_OF_SYNC,IS_STALE,HIGH_SYNC_LAG,IS_LOGICAL_CONFLICT_NIPER,CREATED_AT
GR001872,3834106572997,53.859.391.5-431.782,PT PADMASARI USAMAH TBK,,Perum,Berbadan Hukum,Aktif,Jl. Soekarno Hatta No. 87,PALU,73,26524.0,Y,Y,API-P,140100.0,62658282113.0,KEDUA-DUANYA,2750547803.0,2104986081.0,C001630,2024-03-14,2024-03-14,2026-06-05,DICABUT,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001873,7744108439711,66.190.721.0-923.012,PERUM SUARTINI (PERSERO) TBK,,PT,Berbadan Hukum,Tidak Aktif,Jl. S. Parman No. 2,TASIKMALAYA,35,51497.0,N,Y,,60100.0,62994011467.0,EKSPORTIR,7201183154.0,,C004926,2025-09-04,2025-09-04,2026-05-04,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,True,False,2026-06-12 00:42:59
GR001874,3203106664651,64.954.273.7-520.809,PD ZULKARNAIN SANTOSO (PERSERO) TBK,PD,UD,Belum Berbadan Hukum,Dibekukan,Jalan Tubagus Ismail No. 76,BOGOR,32,26195.0,N,N,,50900.0,62554959528.0,EKSPORTIR,8748975731.0,,C001580,2024-12-17,2024-12-17,2026-04-06,DIBEKUKAN,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001875,7957971149179,37.426.068.9-055.953,PERUM WIDIASTUTI (PERSERO) TBK,PERUM,UD,Belum Berbadan Hukum,Aktif,Gang Indragiri No. 34,PALU,21,66138.0,Y,Y,API-U,20100.0,623884697538.0,IMPORTIR,,5759886755.0,C000485,2024-02-23,2024-02-23,2026-05-26,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:59
GR001876,8668689984200,29.191.964.6-961.829,UD UTAMI SIREGAR (PERSERO) TBK,UD,PT,Belum Berbadan Hukum,Aktif,Gg. Kutisari Selatan No. 67,BONTANG,12,95936.0,Y,N,API-U,11200.0,62413699879.0,KEDUA-DUANYA,5045856920.0,3196872898.0,C002045,2023-07-12,2023-07-12,2026-05-26,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,False,True,2026-06-12 00:42:59
GR001877,0453868761297,52.502.385.2-116.972,PD MANSUR,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jl. Merdeka No. 3,BATAM,73,,Y,Y,API-P,110100.0,6266974815.0,EKSPORTIR,2731120150.0,,C004588,2024-07-28,2024-07-28,2026-04-26,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:59
GR001878,1538348995312,06.032.532.5-590.944,PD PRASETYA HANDAYANI (PERSERO) TBK,PD,PT,Berbadan Hukum,Aktif,Gg. Merdeka No. 48,METRO,31,67071.0,N,N,,40300.0,62854124478.0,KEDUA-DUANYA,874172619.0,3250409930.0,C001156,2014-05-16,2014-05-16,2026-04-26,DICABUT,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:59
GR001879,3642373313424,08.299.905.7-126.821,UD WASKITA,,Perum,Berbadan Hukum,Aktif,Gang Kebonjati No. 6,,32,54673.0,N,N,,50900.0,62907002855.0,EKSPORTIR,9104330317.0,,C002965,2025-08-18,2025-08-18,2026-04-25,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,True,True,2026-06-12 00:42:59
GR001880,4292101727482,10.725.348.1-924.491,PT WIJAYA RAMADAN,PT,PT,Belum Berbadan Hukum,Dibekukan,Gang W.R. Supratman No. 8,TIDORE KEPULAUAN,35,,N,N,,71300.0,62819011707.0,KEDUA-DUANYA,887056170.0,6766369602.0,C000330,2024-04-28,2024-04-28,2026-06-10,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:59
GR001881,7065868623785,89.768.459.7-098.692,PERUM SIMBOLON,PERUM,PT,Berbadan Hukum,Dibekukan,Jalan Dipatiukur No. 61,SIBOLGA,18,,Y,Y,API-U,30700.0,621749095529.0,EKSPORTIR,3446140786.0,,C001666,2025-10-05,2025-10-05,2026-04-03,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,True,False,2026-06-12 00:42:59
GR001882,0700227962445,23.453.517.4-971.200,PT HARTATI,PT,UD,Belum Berbadan Hukum,Dibekukan,Gang Suniaraja No. 34,KOTAMOBAGU,31,69390.0,Y,Y,API-U,10100.0,6269821929.0,EKSPORTIR,9667249806.0,,C000606,2025-05-10,2025-05-10,2026-06-10,DICABUT,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001883,6594918684987,89.278.616.3-715.182,PT PRANOWO (PERSERO) TBK,PT,CV,Belum Berbadan Hukum,Dibekukan,Gang Cikutra Timur No. 3,,31,,Y,N,API-U,10100.0,624114374815.0,EKSPORTIR,8885956904.0,,C004754,2025-10-23,2025-10-23,2026-03-31,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,True,True,2026-06-12 00:42:59
GR001884,3755785457653,00.593.146.4-765.976,CV TAMBA (PERSERO) TBK,CV,CV,Berbadan Hukum,Dibekukan,Jl. Kiaracondong No. 94,SAMARINDA,16,29412.0,N,Y,,30100.0,62837132790.0,IMPORTIR,,175308395.0,C001939,2024-03-31,2024-03-31,2026-05-27,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001885,7504122664350,73.287.858.5-378.990,PERUM HASSANAH (PERSERO) TBK,PERUM,CV,Berbadan Hukum,Tidak Aktif,Jl. Stasiun Wonokromo No. 7,PANGKALPINANG,33,60628.0,N,Y,,60300.0,621777582316.0,EKSPORTIR,9761574356.0,,C001481,2025-05-18,2025-05-18,2026-04-06,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,False,2026-06-12 00:42:59
GR001886,8641793996979,31.673.894.3-773.814,CV MARPAUNG PURNAWATI (PERSERO) TBK,CV,UD,Berbadan Hukum,Dibekukan,Jl. Sukajadi No. 38,AMBON,64,15481.0,Y,Y,API-U,100300.0,62414670109.0,KEDUA-DUANYA,7876574178.0,4103518555.0,C004293,2025-12-15,2025-12-15,2026-06-06,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,False,False,2026-06-12 00:42:59
GR001887,8386898258173,71.891.737.6-989.551,PT PRASETYA (PERSERO) TBK,,Firma,Berbadan Hukum,Dibekukan,Gg. Monginsidi No. 05,PALOPO,35,,N,Y,,70100.0,62811376731.0,KEDUA-DUANYA,7911342631.0,9329843538.0,C004493,2024-05-25,2024-05-25,2026-05-23,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001888,9937873521998,03.385.964.8-261.945,PT PRADANA HALIM,PT,PT,Berbadan Hukum,Aktif,Gang Cempaka No. 05,KENDARI,64,36067.0,N,N,,100300.0,623220476394.0,IMPORTIR,,5739626367.0,C002538,2023-12-28,2023-12-28,2026-05-03,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001889,9508672266281,07.460.413.7-467.758,PERUM LAKSMIWATI KUSUMO (PERSERO) TBK,PERUM,Perum,Berbadan Hukum,Dibekukan,Jalan Sukabumi No. 57,DEPOK,18,49674.0,N,N,,30700.0,62633387469.0,EKSPORTIR,4803163678.0,,C003317,2023-06-04,2023-06-04,2026-03-18,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001890,4261033248773,49.358.111.8-549.280,PT NURDIYANTI,PT,Perum,Berbadan Hukum,Aktif,Jl. Gardujati No. 67,,35,15764.0,Y,Y,API-P,71300.0,62820950974.0,KEDUA-DUANYA,1957801834.0,3079289858.0,C002576,2024-09-08,2024-09-08,2026-06-09,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001891,5724763985726,84.716.535.5-035.011,PD FIRGANTORO YULIANTI TBK,,CV,Belum Berbadan Hukum,Dibekukan,Jalan Rungkut Industri No. 3,BATAM,18,46502.0,Y,Y,API-P,30700.0,621535795394.0,IMPORTIR,,8270760483.0,C000714,2023-02-25,2023-02-25,2026-05-30,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001892,4996107799772,19.164.144.6-314.891,PT SIRAIT HUTAGALUNG TBK,PT,CV,Berbadan Hukum,Aktif,Jalan Surapati No. 880,CIMAHI,21,27161.0,Y,Y,API-P,20100.0,626034847880.0,IMPORTIR,,6315772913.0,C002939,2023-10-30,2023-10-30,2026-06-09,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001893,0769769380514,45.246.891.8-386.664,CV MELANI USAMAH TBK,CV,Perum,Berbadan Hukum,Aktif,Gang Veteran No. 2,SORONG,64,,Y,Y,API-U,100300.0,62584358149.0,KEDUA-DUANYA,7365305692.0,8912860775.0,C001641,2025-10-16,2025-10-16,2026-06-06,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,False,False,2026-06-12 00:42:59
GR001894,0699155859392,18.887.264.4-326.364,PERUM HANDAYANI NASHIRUDDIN TBK,PERUM,CV,Berbadan Hukum,Aktif,Jl. Kendalsari No. 294,YOGYAKARTA,16,32806.0,N,Y,,30100.0,62388984838.0,KEDUA-DUANYA,4116050619.0,1414075935.0,C004760,2023-07-16,2023-07-16,2026-03-13,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:59
GR001895,9441399951769,76.203.213.0-244.564,UD PERMADI PRASTUTI,,Perum,Belum Berbadan Hukum,Dibekukan,Gg. Pelajar Pejuang No. 54,PROBOLINGGO,12,,N,Y,,20300.0,627519773522.0,EKSPORTIR,2181437729.0,,C004803,2025-09-13,2025-09-13,2026-04-12,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,True,False,2026-06-12 00:42:59
GR001896,6951063611287,37.042.721.8-663.115,PT HABIBI (PERSERO) TBK,PT,CV,Berbadan Hukum,Dibekukan,Jalan Astana Anyar No. 282,,12,54904.0,N,N,,20300.0,62145387471.0,KEDUA-DUANYA,4803163678.0,479610253.0,C002787,2024-04-14,2024-04-14,2026-03-22,DIBEKUKAN,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001897,5287899996289,30.007.799.2-565.293,PERUM PALASTRI WIBOWO TBK,PERUM,CV,Berbadan Hukum,Dibekukan,Gg. S. Parman No. 6,,31,,N,N,,40300.0,627441539660.0,EKSPORTIR,8193562808.0,,C000422,2023-04-07,2023-04-07,2026-04-21,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001898,8319126048589,53.333.269.9-958.564,PERUM WASITA NASYIAH,PERUM,Firma,Berbadan Hukum,Dibekukan,Gang Medokan Ayu No. 476,TANGERANG SELATAN,12,30925.0,N,Y,,20300.0,62978426090.0,KEDUA-DUANYA,8941368190.0,3215107621.0,C003772,2025-05-26,2025-05-26,2026-05-05,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001899,1927054874870,43.408.389.2-230.028,CV NURDIYANTI RAHIMAH TBK,CV,Perum,Berbadan Hukum,Dibekukan,Jalan Suniaraja No. 163,BANDA ACEH,61,60172.0,Y,N,API-P,90400.0,62878970874.0,EKSPORTIR,3565304352.0,,C000075,2024-07-11,2024-07-11,2026-04-04,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:59
GR001900,5012350665660,46.029.357.9-021.854,CV MULYANI BUDIMAN (PERSERO) TBK,CV,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Rungkut Industri No. 847,SAMARINDA,32,16343.0,N,N,,50900.0,627312650075.0,IMPORTIR,,4070686500.0,C002296,2025-09-19,2025-09-19,2026-05-22,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,False,False,2026-06-12 00:42:59
GR001901,7939194743729,75.042.721.3-333.890,CV KUSWOYO,CV,PT,Berbadan Hukum,Aktif,Gg. Tubagus Ismail No. 662,PONTIANAK,33,,Y,Y,API-P,50100.0,621989320989.0,IMPORTIR,,3288590464.0,C000163,2025-07-22,2025-07-22,2026-04-11,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,True,False,2026-06-12 00:42:59
GR001902,7142432111902,55.663.426.2-240.496,PERUM USADA,PERUM,CV,Berbadan Hukum,Aktif,Gang Jakarta No. 951,SUBULUSSALAM,18,84861.0,Y,Y,API-U,30700.0,62830827722.0,KEDUA-DUANYA,6462512124.0,1628857413.0,C004290,2023-07-20,2023-07-20,2026-06-09,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:59
GR001903,2378034633287,33.648.157.5-426.327,PD AGUSTINA,,Perum,Berbadan Hukum,Dibekukan,Jl. Sukajadi No. 469,SUBULUSSALAM,21,74953.0,N,N,,20100.0,62170911778.0,EKSPORTIR,541104903.0,,C001668,2023-03-25,2023-03-25,2026-06-08,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:59
GR001904,8953815750154,28.701.556.5-464.553,PD MANSUR,PD,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Astana Anyar No. 67,LUBUKLINGGAU,35,32165.0,Y,Y,API-P,70100.0,62843476628.0,IMPORTIR,,7835017098.0,C004350,2024-07-31,2024-07-31,2026-05-20,DIBEKUKAN,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001905,1514466199541,58.095.036.0-888.855,CV ZULAIKA,CV,Perum,Berbadan Hukum,Tidak Aktif,Jl. Ahmad Dahlan No. 3,KOTA ADMINISTRASI JAKARTA TIMUR,16,,N,N,,30100.0,62786106495.0,EKSPORTIR,3454916425.0,,C002247,2025-05-26,2025-05-26,2026-04-07,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001906,5536377665995,79.613.046.2-678.234,CV SUSANTI MARYATI TBK,CV,CV,Berbadan Hukum,Dibekukan,Jl. Kapten Muslihat No. 0,SUBULUSSALAM,12,66714.0,N,Y,,10700.0,62684982149.0,KEDUA-DUANYA,4087674599.0,2974745261.0,C002073,2025-05-26,2025-05-26,2026-04-11,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,False,2026-06-12 00:42:59
GR001907,0561170278473,38.314.467.9-807.196,CV ARDIANTO NAJMUDIN,CV,CV,Berbadan Hukum,Tidak Aktif,Jalan Cikapayang No. 9,BOGOR,18,76801.0,Y,N,API-U,30700.0,62878542702.0,KEDUA-DUANYA,6540851555.0,1331843390.0,C001650,2023-06-05,2023-06-05,2026-05-03,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001908,6822588584313,81.722.769.5-712.697,PD SUDIATI ASTUTI,PD,Firma,Berbadan Hukum,Dibekukan,Jalan Raya Ujungberung No. 732,TIDORE KEPULAUAN,91,39430.0,N,N,,120300.0,622718098469.0,IMPORTIR,,9895204567.0,C003522,2024-09-21,2024-09-21,2026-04-04,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001909,3972961756577,75.585.829.0-394.127,CV UTAMA GUNAWAN,CV,Firma,Berbadan Hukum,Tidak Aktif,Gang Kutisari Selatan No. 23,PEKALONGAN,32,40376.0,Y,Y,API-P,50900.0,62224165673.0,KEDUA-DUANYA,6447687475.0,191644093.0,C000108,2023-06-26,2023-06-26,2026-04-25,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:59
GR001910,4551924152863,39.560.257.0-068.985,UD PRANOWO TBK,UD,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Kebonjati No. 086,BENGKULU,16,86329.0,Y,Y,API-P,30100.0,621949199964.0,KEDUA-DUANYA,374816854.0,1403126667.0,C002585,2024-09-15,2024-09-15,2026-03-22,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001911,3752015691461,48.701.967.4-078.359,PERUM SIMANJUNTAK,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Pasteur No. 8,SURABAYA,36,,Y,N,API-U,50400.0,629320053514.0,KEDUA-DUANYA,2535541393.0,545417031.0,C003904,2023-01-15,2023-01-15,2026-04-21,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:59
GR001912,1781090719571,84.980.306.5-104.319,CV HASTUTI LAKSITA,CV,PT,Belum Berbadan Hukum,Dibekukan,Jl. Kendalsari No. 744,PAREPARE,51,91171.0,N,N,,80100.0,62915931649.0,IMPORTIR,,1598724624.0,C002218,2024-10-31,2024-10-31,2026-06-10,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:59
GR001913,7368072966180,68.263.247.8-531.906,UD ANGGRIAWAN DABUKKE (PERSERO) TBK,UD,UD,Belum Berbadan Hukum,Dibekukan,Gang Ahmad Dahlan No. 8,PONTIANAK,12,57374.0,N,Y,,20300.0,62850000746.0,KEDUA-DUANYA,1346132266.0,705517672.0,C004837,2025-08-17,2025-08-17,2026-03-30,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,True,False,2026-06-12 00:42:59
GR001914,0990704644503,02.678.007.6-687.002,PERUM WALUYO TBK,PERUM,PT,Berbadan Hukum,Dibekukan,Gg. Hos. Cokroaminoto No. 660,PAREPARE,12,12081.0,N,N,,10700.0,62837849860.0,IMPORTIR,4803163678.0,7955067320.0,C000062,2025-11-17,2025-11-17,2026-04-07,AKTIF,MATCHED,EXACT_NIB,2,2,False,False,True,True,2026-06-12 00:42:59
GR001915,0276327223736,78.877.331.0-268.851,CV FUJIATI,CV,PT,Belum Berbadan Hukum,Dibekukan,Gg. Gegerkalong Hilir No. 9,AMBON,35,39351.0,Y,Y,API-P,60100.0,6285827934.0,KEDUA-DUANYA,4839644824.0,1351390825.0,C003472,2024-06-17,2024-06-17,2026-03-16,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001916,5226549305397,24.787.312.5-098.199,PT MANDALA WIDODO TBK,PT,UD,Belum Berbadan Hukum,Tidak Aktif,Gang Gegerkalong Hilir No. 6,,91,80316.0,N,Y,,120300.0,62802827398.0,KEDUA-DUANYA,3996980908.0,9283937334.0,C000059,2025-05-11,2025-05-11,2026-04-04,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001917,0098972740514,83.715.248.1-938.872,PD HALIMAH NURDIYANTI,,PT,Berbadan Hukum,Dibekukan,Gang Jakarta No. 81,MAKASSAR,21,76429.0,N,Y,,20100.0,621627311488.0,IMPORTIR,,6676310837.0,C004305,2024-02-14,2024-02-14,2026-05-08,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001918,0254260062892,21.193.533.4-208.368,PERUM PRASETYA ANGGRIAWAN,PERUM,UD,Belum Berbadan Hukum,Tidak Aktif,Jalan Kutisari Selatan No. 26,,18,,Y,Y,API-P,30700.0,62580009631.0,KEDUA-DUANYA,4164101484.0,5191504959.0,C000027,2023-11-15,2023-11-15,2026-05-16,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:59
GR001919,4752949775655,13.166.527.8-689.908,UD DABUKKE ISWAHYUDI,UD,Perum,Berbadan Hukum,Dibekukan,Gang Rajawali Barat No. 54,DUMAI,64,70499.0,N,Y,,100300.0,62226067283.0,IMPORTIR,,688988828.0,C004223,2025-05-26,2025-05-26,2026-04-04,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001920,7031012213387,45.804.215.4-182.075,PERUM AGUSTINA,PERUM,UD,Berbadan Hukum,Tidak Aktif,Gg. Siliwangi No. 59,PALOPO,12,96103.0,N,N,,10800.0,624301719910.0,EKSPORTIR,4803163678.0,,C001760,2024-11-10,2024-11-10,2026-04-14,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001921,9883968382525,36.220.036.9-877.196,PT SIREGAR TBK,PT,CV,Berbadan Hukum,Tidak Aktif,Jalan Cikapayang No. 0,,12,56943.0,Y,Y,API-P,11200.0,62887248065.0,IMPORTIR,,3286515242.0,C002511,2025-09-30,2025-09-30,2026-04-05,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,True,False,2026-06-12 00:42:59
GR001922,6606899247157,99.328.425.1-017.558,PD MARPAUNG,PD,CV,Berbadan Hukum,Aktif,Gang Cikutra Timur No. 6,,31,87236.0,Y,Y,API-U,40300.0,62504526182.0,IMPORTIR,,2730109434.0,C004744,2023-07-30,2023-07-30,2026-05-02,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001923,5512169832328,45.933.265.1-268.999,UD HIDAYAT LAZUARDI,UD,CV,Berbadan Hukum,Tidak Aktif,Gang Cempaka No. 6,BINJAI,33,65728.0,Y,Y,API-P,50100.0,621991739316.0,EKSPORTIR,8312297788.0,,C002979,2023-08-22,2023-08-22,2026-03-17,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001924,2635546903369,90.192.088.0-897.899,PT UYAINAH NURAINI TBK,,PT,Belum Berbadan Hukum,Aktif,Gang Soekarno Hatta No. 730,JAMBI,12,63185.0,N,N,,11200.0,6295205917.0,KEDUA-DUANYA,4803163678.0,1059273116.0,C003859,2024-02-15,2024-02-15,2026-05-21,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:59
GR001925,5527876260235,54.291.022.9-238.014,PERUM WASKITA TBK,,UD,Berbadan Hukum,Dibekukan,Jalan Bangka Raya No. 4,,64,44000.0,N,N,,100300.0,628223370390.0,KEDUA-DUANYA,2999108806.0,4017289422.0,C002401,2023-01-26,2023-01-26,2026-06-01,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:59
GR001926,7586373533270,16.516.793.9-619.411,PERUM MARDHIYAH WIJAYANTI,PERUM,UD,Belum Berbadan Hukum,Dibekukan,Jalan Erlangga No. 449,SAMARINDA,16,51973.0,N,N,,30100.0,625055207030.0,IMPORTIR,,698527877.0,C003695,2024-07-04,2024-07-04,2026-03-31,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001927,0106514947396,93.372.700.4-767.205,PD USAMAH SINAGA TBK,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Stasiun Wonokromo No. 3,BATAM,12,53925.0,Y,N,API-P,20300.0,623547240189.0,IMPORTIR,4803163678.0,8700816347.0,C001609,2023-04-03,2023-04-03,2026-03-29,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:59
GR001928,2759608895869,57.622.193.5-888.533,PD LAILASARI,,CV,Berbadan Hukum,Aktif,Gg. Kebonjati No. 6,YOGYAKARTA,12,74304.0,Y,N,API-P,10800.0,62585434592.0,IMPORTIR,,6385261937.0,C000233,2024-07-20,2024-07-20,2026-05-03,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:59
GR001929,1258606209818,05.698.279.0-668.588,CV TAMPUBOLON,CV,PT,Belum Berbadan Hukum,Dibekukan,Jl. Phh. Mustofa No. 316,PAYAKUMBUH,33,52707.0,Y,Y,API-P,60300.0,621302493726.0,KEDUA-DUANYA,277699280.0,9684771060.0,C002652,2024-08-20,2024-08-20,2026-05-12,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001930,8501347429636,32.073.910.2-175.823,CV HASSANAH,,Perum,Berbadan Hukum,Tidak Aktif,Gg. Bangka Raya No. 506,CIREBON,16,29904.0,N,N,,30100.0,629903238481.0,KEDUA-DUANYA,7802801289.0,580222113.0,C000161,2024-03-24,2024-03-24,2026-05-24,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,False,True,2026-06-12 00:42:59
GR001931,2453960424081,58.289.724.4-141.376,PERUM PUDJIASTUTI USAMAH,,UD,Belum Berbadan Hukum,Dibekukan,Gang Rawamangun No. 22,,91,54316.0,Y,N,API-P,120300.0,62845311587.0,EKSPORTIR,4803163678.0,,C001140,2025-07-15,2025-07-15,2026-04-15,AKTIF,MATCHED,EXACT_NIB,2,2,False,False,True,True,2026-06-12 00:42:59
GR001932,5159117533170,17.686.865.5-916.208,PD KURNIAWAN,PD,UD,Belum Berbadan Hukum,Aktif,Jalan Kapten Muslihat No. 613,BANDAR LAMPUNG,51,31220.0,N,N,,90100.0,6266317712.0,EKSPORTIR,4803163678.0,,C001559,2023-04-16,2023-04-16,2026-05-20,AKTIF,MATCHED,EXACT_NIB,2,3,False,True,False,True,2026-06-12 00:42:59
GR001933,7758725371720,87.117.331.3-245.232,PD FARIDA FUJIATI TBK,,CV,Belum Berbadan Hukum,Tidak Aktif,Jalan Raya Ujungberung No. 242,TANJUNGBALAI,31,94353.0,Y,N,API-U,10100.0,6218357841.0,IMPORTIR,4803163678.0,1721283190.0,C000129,2015-03-04,2015-03-04,2026-03-19,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:59
GR001934,1331151968394,69.768.808.4-161.144,PERUM FUJIATI HIDAYANTO,,CV,Berbadan Hukum,Tidak Aktif,Gg. M.H Thamrin No. 380,,16,21367.0,N,N,,30100.0,62936491336.0,IMPORTIR,,7613874659.0,C002343,2024-03-10,2024-03-10,2026-04-19,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:59
GR001935,9034913156536,55.508.090.3-410.313,UD TAMBA SITORUS TBK,UD,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Raya Setiabudhi No. 070,SURAKARTA,16,70529.0,Y,Y,API-P,30100.0,621149607836.0,KEDUA-DUANYA,6065418297.0,5560912092.0,C003077,2024-01-12,2024-01-12,2026-04-12,DICABUT,MATCHED,EXACT_NIB,2,1,True,True,True,False,2026-06-12 00:42:59
GR001936,3253485297993,91.261.610.6-363.996,PT PURWANTI TBK,PT,Firma,Berbadan Hukum,Dibekukan,Gang Dipatiukur No. 359,SUNGAI PENUH,18,58692.0,N,Y,,30700.0,62355231335.0,IMPORTIR,,8077865393.0,C000466,2024-12-10,2024-12-10,2026-03-22,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:59
GR001937,7064064123154,05.159.315.4-471.515,CV SIHOTANG ASTUTI (PERSERO) TBK,CV,Firma,Berbadan Hukum,Aktif,Jalan Rumah Sakit No. 5,MATARAM,35,79751.0,Y,N,API-P,60100.0,62986188918.0,EKSPORTIR,8156540374.0,,C000721,2024-02-08,2024-02-08,2026-05-21,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:59
